Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context
2557,"Janouchova, Petra *",Yes,I Aeg Thrace,149,10149,,Mitriko,Stryme,Stryme,3779,POINT(25.2836609 40.9385446),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,-399,-350,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Antagoras, child of Astos, partner of, grandchild of,",1,1,Greek only,
2559,"Janouchova, Petra *",Yes,I Aeg Thrace,150,10150,,Mitriko,Stryme,Stryme,3779,POINT(25.2875233 40.9382853),3 Region,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Antiochos, child of Arignotos, partner of, grandchild of,",1,1,Greek only,
2560,"Janouchova, Petra *",Yes,I Aeg Thrace,151,10151,,Molyvoti,Stryme,Stryme,3780,POINT(25.2850342 40.9386095),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Artemo, child of Hegesippides, partner of, grandchild of,",1,1,Greek only,
2561,"Janouchova, Petra *",Yes,I Aeg Thrace,152,10152,,Molyvoti,Stryme,Stryme,3780,POINT(25.2828026 40.9388688),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Demetrios, child of Apollonides, partner of, grandchild of,",1,1,Greek only,
2562,"Janouchova, Petra *",Yes,I Aeg Thrace,153,10153,47:1104,Xylagane,Stryme,Stryme,3787,POINT(25.285635 40.9386095),2 Vicinity,,No,N/A,No,Stone,Other >,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Demetrios, child of Dadas, partner of, grandchild of,",1,2,Greek and Thracian,
2564,"Janouchova, Petra *",Yes,I Aeg Thrace,154,10154,49:986,Kasaktsi Dere,Stryme,Stryme,3781,POINT(25.2853775 40.9391282),2 Vicinity,"Ed.pr. D.Triantaphyllos, AD 50 B2 (1995) [2000] 668.",No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"Kleopatre, child of, partner of, grandchild of,",1,1,Greek only,
2565,"Janouchova, Petra *",Yes,I Aeg Thrace,155,10155,,Anakioi Mitrikou,Stryme,Stryme,3782,POINT(25.2826309 40.9381556),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Lampyris, child of Pancharmos, partner of, grandchild of,",1,1,Greek only,
2566,"Janouchova, Petra *",Yes,I Aeg Thrace,156,10156,,Molyvoti,Stryme,Stryme,3780,POINT(25.2850342 40.9399062),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"[?]arche, child of, partner of, grandchild of,",1,1,Uncertain,
2567,"Janouchova, Petra *",Yes,I Aeg Thrace,157,10157,,Molyvoti,Stryme,Stryme,3780,POINT(25.2852058 40.9386743),3 Region,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,Yes,-399,-300,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"[?]ros, child of [Her]obolos, partner of, grandchild of,",1,2,Greek and Uncertain,
2568,"Janouchova, Petra *",Yes,I Aeg Thrace,158,10158,,Molyboti,Stryme,Stryme,3788,POINT(25.28409 40.9386743),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-399,-300,Not Roman,-4,,,1,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"Unknown, child of [Di]filos, partner of, grandchild of,",1,2,Greek and Uncertain,
2569,"Janouchova, Petra *",Yes,I Aeg Thrace,159,10159,,Mitriko,Stryme,Stryme,3779,POINT(25.2835751 40.9378314),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-399,-300,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,,0,0,No Name,
2570,"Janouchova, Petra *",Yes,I Aeg Thrace,160,10160,,Kasaktsi Dere,Stryme,Stryme,3781,POINT(25.2847767 40.9371182),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,-399,-300,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,,0,0,No Name,
2571,"Janouchova, Petra *",Yes,I Aeg Thrace,161,10161,,Mitriko,Stryme,Stryme,3779,POINT(25.2826309 40.9390633),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,-360,-340,Not Roman,-4,,,1,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Glaukos, child of Antipatrides, partner of, grandchild of, Kriton, child of Antipatrides, partner of, grandchild of,",2,2,Greek only,
2574,"Janouchova, Petra *",Yes,I Aeg Thrace,164,10164,,Mitriko,Stryme,Stryme,3779,POINT(25.2847767 40.9387391),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-399,-375,Not Roman,-4,,,1,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Metrodotos, child of Artemon, partner of, grandchild of Mandron,",1,1,Greek only,
2577,"Janouchova, Petra *",Yes,I Aeg Thrace,166,10166,,Mitriko,Stryme,Stryme,3779,POINT(25.28615 40.9386743),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,-375,-350,Not Roman,-4,,,1,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,"Amfipolites,",City,Greek,,,No,No,"Timo, child of, partner of, Amfipolites, grandchild of, Sopolis, child of, partner of, Amfipolites, grandchild of,",2,2,Greek only,Greek
2648,"Ctibor, Jan *",Yes,IG Bulg 1(2),19 bis,20019.2,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.16607 43.4083212),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-400,-300,Not Roman,-4,,,1,,,,,,,,,,,,No,Prose,,Irregular,Public,Religious/Ritual,,,4,,,,"Aphrodite,",,,,None,,,,No,No,"Anaxandros, child of Hegesianax, partner of, Methymnaios, grandchild of,",1,1,Greek only,
2726,"Janouchova, Petra *",Yes,I Aeg Thrace,214,10214,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5104256 40.873805),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-350,-300,Not Roman,-4,,,1,,,,,,,,,,,,No,Verse,,Irregular,Private,,Funerary,,6,,,"Stefanos,",,,,,None,,"Olynthos,",1,No,No,"[an]tipatros, child of, partner of, grandchild of,",1,1,Greek only,
