Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context
2725,"Janouchova, Petra *",Yes,I Aeg Thrace,213,10213,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5108547 40.8743242),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Public,Accounts/Lists|Religious/Ritual,,,12,,,,"Therapeutai,",,,,None,,,,No,No,"Teim[?], child of, partner of, grandchild of, [?]es, child of Anaxippos, partner of, grandchild of, Herodo[tos], child of, partner of, grandchild of, [?]bios, child of Dionys[ios], partner of, grandchild of, Unknown, child of [?]strates, partner of, grandchild of, Eis[?], child of, partner of, grandchild of, Theopr[opos], child of, partner of, grandchild of, Dio[?], child of, partner of, grandchild of, Anti[?], child of, partner of, grandchild of,",9,9,Greek and Uncertain,
2788,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"43, 5018",20043,,Varna,Odessos,Odessos,3846,POINT(27.9018402 43.204863),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-45,-43,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Public,State decrees,,,37,"Demos, Politeia, Basileus, Boule, Psefisma,","Agathe tyche, Anagrapsai, Telamon, Edoxen,","Proxenia, Proedria, Eisplous and ekplous, Isoteleia, Enktesis,","hieron, Apollo,",,,"Thrakes,",Tribe,Thracian,,,No,No,"Diogenes, child of Antitheos, partner of, grandchild of, Zoilos, child of Menodoros, partner of, grandchild of, Menogenes, child of Asklepiades, partner of, Heraites, grandchild of, Sadalas, child of, partner of, grandchild of, Kotys, child of, partner of, grandchild of,",5,7,Greek and Thracian,
2789,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"43 bis, 5019",20043.2,,Varna,Odessos,Odessos,3846,POINT(27.9180944 43.1994002),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-20,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Public,State decrees,,,10,"Demos,","Edoxen,",,,,,,None,,,,No,No,"Noumenios, child of, partner of, grandchild of, Parmenion, child of Parmenion, partner of, grandchild of, A[rte/pe]mon, child of Chairion, partner of, Tomeites, grandchild of,",3,3,Greek only,
2791,"Ctibor, Jan *",Yes,IG Bulg 1(2),44,20044,,Varna,Odessos,Odessos,3846,POINT(27.9022694 43.2046753),2 Vicinity,Formerly in the house of the metropolitan,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-100,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Public,State decrees,,,11,"Kerykes,",,"Stefanosai,",,,,,None,,,,No,No,"Xenandros, child of Apatourios, partner of, grandchild of,",1,1,Greek only,
2797,"Janouchova, Petra *",Yes,I Aeg Thrace,243,10243,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5186653 40.8797108),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-99,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Dionys[ios], child of Apollon[ios], partner of, grandchild of,",1,1,Greek only,
2798,"Janouchova, Petra *",Yes,I Aeg Thrace,244,10244,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5106831 40.8793863),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,-99,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Dei[?], child of Apol[?], partner of, grandchild of,",1,1,Uncertain,
2802,"Janouchova, Petra *",Yes,I Aeg Thrace,248,10248,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5118847 40.8745189),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"Unknown, child of [?]entos, partner of, grandchild of,",1,1,Uncertain,
2831,"Janouchova, Petra *",Yes,I Aeg Thrace,271,10271,,Maroneia,Maroneia,Maroneia,3789,POINT(25.512743 40.8769202),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-99,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Public,,Funerary,,3,"Demos,",,,,,,,None,,,,No,No,"[?]kes, child of [S]euthes, partner of, grandchild of,",1,2,Thracian and Uncertain,
2868,"Janouchova, Petra *",Yes,I Aeg Thrace,296,10296,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5157471 40.8769851),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,4,,"Theois Katachthoniois,",,"heros,",,,,None,,,,No,No,"Poplios, Kuintilios, Maximos, child of Gaios, partner of, grandchild of,",1,1,Roman only,
2878,"Janouchova, Petra *",Yes,I Aeg Thrace,303,10303,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5104256 40.8780235),3 Region,,Yes,Secondary,Yes,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,"Chaire,",,,,,,None,,,,No,No,"Beroneike, child of Fileros, partner of, grandchild of,",1,1,Greek only,
2916,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"46, 5021, 5024 bis",20046,,Varna,Odessos,Odessos,3846,POINT(27.9165173 43.1974176),2 Vicinity,"Found near the heaven, in the place of sv. Dimitar chappel, which has been probably destroyed.",No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-44,3,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Public,Accounts/Lists,,,48,,"Agathe tyche,",,"hiereus,",,,,None,,,,No,No,"Hegemon, child of Sostratos, partner of, grandchild of, Noumenios, child of Hellen, partner of, grandchild of, Kotys, child of Dernaios, partner of, grandchild of, Metrodoros, child of Metrodoros, partner of, grandchild of, Apatourios, child of Apatourios, partner of, grandchild of, Hestiaios, child of A[pollod/rtemid]oros, partner of, grandchild of, Amyntor, child of Hellen, partner of, grandchild of, Apollas, child of Hekataios, partner of, grandchild of, Hellen, child of Noumenios, partner of, grandchild of, Parmenon, child of Artemidoros, partner of, grandchild of, Apollas, child of Dionysios, partner of, grandchild of, Apollas, child of Apollonios, partner of, grandchild of, Amyntor, child of Aiantides, partner of, grandchild of, Hermafilos, child of Hellen, partner of, grandchild of, Aiantides, child of Apollas, partner of, grandchild of, Teimokrates, child of Epimenes, partner of, grandchild of, Parmenion, child of Parmenion, partner of, grandchild of, Posideos, child of Apollas, partner of, grandchild of, Artemidoros, child of Apollodoros, partner of, grandchild of, Noumenios, child of Apollonios, partner of, grandchild of, Asklepiades, child of Artemidoros, partner of, grandchild of, Apollonios, child of Promathion, partner of, grandchild of, Markos, Antonios, child of, partner of, Athenaios, grandchild of, Dionysios, child of Zopyrion, partner of, grandchild of, Aristeides, child of Aischrion, partner of, grandchild of, Zenis, child of Agathenor, partner of, grandchild of, Agathenor, child of Zenis, partner of, grandchild of, Parmenon, child of Zoilos, partner of, grandchild of, Metrodoros, child of Konon, partner of, grandchild of, Artemidoros, child of Noumenios, partner of, grandchild of, Hellen, child of Epimenes, partner of, grandchild of, Eupolemos, child of Attes, partner of, grandchild of, Posseis, child of Xenon, partner of, grandchild of, Artemidoros, child of Hestiaios, partner of, grandchild of, Posidonios, child of Noumenios, partner of, grandchild of, Hefaistion, child of Dionysios, partner of, grandchild of, Aristokles, child of Zenis, partner of, grandchild of, Fileinos, child of Aleximachos, partner of, grandchild of, Promathion, child of Apollonios, partner of, grandchild of, Dionysios, child of Hekatodoros, partner of, grandchild of, Herotimos, child of Agathenor, partner of, grandchild of, Posseis, child of Diogenes, partner of, grandchild of, Noumenios, child of Hippomedon, partner of, grandchild of, Dionysios, child of P[os]sis, partner of, grandchild of, Dionysios, child of Apatourios, partner of, grandchild of, Moschion, child of Zoilos, partner of, grandchild of,",46,50,Mixed names,
2938,"Janouchova, Petra *",Yes,I Aeg Thrace,332,10332,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5125713 40.8802299),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,-1,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Uncertain,,,,2,,,,,,,,None,,,,No,No,,0,0,No Name,
2944,"Janouchova, Petra *",Yes,I Aeg Thrace,338,10338,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5106831 40.8738699),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,-1,Roman,-1,,,,,,1,,,,,,,,,Yes,Prose,,Irregular,Uncertain,,,,4,,,,,,,,None,,,,No,No,"Caius, Va[?], child of, partner of, grandchild of,",1,2,Roman and Uncertain,
3044,"Janouchova, Petra *",Yes,I Aeg Thrace,368,10368,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5118847 40.8760765),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,,3,,,,,,,,None,,,,No,No,"Kaiki[?], Apollo[nios], child of, partner of, grandchild of,",1,2,Greek and Roman,
3045,"Janouchova, Petra *",Yes,I Aeg Thrace,369,10369,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5109406 40.8764659),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,,1,,,,,,,,None,,,,No,No,,0,0,No Name,
3078,"Janouchova, Petra *",Yes,I Aeg Thrace,385,10385,,"Galini, Iasmos",,,3798,POINT(25.2105761 41.0972704),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Horse rider,"going to the left, with standing person on the right",Yes,-99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,"heros,",,,,None,,,,No,No,"Iason, child of, partner of, grandchild of,",1,1,Greek only,
3425,"Janouchova, Petra *",Yes,I Aeg Thrace,458,10458,,Didymoteichon,Plotinopolis,Plotinopolis,3825,POINT(26.4962339 41.3503325),3 Region,Didymoteichos,Yes,Secondary,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,-42,-31,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Public,,Dedicatory,,2,"Basileus,",,,"Heracles,","Soter,",Regional,"Thrakes,",Tribe,Thracian,,,No,No,"K[otys], child of [Raskou]poris, partner of, grandchild of,",1,1,Thracian only,Thracian
3460,"Janouchova, Petra *",Yes,I Aeg Thrace,481,10481,,Museum Komotini,,,3830,POINT(25.4065582 41.1224394),4 Uncertain,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,Column,,,Yes,-99,99,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Undistinguishable,Roman style,Irregular,Private,,Dedicatory,,2,,"Agathe tyche,",,"Apollo,",,,,None,,,,No,No,,0,0,No Name,
3550,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"159, 5044",20159,,Varna,Odessos,Odessos,3846,POINT(27.9032135 43.2061142),2 Vicinity,Found in the street called formerly Saidova. ,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Sitting woman|Horse rider,,Yes,-20,-20,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,5,,"Chaire,",,,,,,None,,,,No,No,"Dionysios, child of Protagoras, partner of Potou, grandchild of, Potou, child of Protagoras, partner of, grandchild of,",2,2,Greek only,
6060,"Ctibor, Jan *",Yes,IG Bulg 1(2),283 bis,20283.2,,Galata,,Odessos,6048,POINT(27.9388332 43.1642775),2 Vicinity,"Comes "" without any doubt from the same sanctuary as 283"" (but by 283, there is no sanctuary mentioned - only place called ""Patrabana"")",No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Horse rider,,Yes,-100,100,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,,,"heros,",,,,None,,,,No,No,"Menandros, child of Amyntor, partner of, grandchild of,",1,1,Greek only,
6210,"Ctibor, Jan *",Yes,IG Bulg 1(2),314a,20314,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7358437 42.6595904),2 Vicinity,"Found by the eastern wall of the cathedral. But I do not know, which church should be the cathedral",No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-71,-71,Not Roman,-1,,,,,,1,,,,,,,,Doric,No,Prose,,Irregular,Public,State decrees,,There are inscriptions on boths sides of the stele (314a and 314b)!,12,"Boule, Demos, Autokrator, Polis,","Edoxen,",,,,,,None,,,,No,No,"Heraion, child of Pasion, partner of, grandchild of, Gaios, Kornelios, child of Gaios, partner of, Romaioi, grandchild of, Markos, Terentios, Leukollos, child of Markos, partner of, grandchild of,",3,5,Greek and Roman,
6224,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"315, 5092",20315,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7359295 42.6592748),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,-100,-1,Not Roman,-1,,,,,,1,,,,,,,,Doric,No,Prose,,Irregular,Public,State decrees,,,20,"Demos, Polis, Psefisma, Archon,","Dedochthai, Telamon, Anetheken, Anagrapsai,","Eunoia,","hieron, Apollo, Asklepeion,",,,,None,,,,No,No,"Glaukias, child of, partner of, Athenaios, grandchild of, Diodoros, child of Dioskourides, partner of, grandchild of,",2,2,Greek only,
6253,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"320, 5097",20320,,Nesebar,Mesambria,Mesambria,6172,POINT(27.723484 42.6601585),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-20,20,Roman,-1|1,,,,,,0.5,0.5,,,,,,,,No,Prose,,Irregular,Public,Honorary decrees,,,14,"Demos, Polis,",,"Arete, Stefanos, Eikon, Euergetes,","theos,",,,"Tomitai, Istrianoi, Apolloniates,",City,Greek,,,No,No,,0,0,No Name,
6267,"Ctibor, Jan *",Yes,IG Bulg 1(2),323,20323,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7239132 42.6599691),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,,Yes,-55,-48,Not Roman,-1,,,,,,1,,,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,6,"Strategos, Basileus, Grammateus,",,,,,,,None,,,,No,No,"Moschos, child of Filemon, partner of, grandchild of, Xenokles, child of Lachetas, partner of, grandchild of, Dameas, child of Dionysios, partner of, grandchild of, Byrebistas, child of, partner of, grandchild of,",4,5,Greek and Thracian,
6273,"Ctibor, Jan *",Yes,IG Bulg 1(2),324,20324,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7235699 42.6601585),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,7 Drawing,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,-100,-1,Not Roman,-1,,,,,,1,,,,,,,,Doric,No,Prose,,Irregular,Public,Accounts/Lists|Other > notes,,Dedicatory,7,"Strategos, Grammateus,",,,"Dionysus,","Eleuthereus,",Regional,,None,,,,No,No,"Konon, child of Athanaion, partner of, grandchild of, Antiandros, child of Pythodoros, partner of, grandchild of, Zopyros, child of Hellen, partner of, grandchild of, Antifilos, child of Kalligeiton, partner of, grandchild of, Bosporichos, child of Antifilos, partner of, grandchild of, Theotimos, child of Herakleides, partner of, grandchild of, Athenaios, child of Bosporichos, partner of, grandchild of,",7,7,Greek only,
