Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context
2605,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"15 ter, 30, 5007",20015.3,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.16607 43.4085706),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,175,225,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Public,Honorary decrees,,,7,"Boule, Agoranomos, Fyle, Agoraios, Iatros, Bouleutes, Paideutes,",,,,,,,None,,"Pentepolis,",1,No,No,,0,0,No Name,
2633,"Janouchova, Petra *",Yes,I Aeg Thrace,185,10185,54:640,Maroneia,Maroneia,Maroneia,3789,POINT(25.5110264 40.8736103),3 Region,"SEG 49 886. Republished by S.Doukata, AD 54 B2 (1999) [2006] 731 no. 1, with minor changes (LL. 3/4: μ̣έ̣γ̣ι̣σ̣τος, not [μέ]γ̣ι̣σ̣τος; L. 5: πατρί(δος), not πατρίδος) I.Thrac.Aeg.185.",Yes,Secondary,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,131,131,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,Legal/Regulations,,,21,"Xenos, Polis,",,,"archiereus,",,,,None,,"Maroneia, Abdera, Samothrake, Philippoi,",4,Yes,No,"Hadrianos, Kaisar, Neroua, Traianos, Parthikos, child of, partner of, grandchild of,",1,1,Roman only,
2639,"Janouchova, Petra *",Yes,I Aeg Thrace,188,10188,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5106831 40.8775692),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar|Geometric motive,,,Yes,150,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,4,,,,"hiereus, Zeus, Dionysus, Rhome,Rome,",,,,None,,,,No,No,,0,0,No Name,
2640,"Janouchova, Petra *",Yes,I Aeg Thrace,189,10189,47:1069,Maroneia,Maroneia,Maroneia,3789,POINT(25.5112839 40.8756871),1 Certain,"Ed.pr. D.Triantaphyllos, AD 47 B2 (1992) [1997] 500 (text in majuscules):",No,N/A,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,Fragment of an altar.,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,7,,,,"Dionysus, hiereus, Rhome,Rome, Zeus,","Maron,",Subregional,,None,,,,No,No,"Kelsos, child of Markos, partner of, grandchild of,",1,1,Roman only,
2641,"Janouchova, Petra *",Yes,I Aeg Thrace,190,10190,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5115414 40.8746487),3 Region,,No,N/A,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,8,,"Agathe tyche,",,"Zeus, hiereus, Dionysus, Rhome,Rome,","Maron,",Subregional,,None,,,,No,No,"Titos, Kaisios, Kaikilianos, child of, partner of, grandchild of,",1,1,Roman only,
2647,"Ctibor, Jan *",Yes,IG Bulg 1(2),19,20019,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.165555 43.4083835),1 Certain,"Found in the inn called Han Temelko, than lost and found again in the marketplace in 1964",No,N/A,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,,Yes,193,235,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Public,Honorary decrees,,,4,"Archon, Autokrator,",,,"archiereus,",,,,None,,,,Yes,No,"Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of,",1,1,Roman only,
2671,"Janouchova, Petra *",Yes,I Aeg Thrace,191,10191,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5114555 40.8759467),3 Region,,No,N/A,No,Stone,Marble,,Architectural feature,2 Slightly damaged,4 N/A,1 Architectural / Ornamental,Altar,,,Yes,100,299,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Private,,Dedicatory,Apollodoros Apollodorou,5,,,,"hiereus, Zeus, Dionysus, Rhome,Rome,","Maron,",Subregional,,None,,,,No,No,"Apollodoros, child of Apollodoros, partner of, grandchild of,",1,1,Greek only,
2690,"Janouchova, Petra *",Yes,I Aeg Thrace,203,10203,48:903,Maroneia,Maroneia,Maroneia,3789,POINT(25.5135155 40.8756222),1 Certain,"Mentioned by D.Triantapnyllos, art.cit. (cf. SEG 48 888) 363 (ph.) 1:",No,Religious/Ritual,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,180,220,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,2,,,,"Isis, Anoubis, Sarapis / Serapis, Harpokrates, Agonothetes,",,,,None,,,,No,No,"Apollonios, child of Apollonios, partner of, grandchild of,",1,1,Greek only,
2709,"Janouchova, Petra *",Yes,I Aeg Thrace,210,10210,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5104256 40.874454),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,131,131,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,Other > notes,Dedicatory,,6,"Demos,",,,,,,,None,,,,Yes,No,"Hadrianos, Traianos, Kaisar, (emperor Hadrianus), child of, partner of, grandchild of,",1,1,Roman only,
2733,"Janouchova, Petra *",Yes,I Aeg Thrace,216,10216,,Maroneia,Maroneia,Maroneia,3789,POINT(25.511198 40.875103),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Verse,,Irregular,Private,,Funerary,,6,"Polis,",,,,,,,None,,,,No,Yes,,0,0,No Name,
2734,"Janouchova, Petra *",Yes,I Aeg Thrace,217,10217,54:641,Maroneia,Maroneia,Maroneia,3789,POINT(25.5109406 40.8753626),3 Region,"Lower part of a marble plaque found in the early Christian basilica at Paliochora Maroneias. Ed.pr. S.Doukata, AD 54 B2 (1999) [2006] 732 no. 4 (text in majuscules). Republished in I.Thrac.Aeg. 397/398 no. E217 (ph.), with commentary; dated in the 2nd/3rd cent. A.D. ",Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,100,299,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Verse,,Irregular,Private,Honorary decrees,Funerary,,8,"Demos,",,"Eunoia,",,,,"Maronitai,",City,Greek,,,No,No,,0,0,No Name,
2803,"Janouchova, Petra *",Yes,I Aeg Thrace,249,10249,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5118847 40.8771149),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Naiskos|Floral motive,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"[?]s, child of Doles, partner of, grandchild of,",1,2,Thracian and Uncertain,
2804,"Janouchova, Petra *",Yes,I Aeg Thrace,250,10250,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5121422 40.87705),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,,Yes,100,299,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"Sosifilos, child of Dion[?], partner of, grandchild of,",1,2,Greek and Uncertain,
2811,"Janouchova, Petra *",Yes,I Aeg Thrace,256,10256,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5112839 40.8754275),1 Certain,Roman baths,No,Other,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,None,,,,No,No,"Di[o]nysios, child of [?]ntas, partner of, grandchild of, [?]os, child of [?]lides, partner of, grandchild of,",2,3,Greek and Uncertain,
2834,"Janouchova, Petra *",Yes,I Aeg Thrace,273,10273,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5120564 40.8769851),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,,Funerary,,5,"Demos,",,,,,,,None,,,,No,No,"Dias, child of Mouporis, partner of, grandchild of,",1,2,Greek and Thracian,
2837,"Janouchova, Petra *",Yes,I Aeg Thrace,275,10275,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5110264 40.8747136),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,,Funerary,,3,"Demos,",,,,,,,None,,,,No,No,"Ateria, Elpis, child of, partner of, grandchild of,",1,2,Greek and Uncertain,
2839,"Janouchova, Petra *",Yes,I Aeg Thrace,276,10276,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5108547 40.8781532),3 Region,,Yes,Secondary,No,Stone,Marble,,N/A,8 Lost,4 N/A,,,,,No,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,,Funerary,,5,"Demos,",,,,,,,None,,,,No,No,"Roufeia, Preiska, child of [D]ionysios, partner of, grandchild of,",1,2,Greek and Roman,
2845,"Janouchova, Petra *",Yes,I Aeg Thrace,279,10279,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5112839 40.8766606),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,,Funerary,,4,"Demos,",,,,,,,None,,,,No,No,"Bendis, child of, partner of Dioukilas, grandchild of, Menodotos, child of Isido[ros], partner of, grandchild of,",2,3,Greek and Thracian,
2846,"Janouchova, Petra *",Yes,I Aeg Thrace,280,10280,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5115414 40.8774394),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,100,299,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Public,,Funerary,,6,"Demos,",,,,,,,None,,,,No,No,"Orfidia, Eikaisia, child of, partner of, grandchild of, Flabia (Flavia), Apollonia, child of, partner of, grandchild of, Flabia (Flavia), Regilla, child of, partner of, grandchild of,",3,5,Mixed names,
2867,"Janouchova, Petra *",Yes,I Aeg Thrace,295,10295,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5084515 40.8832799),3 Region,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,180,220,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,"heros,",,,,None,,,,No,No,"Kartous, child of Gaios, partner of, grandchild of, Karto[?], child of, partner of, grandchild of,",2,4,Mixed names,
2872,"Janouchova, Petra *",Yes,I Aeg Thrace,298,10298,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5134296 40.8789969),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,180,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,"heros,",,,,None,,,,No,No,"Gaios, Balerios (Valerios, Oualerios), Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, Hedeia, child of Tarsos, partner of, grandchild of,",2,2,Greek and Roman,
2884,"Janouchova, Petra *",Yes,I Aeg Thrace,307,10307,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5111122 40.8755573),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,"Charin, Mnema,Mneme,",,,,,,None,,,,No,No,"Oulpios, Epafrodeitos, child of, partner of, grandchild of,",1,2,Greek and Roman,
2886,"Janouchova, Petra *",Yes,I Aeg Thrace,309,10309,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5129147 40.8775692),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,100,299,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,"Charin, Mneias, Epoiei,",,,,,,None,,,,No,No,,0,0,No Name,
2887,"Janouchova, Petra *",Yes,I Aeg Thrace,310,10310,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5101681 40.8734805),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,Funerary,,6,,,,,,,,None,,,,No,No,"Flabios (Flaouios, Flavios), Alypos, child of, partner of, grandchild of,",1,2,Greek and Roman,
2893,"Janouchova, Petra *",Yes,I Aeg Thrace,313,10313,49:889,Maroneia,Maroneia,Maroneia,3789,POINT(25.5114555 40.8791916),3 Region,"650; M.Sève, Αn.Ép. (1999) [2002] no. 1366. Epitaph of Krateros, late 2nd/early 3rd cent A.D.",Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,tabula ansata,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,Yes,Prose,,Irregular,Private,,Funerary,,3,"Apeleutheros,","Kateskeuasen, Dis Manibus,",,,,,,None,,,,No,No,"Ailios, Elpideforos, child of, partner of, grandchild of, Krateros, child of, partner of, grandchild of,",2,3,Greek and Roman,
2901,"Janouchova, Petra *",Yes,I Aeg Thrace,320,10320,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5113697 40.8786075),3 Region,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Uncertain,,,,3,,,,,,,,None,,,,No,No,,0,0,No Name,
2904,"Janouchova, Petra *",Yes,I Aeg Thrace,323,10323,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5120564 40.8746487),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Crown,,,Yes,100,299,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,"Polis,",,,,,,,None,,,,No,Yes,,0,0,No Name,
2905,"Janouchova, Petra *",Yes,I Aeg Thrace,324,10324,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5140305 40.8796459),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,100,199,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Private,,,,6,,,,,,,,None,,,,No,No,,0,0,No Name,
2968,"Ctibor, Jan *",Yes,IG Bulg 1(2),49,20049,,Varna,Odessos,Odessos,3846,POINT(27.903471 43.2046753),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental|2 Figural,Column,Fight/Hunt/Athletes,,Yes,117,138,Roman,2,,,,,,,,1,,,,,,,No,Prose,Roman style,Irregular,Public,Accounts/Lists,,,6,,,,"hiereus,",,,,None,,,,Yes,No,"Hadrianos, child of, partner of, grandchild of, Hestiaios, child of, partner of, grandchild of, Artem[?], child of, partner of, grandchild of,",3,3,Greek and Roman,
2969,"Ctibor, Jan *",Yes,IG Bulg 1(2),50,20050,,Varna,Odessos,Odessos,3846,POINT(27.9032993 43.2046753),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental|2 Figural,Column|Other > notes,Fight/Hunt/Athletes|Other > notes,"Arc; in upper anaglyphs Apollo and a boy, crown and vase; under inscription anaglyph with wrestling boys",Yes,100,212,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,Roman style,Irregular,Public,Accounts/Lists,,,48,"Efebarchos,",,,"hieron, Dionysus,",,,,None,,,,No,No,"Hefaistion, child of Kleandros, partner of, grandchild of Artemidoros, Artemon, child of Posseis, partner of, grandchild of, Aiantides β´, child of Apollonios, partner of, grandchild of, Parmenon, child of Artemidoros, partner of, grandchild of, Posidippos, child of Apollonios, partner of, grandchild of, Dionysios, child of Antipatros, partner of, grandchild of, Dadas, child of Artemidoros, partner of, grandchild of, Dionysios, child of Moschion, partner of, grandchild of, A[?]doros, child of Hellen, partner of, grandchild of, [?]nios, child of Dionysios, partner of, grandchild of, Unknown, child of [?]os, partner of, grandchild of, Unknown, child of Poseidonios, partner of, grandchild of, Unknown, child of Sosias, partner of, grandchild of, Skythikos, child of Sosias, partner of, grandchild of, Dionysogenes, child of Unknown, partner of, grandchild of, Heragoros, child of St[?], partner of, grandchild of, Apollod[oros/otos], child of Unknown, partner of, grandchild of, Asklep[?], child of Unknown, partner of, grandchild of, Dem[?], child of Unknown, partner of, grandchild of, Unknown, Balerios (Valerios, Oualerios), child of Unknown, partner of, grandchild of, [?]doros, child of Dinis, partner of, grandchild of, Unknown, child of [?]erarios, partner of, grandchild of, Unknown, child of Moschos, partner of, grandchild of, Unknown, child of Teimokrates, partner of, grandchild of,",24,33,Mixed names,
2972,"Ctibor, Jan *",Yes,IG Bulg 1(2),51,20051,,Varna,Odessos,Odessos,3846,POINT(27.902441 43.2049881),2 Vicinity,Formerly kept in the house of the metropolitan,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental|2 Figural,Other > notes,Fight/Hunt/Athletes,"Arc, urn, crown; boy",Yes,100,212,Roman,2|3,,,,,,,,0.5,0.5,,,,,,No,Prose,,Irregular,Public,Accounts/Lists,,,32,"Efebos,","Agathe tyche,",,"hiereus, archiereus,",,,,None,,,,No,No,"Artemidoros, child of Artemidoros, partner of, grandchild of, Filoxenos, child of Filoxenos, partner of, grandchild of, [?]los, child of Poseideios, partner of, grandchild of, Dionysios, child of Themistas, partner of, grandchild of, [Pro/Aris]tagoras, child of Kallisthenes, partner of, grandchild of, Antipatros, child of Apollonios, partner of, grandchild of, [Antip]atr[os?], child of [?]lios, partner of, grandchild of, Hedys, child of Archestratos, partner of, grandchild of, Dionysios, child of Dadas, partner of, grandchild of, Apellas, child of Glaukios, partner of, grandchild of, Hellen, child of Chaireas, partner of, grandchild of, Apatourios, child of Apatourios, partner of, grandchild of, Bassous, child of Epameinon, partner of, grandchild of, Markos, child of Polion, partner of, grandchild of, Unknown, child of Apatourios, partner of, grandchild of, Unknown, child of [?]os, partner of, grandchild of,",16,21,Mixed names,
2989,"Ctibor, Jan *",Yes,IG Bulg 1(2),59,20059,,Varna,Odessos,Odessos,3846,POINT(27.9026127 43.2052384),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,157,157,Roman,2,,,,,,,,1,,,,,,,Yes,Prose,,Irregular,Public,Other > notes,,Dedication of a building (aquaduct),8,"Polis, Presbeutes kai antistrategos,","Agathe tyche,",,"archiereus,",,,"Odessitai,",City,Greek,,,Yes,No,"Titos, Ailios, Hadrianos, Antoneinos, child of, partner of, grandchild of, Titos, Vitrasios (Ouitrasios), Pollio, child of, partner of, grandchild of,",2,2,Roman only,
2993,"Ctibor, Jan *",Yes,IG Bulg 1(2),60,20060,,Varna,Odessos,Odessos,3846,POINT(27.9022694 43.2052384),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,157,157,Roman,2,,,,,,,,1,,,,,,,No,Prose,,Irregular,Public,Other > notes,,Dedication of a building (aquaduct),7,"Polis, Presbeutes kai antistrategos,","Agathe tyche,",,"archiereus,",,,"Odessitai,",City,Greek,,,Yes,No,"Titos, Ailios, Hadrianos, Antoneinos, child of, partner of, grandchild of, Titos, Vitrasios (Ouitrasios), Pollio, child of, partner of, grandchild of,",2,2,Roman only,
