Record ID,Personal name,Gender,Ethnicity,Roman onomastics,LPGN date,Parissaki date,Source check,Author or Creator >
20,"Agathenor","Male","Greek",,,,"LGPN","2"
5655,"Agathenor β","Male","Greek",,,,"LGPN","2"
21,"Agathias","Male","Greek",,,,"LGPN","2"
22,"Agathodoros","Male","Greek",,,,"LGPN","2"
14015,"Agathokleios","Male","Greek",,,,"LGPN","2"
23,"Agathokles","Male","Greek",,,,"Epigraphic corpus","2"
24,"Agathomenes","Male","Greek",,,,"Epigraphic corpus","2"
25,"Agathon","Male","Greek",,,,"Epigraphic corpus","2"
26,"Agathopous","Male","Greek",,,,"Epigraphic corpus","2"
3913,"Aga[?]","Male","Uncertain",,,,,"2"
3957,"Aga[th]emeris","Female","Greek",,,,"LGPN","2"
15178,"Ages","Male","Greek",,,,"LGPN","2"
27,"Agesandros","Male","Greek",,,,"Epigraphic corpus","2"
28,"Agesidamos","Male","Greek",,,,"Epigraphic corpus","2"
29,"Agesila","Female","Greek",,,,"LGPN","2"
8501,"Age[?]","Ambiguous","Uncertain",,,,,"2"
14011,"Agias","Male","Greek",,,,"LGPN","2"
15172,"Aglaidas","Ambiguous","Greek",,,,"LGPN","2"
14276,"Aglaos","Male","Greek",,,,"LGPN","2"
30,"Aglarchos","Male","Greek",,,,"Epigraphic corpus","2"
2431,"Agrippa","Male","Roman",,,,"Epigraphic corpus","2"
32,"Aiantides","Male","Greek",,,,"Epigraphic corpus","2"
2814,"Aias","Male","Greek",,,,"Epigraphic corpus","2"
33,"Aidezyris","Female","Thracian",,,,"Dana Onomasticon 2014","2"
35,"Ailia","Female","Roman",,,,"Epigraphic corpus","2"
9411,"Ailion","Male","Roman",,,,"Epigraphic corpus","2"
2181,"Ailios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
9933,"Ail[ianos]","Male","Roman",,,,"Epigraphic corpus","2"
8903,"Aimilianos","Male","Roman",,,,"Epigraphic corpus","2"
2182,"Aimilios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
14475,"Aineas","Male","Greek",,,,"LGPN","2"
37,"Ainiades","Male","Greek",,,,"Epigraphic corpus","2"
15443,"Aino[s]","Ambiguous","Uncertain",,,,,"2"
38,"Aiolos","Male","Greek",,,,"Epigraphic corpus","2"
16595,"Aischenes","Male","Greek",,,,"LGPN","2"
39,"Aischinas","Male","Greek",,,,"Epigraphic corpus","2"
14445,"Aischra","Female","Greek",,,,"LGPN","2"
40,"Aischrion","Male","Greek",,,,"Epigraphic corpus","2"
41,"Aischron","Male","Greek",,,,"Epigraphic corpus","2"
14314,"Aischylos","Male","Greek",,,,"LGPN","2"
42,"Aisias","Male","Greek",,,,"Epigraphic corpus","2"
43,"Aisopos","Male","Greek",,,,"Epigraphic corpus","2"
44,"Aisymoes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
45,"Aithale","Female","Greek",,,,"Epigraphic corpus","2"
46,"Aithazie","Female","Thracian",,,,"Dana Onomasticon 2014","2"
47,"Akamas","Male","Greek",,,,"Epigraphic corpus","2"
49,"Akesaios","Male","Greek",,,,"Epigraphic corpus","2"
50,"Akestor","Male","Greek",,,,"Epigraphic corpus","2"
4609,"Akest[or]","Male","Greek",,,,"LGPN","2"
52,"Akindynos","Male","Greek",,,,"Epigraphic corpus","2"
14234,"Akka","Female","Uncertain",,,,"LGPN","2"
2855,"Akonia","Female","Greek",,,,"LGPN","2"
53,"Akornion","Male","Greek",,,,"Epigraphic corpus","2"
2723,"Akoutos","Male","Uncertain",,,,"LGPN","2"
2183,"Aktios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
2212,"Akylas","Male","Roman","Cognomen",,,"Epigraphic corpus","2"
16426,"Akyleina","Female","Roman",,,,"Epigraphic corpus","2"
54,"Akynios","Male","Greek",,,,"Epigraphic corpus","2"
3117,"Albinos","Male","Roman",,,,"LGPN","2"
4197,"Alb[anos/einos]","Male","Roman",,,,"LGPN","2"
55,"Alexandra","Female","Greek",,,,"Epigraphic corpus","2"
15366,"Alexandreia","Female","Greek",,,,"LGPN","2"
56,"Alexandros","Male","Greek",,,,"Epigraphic corpus","2"
4575,"Alexandr[os]","Female","Greek",,,,"LGPN","2"
5687,"Alexa[ndros]","Male","Greek",,,,"LGPN","2"
57,"Alexias","Male","Greek",,,,"Epigraphic corpus","2"
58,"Aleximachos","Male","Greek",,,,"Epigraphic corpus","2"
59,"Alfios / Alfeios","Male","Greek",,,,"Epigraphic corpus","2"
60,"Alkandros","Male","Greek",,,,"Epigraphic corpus","2"
3199,"Alkebiades","Male","Greek",,,,"LGPN","2"
15417,"Alkeides","Male","Greek",,,,"LGPN","2"
61,"Alkenis","Male","Greek",,,,"Epigraphic corpus","2"
15683,"Alkes","Female","Greek",,,,"LGPN","2"
62,"Alketes","Male","Greek",,,,"Epigraphic corpus","2"
63,"Alkibiades","Male","Greek",,,,"Epigraphic corpus","2"
64,"Alkidamas","Male","Greek",,,,"Epigraphic corpus","2"
65,"Alkifron","Male","Greek",,,,"Epigraphic corpus","2"
67,"Alkimos","Male","Greek",,,,"Epigraphic corpus","2"
68,"Alkios","Male","Greek",,,,"Epigraphic corpus","2"
9559,"Alkipiades","Male","Greek",,,,"LGPN","2"
69,"Alkippides","Male","Greek",,,,"Epigraphic corpus","2"
16678,"Alkmene","Female","Greek",,,,"LGPN","2"
15846,"Alkmeon","Male","Greek",,,,"LGPN","2"
70,"Alpale","Female","Greek",,,,"Epigraphic corpus","2"
71,"Alpales","Male","Greek",,,,"Epigraphic corpus","2"
72,"Alypos","Male","Greek",,,,"Epigraphic corpus","2"
5691,"Al[exandros]","Male","Greek",,,,"LGPN","2"
73,"Ama","Female","Greek",,,,"Epigraphic corpus","2"
74,"Amaistas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
5444,"Amas","Female","Uncertain",,,,"LGPN","2"
75,"Amasiakis","Female","Thracian",,,,"Dana Onomasticon 2014","2"
76,"Amatokos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
12516,"Ambeibios","Male","Roman","Gentilium",,,,"1792"
12679,"Amfeion","Male","Uncertain",,,,,"2"
14383,"Amfiklea","Female","Greek",,,,"LGPN","2"
15754,"Amfileos","Male","Greek",,,,"LGPN","2"
78,"Amfilochos","Male","Greek",,,,"Epigraphic corpus","2"
79,"Amfion","Male","Greek",,,,"Epigraphic corpus","2"
80,"Amiazenis","Female","Thracian",,,,"Dana Onomasticon 2014","2"
16599,"Ammion","Male","Greek",,,,"LGPN","2"
82,"Ampelorgos","Male","Greek",,,,"Epigraphic corpus","2"
83,"Amymon","Male","Greek",,,,"Epigraphic corpus","2"
84,"Amynandros","Male","Greek",,,,"Epigraphic corpus","2"
4658,"Amyndro[?]","Male","Greek",,,,"LGPN","2"
85,"Amyntor","Male","Greek",,,,"Epigraphic corpus","2"
4545,"Amyn[an]dros","Male","Greek",,,,"LGPN","2"
15718,"Anakreon","Male","Greek",,,,"LGPN","2"
87,"Anastasios","Male","Greek",,,,"Epigraphic corpus","2"
88,"Anaxagoras","Male","Greek",,,,"Epigraphic corpus","2"
89,"Anaxagore","Female","Greek",,,,"Epigraphic corpus","2"
90,"Anaxandros","Male","Greek",,,,"Epigraphic corpus","2"
93,"Anaxidikos","Male","Greek",,,,"Epigraphic corpus","2"
15154,"Anaxila","Female","Greek",,,,"LGPN","2"
94,"Anaximandros","Male","Greek",,,,"Epigraphic corpus","2"
97,"Anaxippos","Male","Greek",,,,"Epigraphic corpus","2"
15034,"Anaxo","Female","Greek",,,,"LGPN","2"
15369,"Andreas","Male","Greek",,,,"LGPN","2"
15799,"Androkles","Male","Greek",,,,"LGPN","2"
98,"Androklos","Male","Greek",,,,"Epigraphic corpus","2"
100,"Andron","Male","Greek",,,,"Epigraphic corpus","2"
101,"Andronikos / Androneikos","Male","Greek",,,,"Epigraphic corpus","2"
102,"Aneiketos","Male","Greek",,,,"Epigraphic corpus","2"
15789,"Angeles","Male","Greek",,,,"LGPN","2"
15360,"Anikas","Male","Greek",,,,"LGPN","2"
15000,"Anikios","Male","Roman",,,,"LGPN","2"
15473,"Anios","Male","Uncertain",,,,,"2"
16302,"Annaia","Female","Uncertain",,,,"LGPN","2"
15147,"Anne","Female","Thracian",,,,"LGPN","2"
4965,"Anneion","Female","Greek",,,,"LGPN","2"
3382,"Anno","Female","Uncertain",,,,"LGPN","2"
4996,"Ano","Female","Greek",,,,"LGPN","2"
104,"Antagoras","Male","Greek",,,,"Epigraphic corpus","2"
105,"Antaios","Male","Greek",,,,"Epigraphic corpus","2"
106,"Antenor","Male","Greek",,,,"Epigraphic corpus","2"
5856,"Anthesterios","Male","Greek",,,,"LGPN","2"
108,"Anthesteris","Female","Greek",,,,"Epigraphic corpus","2"
110,"Anthimos","Male","Greek",,,,"Epigraphic corpus","2"
15218,"Anthis","Female","Greek",,,,"LGPN","2"
15919,"Anthousa","Female","Greek",,,,"LGPN","2"
111,"Anthropion","Male","Greek",,,,"Epigraphic corpus","2"
15759,"Antianax","Male","Greek",,,,"LGPN","2"
112,"Antiandros","Male","Greek",,,,"Epigraphic corpus","2"
113,"Antibios","Male","Greek",,,,"Epigraphic corpus","2"
114,"Antichares","Male","Greek",,,,"Epigraphic corpus","2"
115,"Antifanes","Male","Greek",,,,"Epigraphic corpus","2"
116,"Antifilos","Male","Greek",,,,"Epigraphic corpus","2"
8167,"Antif[?]","Male","Uncertain",,,,,"2"
117,"Antigenes","Male","Greek",,,,"Epigraphic corpus","2"
15498,"Antigona","Female","Greek",,,,"LGPN","2"
118,"Antigonos","Male","Greek",,,,"Epigraphic corpus","2"
16353,"Antigo[?]","Ambiguous","Greek",,,,"LGPN","2"
119,"Antikles","Male","Greek",,,,"Epigraphic corpus","2"
120,"Antikrates","Male","Greek",,,,"Epigraphic corpus","2"
121,"Antimenes","Male","Greek",,,,"Epigraphic corpus","2"
16504,"Antinoos","Male","Greek",,,,"LGPN","2"
15528,"Antino[?]","Ambiguous","Uncertain",,,,,"2"
122,"Antiochos","Male","Greek",,,,"Epigraphic corpus","2"
123,"Antipatrides","Male","Greek",,,,"Epigraphic corpus","2"
124,"Antipatros","Male","Greek",,,,"Epigraphic corpus","2"
2184,"Antistia","Female","Roman","Gentilium",,,"Epigraphic corpus","2"
125,"Antitheos","Male","Greek",,,,"Epigraphic corpus","2"
4338,"Anti[?]","Ambiguous","Uncertain",,,,,"2"
127,"Anton","Male","Greek",,,,"Epigraphic corpus","2"
8928,"Antonianos","Male","Roman",,,,"Epigraphic corpus","2"
2185,"Antonios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
11577,"Antonis","Male","Roman",,,,"Epigraphic corpus","2"
9062,"An[?]","Ambiguous","Uncertain",,,,,"2"
8353,"Aouilios","Male","Roman",,,,"Epigraphic corpus","2"
128,"Apatourios","Male","Greek",,,,"Epigraphic corpus","2"
13068,"Apelinarios","Male","Uncertain",,,,"LGPN","1792"
129,"Apellas","Male","Greek",,,,"Epigraphic corpus","2"
130,"Apelles","Male","Greek",,,,"Epigraphic corpus","2"
131,"Apemon","Male","Greek",,,,"Epigraphic corpus","2"
132,"Apfe","Female","Greek",,,,"Epigraphic corpus","2"
133,"Apfia","Female","Greek",,,,"Epigraphic corpus","2"
6688,"Apfos / Apfous","Male","Roman",,,,"Epigraphic corpus","2"
14465,"Apfoution","Male","Greek",,,,"LGPN","2"
16057,"Aplinaris","Male","Roman",,,,"Epigraphic corpus","2"
2721,"Apoidios","Male","Uncertain",,,,,"2"
2953,"Apolinarios","Male","Roman",,,,"Epigraphic corpus","2"
134,"Apollas","Male","Greek",,,,"Epigraphic corpus","2"
6761,"Apollinarios","Male","Roman",,,,"Epigraphic corpus","2"
135,"Apollodoros","Male","Greek",,,,"Epigraphic corpus","2"
136,"Apollodotos","Male","Greek",,,,"Epigraphic corpus","2"
4320,"Apollodotos 2","Male","Greek",,,,"LGPN","2"
5607,"Apollod[oros/otos]","Male","Greek",,,,"LGPN","2"
137,"Apollofanes","Male","Greek",,,,"Epigraphic corpus","2"
138,"Apollofanion","Male","Greek",,,,"Epigraphic corpus","2"
139,"Apollonia","Female","Greek",,,,"Epigraphic corpus","2"
14485,"Apollonidas","Male","Greek",,,,"LGPN","2"
140,"Apollonides","Male","Greek",,,,"Epigraphic corpus","2"
141,"Apollonios","Male","Greek",,,,"Epigraphic corpus","2"
142,"Apollonis","Male","Greek",,,,"Epigraphic corpus","2"
4387,"Apollon[ios]","Male","Greek",,,,"LGPN","2"
16121,"Apollo[?]","Male","Greek",,,,"LGPN","2"
4661,"Apollo[nios]","Male","Greek",,,,"LGPN","2"
4390,"Apol[?]","Ambiguous","Uncertain",,,,,"2"
143,"Apousios","Male","Greek",,,,"Epigraphic corpus","2"
2330,"Apoustios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
8127,"Apo[?]","Ambiguous","Uncertain",,,,,"2"
15109,"Appai[?]","Ambiguous","Uncertain",,,,,"2"
12629,"Appianos","Male","Roman",,,,"Epigraphic corpus","2"
9954,"Apreilios","Male","Roman",,,,"Epigraphic corpus","2"
5889,"Apre[ilion]","Male","Roman",,,,"Epigraphic corpus","2"
16235,"Apriate","Female","Greek",,,,"LGPN","2"
2186,"Apronia","Female","Roman","Gentilium",,,"Epigraphic corpus","2"
145,"Apsinthios","Male","Greek",,,,"Epigraphic corpus","2"
6042,"Aptekenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16292,"Aptos","Male","Uncertain",,,,"LGPN","2"
148,"Archedemos","Male","Greek",,,,"Epigraphic corpus","2"
15768,"Archegas","Male","Greek",,,,"Epigraphic corpus","2"
149,"Archelaos","Male","Greek",,,,"Epigraphic corpus","2"
15696,"Archemachos","Male","Greek",,,,"Epigraphic corpus","2"
151,"Archenassa","Male","Greek",,,,"Epigraphic corpus","2"
15915,"Archenike","Female","Greek",,,,"Epigraphic corpus","2"
15607,"Archepolie","Female","Greek",,,,"Epigraphic corpus","2"
152,"Archepolis","Male","Greek",,,,"Epigraphic corpus","2"
153,"Archestratos","Male","Greek",,,,"Epigraphic corpus","2"
154,"Archias","Male","Greek",,,,"Epigraphic corpus","2"
155,"Archikles","Male","Greek",,,,"Epigraphic corpus","2"
15679,"Archithemis","Male","Greek",,,,"Epigraphic corpus","2"
158,"Ardoubaris","Male","Thracian",,,,"Dana Onomasticon 2014","2"
159,"Areibalos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
15205,"Areskos","Male","Greek",,,,"LGPN","2"
15011,"Areskousa","Female","Greek",,,,"LGPN","2"
160,"Arete","Female","Greek",,,,"Epigraphic corpus","2"
161,"Arethouse","Female","Greek",,,,"Epigraphic corpus","2"
15598,"Aretos","Male","Greek",,,,"LGPN","2"
16625,"Arg[?]","Ambiguous","Uncertain",,,,,"2"
10301,"Arianos","Male","Uncertain",,,,"LGPN","2"
15184,"Arichos","Male","Greek",,,,"LGPN","2"
164,"Arignotos","Male","Greek",,,,"Epigraphic corpus","2"
165,"Arinnas","Female","Greek",,,,"Epigraphic corpus","2"
16468,"Arissteides","Male","Greek",,,,"LGPN","2"
15664,"Arisstonike","Female","Greek",,,,"LGPN","2"
166,"Aristagoras","Male","Greek",,,,"Epigraphic corpus","2"
16030,"Aristagore","Female","Greek",,,,"LGPN","2"
168,"Aristainetos","Male","Greek",,,,"Epigraphic corpus","2"
169,"Aristarchos","Male","Greek",,,,"Epigraphic corpus","2"
170,"Aristas","Male","Greek",,,,"Epigraphic corpus","2"
171,"Aristeides","Male","Greek",,,,"Epigraphic corpus","2"
172,"Aristenetos","Male","Greek",,,,"Epigraphic corpus","2"
173,"Aristeus","Male","Greek",,,,"Epigraphic corpus","2"
174,"Aristion","Male","Greek",,,,"Epigraphic corpus","2"
15662,"Aristo","Female","Greek",,,,"LGPN","2"
15328,"Aristoboula","Female","Greek",,,,"LGPN","2"
175,"Aristoboulos","Male","Greek",,,,"Epigraphic corpus","2"
15159,"Aristodike","Female","Greek",,,,"LGPN","2"
15467,"Aristofon","Male","Greek",,,,"LGPN","2"
176,"Aristokles","Male","Greek",,,,"Epigraphic corpus","2"
15939,"Aristokrate","Female","Greek",,,,"LGPN","2"
177,"Aristokrates","Male","Greek",,,,"Epigraphic corpus","2"
179,"Aristomachos","Male","Greek",,,,"Epigraphic corpus","2"
16186,"Aristomandros","Male","Greek",,,,"LGPN","2"
180,"Aristomedes","Male","Greek",,,,"Epigraphic corpus","2"
181,"Aristomenes","Male","Greek",,,,"Epigraphic corpus","2"
182,"Ariston","Male","Greek",,,,"Epigraphic corpus","2"
184,"Aristoneikos","Male","Greek",,,,"Epigraphic corpus","2"
3318,"Aristonomos","Male","Greek",,,,"LGPN","2"
187,"Arkesas","Male","Greek",,,,"Epigraphic corpus","2"
188,"Arkesilaos","Female","Greek",,,,"Epigraphic corpus","2"
14369,"Arkesilas","Male","Greek",,,,"LGPN","2"
189,"Arkesile","Female","Greek",,,,"Epigraphic corpus","2"
16689,"Armoulene","Female","Uncertain",,,,,"2"
15944,"Arn[aios]","Ambiguous","Greek",,,,"Epigraphic corpus","2"
14285,"Aromatin","Male","Greek",,,,"LGPN","2"
16438,"Aroto[s?]","Male","Uncertain",,,,,"2"
191,"Arrianos","Male","Greek",,,,"Epigraphic corpus","2"
8931,"Arrias","Male","Uncertain",,,,,"2"
2724,"Arrontios","Male","Uncertain",,,,,"2"
16390,"Artemeis","Female","Greek",,,,"LGPN","2"
195,"Artemidora","Female","Greek",,,,"Epigraphic corpus","2"
196,"Artemidoros","Female","Greek",,,,"Epigraphic corpus","2"
5813,"Artemidoros β","Male","Greek",,,,"LGPN","2"
197,"Artemisia / Artemeisia","Female","Greek",,,,"Epigraphic corpus","2"
15743,"Artemisios","Male","Greek",,,,"LGPN","2"
198,"Artemiste","Female","Greek",,,,"Epigraphic corpus","2"
199,"Artemo","Female","Greek",,,,"Epigraphic corpus","2"
200,"Artemon","Male","Greek",,,,"Epigraphic corpus","2"
5582,"Artem[?]","Male","Greek",,,,"LGPN","2"
201,"Artheon","Male","Greek",,,,"Epigraphic corpus","2"
202,"Artis","Female","Greek",,,,"Epigraphic corpus","2"
11245,"Artorios","Male","Uncertain",,,,,"1792"
203,"Artysile","Female","Greek",,,,"Epigraphic corpus","2"
5707,"Ar[?]","Ambiguous","Uncertain",,,,,"2"
3949,"Ar[chestr]atos","Male","Greek",,,,"LGPN","2"
205,"Asbolis","Male","Greek",,,,"Epigraphic corpus","2"
16367,"Aseilios","Male","Uncertain",,,,"LGPN","2"
8902,"Asellios","Male","Uncertain",,,,"LGPN","2"
208,"Asianos","Male","Greek",,,,"Epigraphic corpus","2"
209,"Asiatikos","Male","Greek",,,,"Epigraphic corpus","2"
9549,"Askanios","Male","Greek",,,,"LGPN","2"
5584,"Askepiodotos","Male","Greek",,,,"LGPN","2"
14992,"Asklapiadas","Male","Greek",,,,"LGPN","2"
211,"Asklas","Male","Greek",,,,"Epigraphic corpus","2"
212,"Asklepiades","Male","Greek",,"|VER=1|TYP=p|TPQ=0100|TAQ=0299|DET=0|CLD=Gregorian|SPF=0|EPF=0",,"Epigraphic corpus","2"
213,"Asklepiodoros","Male","Greek",,,,"Epigraphic corpus","2"
3935,"Asklepiodote","Female","Greek",,,,"LGPN","2"
214,"Asklepiodotos","Male","Greek",,,,"Epigraphic corpus","2"
4019,"Asklepiod[oros/otos]","Male","Greek",,,,"LGPN","2"
9135,"Asklepos ?","Male","Greek",,,,"LGPN","2"
9928,"Asklepo[doros]","Male","Greek",,,,"LGPN","2"
5609,"Asklep[?]","Male","Greek",,,,"LGPN","2"
215,"Asopis","Male","Greek",,,,"Epigraphic corpus","2"
15614,"Aspa","Female","Uncertain",,,,,"2"
6804,"Aspar","Male","Uncertain",,,,"LGPN","2"
217,"Aspasie","Female","Greek",,,,"Epigraphic corpus","2"
4125,"Aspo","Female","Greek",,,,"LGPN","2"
15693,"Assys","Ambiguous","Uncertain",,,,,"2"
8926,"Astikos","Male","Uncertain",,,,"LGPN","2"
2558,"Astos","Male","Greek",,,,"LGPN","2"
16075,"Astragalos","Male","Greek",,,,"LGPN","2"
220,"Astrapeia","Female","Greek",,,,"Epigraphic corpus","2"
15800,"Astyanax","Male","Greek",,,,"LGPN","2"
7411,"Atalante","Female","Greek",,,,"LGPN","2"
221,"Atandrion","Male","Greek",,,,"Epigraphic corpus","2"
2213,"Ateilianos","Male","Roman","Cognomen",,,"Epigraphic corpus","2"
222,"Ateimetos","Male","Greek",,,,"Epigraphic corpus","2"
2838,"Ateria","Female","Uncertain",,,,,"2"
2728,"Ateuristos","Male","Uncertain",,,,,"2"
223,"Athanaion","Male","Greek",,,,"Epigraphic corpus","2"
224,"Athanais","Male","Greek",,,,"Epigraphic corpus","2"
6826,"Athenades","Male","Greek",,,,"LGPN","2"
225,"Athenagoras","Male","Greek",,,,"Epigraphic corpus","2"
226,"Athenaios","Male","Greek",,,,"Epigraphic corpus","2"
2541,"Athenais","Female","Greek",,,,"LGPN","2"
4171,"Athenes","Male","Greek",,,,"LGPN","2"
228,"Athenodoros","Male","Greek",,,,"Epigraphic corpus","2"
5514,"Athenogoras","Male","Greek",,,,"LGPN","2"
229,"Athenokles","Male","Greek",,,,"Epigraphic corpus","2"
15633,"Athe[?]","Ambiguous","Uncertain",,,,,"2"
233,"Athys","Male","Thracian",,,,"Dana Onomasticon 2014","2"
4204,"Ath[?]","Male","Uncertain",,,,,"2"
8706,"Atilios","Male","Roman",,,,"Epigraphic corpus","2"
9709,"Atios","Male","Roman",,,,"Epigraphic corpus","1793"
2187,"Atrios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
234,"Attalos","Male","Greek",,,,"Epigraphic corpus","2"
235,"Attas","Male","Greek",,,,"Epigraphic corpus","2"
236,"Attes","Male","Greek",,,,"Epigraphic corpus","2"
7810,"Attikios","Male","Greek",,,,"LGPN","2"
6724,"Attios","Male","Roman",,,,"Epigraphic corpus","2"
237,"Atton","Male","Greek",,,,"Epigraphic corpus","2"
15204,"Attylene","Female","Thracian",,,,"LGPN","2"
15207,"Attylenos","Male","Roman",,,,"Epigraphic corpus","2"
9242,"Aufidios","Male","Roman",,,,"Epigraphic corpus","2"
3327,"Augusta","Female","Roman",,,,"Epigraphic corpus","2"
240,"Aularkenos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
6930,"Aulenes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
6028,"Auloukenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
241,"Auloukenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
243,"Aulouporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
15499,"Aulousanis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
245,"Aulousoukos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16583,"Aulous[?]","Male","Thracian",,,,"Dana Onomasticon 2014","2"
246,"Auloutralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
6015,"Aulouzanis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
4315,"Aulouzeidos","Male","Thracian",,,,"Epigraphic corpus","2"
7416,"Aulouzenes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
247,"Aulouzenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7197,"Aulou[?]","Male","Thracian",,,,"Dana Onomasticon 2014","2"
15928,"Aulo[?]","Ambiguous","Uncertain",,,,,"2"
4619,"Aulus","Male","Roman","Cognomen",,,"Epigraphic corpus","2"
2188,"Aurelia","Female","Roman","Gentilium",,,"Epigraphic corpus","2"
2189,"Aurelios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
8462,"Aurelis","Male","Roman",,,,"Epigraphic corpus","2"
4783,"Aurelius","Male","Roman",,,,"Epigraphic corpus","2"
4862,"Aureli[a]","Female","Roman",,,,"Epigraphic corpus","2"
4819,"Aure[lios]","Male","Roman",,,,"Epigraphic corpus","2"
13094,"Aur[?]","Ambiguous","Roman",,,,,"1793"
4861,"Aur[elios]","Male","Roman",,,,"Epigraphic corpus","2"
248,"Autokrates","Male","Greek",,,,"Epigraphic corpus","2"
249,"Autolykos","Male","Greek",,,,"Epigraphic corpus","2"
15639,"Autonoos","Male","Greek",,,,"LGPN","2"
250,"Auzakenthos","Male","Thracian",,,,"Epigraphic corpus","2"
5598,"A[?]doros","Male","Greek",,,,"LGPN","2"
5480,"A[?]elon","Male","Uncertain",,,,,"2"
9319,"A[?]maios","Male","Uncertain",,,,,"2"
5538,"A[pollod/rtemid]oros","Male","Greek",,,,"LGPN","2"
5526,"A[rte/pe]mon","Male","Greek",,,,"LGPN","2"
4759,"Bachios","Male","Greek",,,,"LGPN","2"
14455,"Bakchion","Male","Greek",,,,"LGPN","2"
254,"Bakchios","Male","Greek",,,,"Epigraphic corpus","2"
255,"Bakchis","Male","Greek",,,,"Epigraphic corpus","2"
12305,"Bakchon","Male","Greek",,,,"LGPN","1792"
15325,"Bakion","Male","Greek",,,,"LGPN","2"
256,"Bakon","Male","Greek",,,,"Epigraphic corpus","2"
4013,"Baleriane","Female","Roman",,,,"Epigraphic corpus","2"
5115,"Balerianos (Valerianos, Oualerianos)","Male","Roman","Cognomen",,,"Epigraphic corpus","2"
