Record ID,Creator of the record ID ,Creator of the record,Checked,Corpus name,Corpus ID number,Corpus ID numeric,SEG number,Location > ID ,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief decoration,Architectural relief,Figural relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords ID ,Administrative keywords,Formulaic keywords ID ,Formulaic keywords,Honorific keywords ID ,Honorific keywords,Religious keywords ID ,Religious keywords,Epithet > ID ,Epithet >,Collective group names ID ,Collective group names,Geographic names ID ,Geographic names,Imperial titulature,Currency,Person > ID ,Person >,Visual documentation
13026,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,298,80298,,13037,Corlu - Tzurulon - Perinthos-Herakleia,POINT(27.8060532 41.1548764),2 Vicinity,,No,N/A,No,Stone,,,Other,9 Undeterminable,4 N/A,,,,Sarcophagus,No,,,Roman,,,No,Prose,,Irregular,Private,,Funerary,,5,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,13041,"Pompeios, Bales (Ouales, Valens), child of, partner of, grandchild of",,,,,,,
11608,2,"Janouchova, Petra",Yes,IG Bulg 5,5661,75661,47:1059,11605,Dereköy - - Bizye,POINT(27.3670824 41.9319392),3 Region,reused in the church nearby,Yes,Secondary,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,transcription,No,1,284,Roman,1|2|3,,No,Prose,Roman style,Irregular,Private,,Funerary,,4,,1930|1919|1921|1927,"Parodita,Parodeita|Chaire|Charin|Mnema,Mneme",,,,,,No,No,,,,,,,,,
7293,1793,"Kobierska, Marketa",Yes,IG Bulg 2,813,30813,,7149,Devnya - Marcianopolis - Marcianopolis,POINT(27.58555 43.22529),2 Vicinity,,No,N/A,No,Stone,Limestone,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,7,,1919|1930|7974,"Chaire|Parodita,Parodeita|Tymbos",,1884,Moirai,,,,No,No,7301,"Thyateira, child of Menandros, partner of, grandchild of",,,,,,
7294,1793,"Kobierska, Marketa",Yes,IG Bulg 2,814|5347,30814,,7149,Devnya - Marcianopolis - Marcianopolis,POINT(27.58555 43.22529),2 Vicinity,,No,N/A,No,Stone,Other >,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Naiskos|Crown,Funerary portrait,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,18,,1933|1919|1930|8347,"Stele|Chaire|Parodita,Parodeita|Mnemosyne",,,,,,No,No,7304|7306,"Astrapeia, child of, partner of, grandchild of|Beiktorininos, child of, partner of, grandchild of",,,,,,,
7314,1793,"Kobierska, Marketa",Yes,IG Bulg 2,816|5349,30816,,7149,Devnya - Marcianopolis - Marcianopolis,POINT(27.58555 43.22529),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,5 Squeeze,4 N/A,,,,,Yes,,,Roman,,,No,Verse,Roman style,Irregular,Private,,Funerary,gladiator epigram,8,,3441|1921|1930,"Mneias|Charin|Parodita,Parodeita",,1884,Moirai,,,,No,No,7321|7322,"Ioulia, child of, partner of, grandchild of|Smaragdos, child of, partner of, grandchild of",,,,,,
7325,1793,"Kobierska, Marketa",Yes,IG Bulg 2,820,30820,,7149,Devnya - Marcianopolis - Marcianopolis,POINT(27.58555 43.22529),2 Vicinity,,No,N/A,No,Stone,,,Stele,7 Drawing,4 N/A,,,,,Yes,,,,,,No,Prose,,Irregular,Private,,Funerary,,6,,1925|1919|1930,"Keimai|Chaire|Parodita,Parodeita",,,,,,No,No,7331,"Pren[?], child of Demetrios, partner of, grandchild of",,,,,,,
13307,1793,"Kobierska, Marketa",Yes,IG Bulg 5,5355,75355,,7149,Devnya - Marcianopolis - Marcianopolis,POINT(27.5561786 43.2188442),1 Certain,Found in amphitheatre of Marcianopolis,No,Habitation,No,Stone,Limestone,,Stele,4 Almost destroyed,1 Relief,,,,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,Yes,,,,,,,,,
3438,2,"Janouchova, Petra",Yes,I Aeg Thrace,466,10466,,3825,Didymoteichon - Plotinopolis - Plotinopolis,POINT(26.4959335 41.3489794),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental|2 Figural,Architectural moulding,Standing person,gladiator,Yes,200,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,16,,1930|1925,"Parodita,Parodeita|Keimai",,,,2011|3431,Thrakes|Ploteinopolitai,3439,Smyrna / Zmyrna,No,No,4798,"Hyakinthos, child of, partner of, Zmyrnaios, grandchild of",,,,,
14085,2,"Janouchova, Petra",Yes,IK Sestos,58,90058,,13971,Eceabat - Madytos - Madytos,POINT(26.3567162 40.1825456),2 Vicinity,found in Eceabat,No,N/A,No,N/A,,,N/A,9 Undeterminable,4 N/A,,,,,No,1,99,Roman,1,,No,Verse,,Irregular,Private,,Funerary,,14,,1930,"Parodita,Parodeita",,1893,tafos,,,,No,No,14088|14090,"Doxa, child of Satorninos, partner of, grandchild of|Satorninos, child of, partner of Kale, grandchild of",,,,,,
11867,1793,"Kobierska, Marketa",Yes,IG Bulg 5,5180,75180,,11868,Gorna Beshovitsa - - Vicus Trullensium,POINT(23.8172436 43.2098678),3 Region,Inbuilt in an Old Christian tomb,Yes,Secondary,No,Stone,Limestone,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Naiskos|Geometric motive|Architectural moulding,Horse   rider|Group of people|Standing person,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,soldier,9,3177|11580,Stratiotes|Polemos,1927|1921|1933|3446|1919|1930,"Mnema,Mneme|Charin|Stele|Anestesen|Chaire|Parodita,Parodeita",,,,,,No,No,11869|11870,"Aurelios, Maximos, child of Daezeris, partner of Rhodope, grandchild of|Aurelios, Balerianos (Valerianos, Oualerianos), child of, partner of, grandchild of",,,,,,
13045,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,305,80305,,13043,Gümüsyaka (Eski Eregli) - - Perinthos-Herakleia,POINT(28.0450058 41.0469936),2 Vicinity,,No,N/A,No,Stone,,,N/A,9 Undeterminable,4 N/A,,,,,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,4,1846|12367,Polis|Fiskos,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,13058,"Ioulia, Kleopatra, child of, partner of, grandchild of",,,,,,
14493,2,"Janouchova, Petra",Yes,IK Byzantion,102,95102,,14192,Istanbul - Byzantion - Byzantion,POINT(28.9700031 41.0102809),1 Certain,Beyazit,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Private,,Funerary,,3,,1930|1919,"Parodita,Parodeita|Chaire",,,,,,No,No,14494,"Tyrannos, child of Gorgias, partner of, grandchild of",,,,,,,
8346,2,"Janouchova, Petra",Yes,"IG Bulg 3,2",1776 Kabyle 39,51776,,8341,Kabile - Kabyle - Augusta Traiana,POINT(26.4810848 42.5506144),3 Region,"reused in modern village of Kabile, but originally from ancient Kabyle.",Yes,Secondary,No,Stone,Marble,,Architectural feature,5 Squeeze,1 Relief,1 Architectural / Ornamental,Altar|Floral motive,,architrave,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,"Funerary inscription, made by doctor, maybe Greek, talking inscription",8,1837,Iatros,1919|1930|7974|1921|8347,"Chaire|Parodita,Parodeita|Tymbos|Charin|Mnemosyne",,6497|1868,theoi katachthoneioi|bomos,,,,No,No,8349,"Alexandros, child of Dilaes/Dilles, partner of, grandchild of",,,,,
8507,2,"Janouchova, Petra",Yes,"IG Bulg 3,2",1828,51828,,8508,Kamilski Dol - Valche Pole - - Hadrianopolis,POINT(26.0572958 41.5987884),2 Vicinity,place Tri chuky with three mounds,No,Funerary,Yes,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural|1 Architectural / Ornamental,Architectural moulding,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Funerary,,5,,1903|1907|1919|1930,"Agathe tyche|Anetheken|Chaire|Parodita,Parodeita",,,,,,No,No,8509|8510,"Bendis, child of Apollodoros, partner of, grandchild of|Apollodoros, child of Bendis, partner of, grandchild of",,,,,,,
10651,1792,"Ctibor, Jan",Yes,IG Bulg 4,2194,62194,,10625,Konjavo - Spinopara - Pautalia,POINT(22.7828979 42.3239049),2 Vicinity,,No,N/A,No,Stone,Other >,syenite,Architectural feature,9 Undeterminable,4 N/A,,,,Altar,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,???,8,,1930|1919,"Parodita,Parodeita|Chaire",,,,,,No,No,10653,"[?]as, child of Moukazenis, partner of, Stronylenos, grandchild of",,,,,,,
10273,2|1793,"Janouchova, Petra|Kobierska, Marketa",Yes,"IG Bulg 3,1",1320|5496,41320,,10274,Kozarsko - - Philippopolis,POINT(24.4205475 42.0591071),2 Vicinity,place called Manastirski metoh,No,N/A,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar|Floral motive|Architectural moulding,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,8,7876,Kleronomos,1907|1927|1920|1930,"Anetheken|Mnema,Mneme|Chairete|Parodita,Parodeita",,,,,,No,No,10277|10278,"Affe, child of Kokeios, partner of, grandchild of|Hippias, child of Kokeios, partner of, grandchild of",,,,,,
10372,1792,"Ctibor, Jan",Yes,IG Bulg 4,2085,62085,,9659,Kyustendil - Pautalia - Pautalia,POINT(22.6939344 42.2867069),2 Vicinity,,No,N/A,No,Stone,Other >,Syenite,Other,7 Drawing,4 N/A,,,,"Sarcophagus, now lost.",Yes,,,,,,No,Prose,,Irregular,Private,,Funerary,,5,,1919|1930,"Chaire|Parodita,Parodeita",,6497|1880,theoi katachthoneioi|hiereus,,,,No,No,10382|10383,"Filippos, child of Patrikios, partner of, grandchild of|Aurelios, child of Patrikios, partner of, grandchild of",,,,,,
13752,1793,"Kobierska, Marketa",Yes,IG Bulg 5,5780,75780,47:1085,9659,Kyustendil - Pautalia - Pautalia,POINT(22.6933122 42.2874689),1 Certain,,No,N/A,No,Stone,,,Stele,8 Lost,4 N/A,,,,,No,1,284,Roman,1|2|3,,No,Prose,Roman style,Irregular,Private,,Funerary,,8,,1919|1930|1916,"Chaire|Parodita,Parodeita|Epoiesen",,,,,,No,No,13753|13754|4796,"Apollonios, child of Teimotheos, partner of, grandchild of|Teimotheos, child of Teimotheos, partner of, grandchild of|Agathon, child of, partner of, grandchild of",,,,,,,
3358,2,"Janouchova, Petra",Yes,I Aeg Thrace,438,10438,,3816,Loutra - Traianoupolis - Traianoupolis,POINT(26.031332 40.8634525),3 Region,,Yes,Secondary,No,Stone,Other >,poros,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,100,199,Roman,2,,No,Prose,,Irregular,Private,,Funerary,,9,,1919|1930|7974,"Chaire|Parodita,Parodeita|Tymbos",,,,,,No,No,4760|4761,"Diogeneia, child of Bachios, partner of Ioulianos, grandchild of|Ioulianos, child of, partner of Diogeneia, grandchild of",,,,,,,
3359,2,"Janouchova, Petra",Yes,I Aeg Thrace,439,10439,,3816,Loutra - Traianoupolis - Traianoupolis,POINT(26.0309458 40.8624139),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,100,299,Roman,2|3,,No,Prose,,Irregular,Private,,Funerary,,2,,1930,"Parodita,Parodeita",,,,,,No,Yes,,,,,,,,,
11561,2|1793,"Janouchova, Petra|Kobierska, Marketa",Yes,"IG Bulg 3,2",1862|5656,51862,,11554,Malko Tarnovo - - Anchialos,POINT(27.5180912 41.9760187),3 Region,"under the Gradishteto hill, S of the town, later reused in the church Sv. Bogoroditsa",Yes,Secondary,No,Stone,Marble,,Stele,5 Squeeze,4 N/A,,,,,Yes,,,Roman,,,No,Verse,Roman style,Irregular,Private,,Funerary,"Funerary inscription of member of Semele mysteries community, maybe temple servant. ",10,,1930|7974,"Parodita,Parodeita|Tymbos",,4231,Semele,,,,No,No,11564,"Sosibios, child of, partner of, grandchild of",,,,,,
16530,2,"Janouchova, Petra",Yes,Other,SEG 50:667ter,100385,50:667ter,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.95484 40.969332),4 Uncertain,"Framed marble plaque broken at top left and bottom; unknown provenance, now in the collection of the Sadberk Hanim Museum in Istanbul. Ed.pr. M.H.Sayar, art.cit (cf. SEG 50 666bis) 30/31 no. 6 (ph., English translation), who attributes it to Herakleia/Perinthos because of the use of the term ???????. Cf. SEG 50 668.",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,1,199,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,12,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,7572,"Hermione, child of, partner of, grandchild of",,,,,,,
12375,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,91,80091,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9578876 40.9674559),2 Vicinity,,No,N/A,No,Stone,,,Other,9 Undeterminable,4 N/A,,,,Sarcophagus,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,4,,1919|1930|4879,"Chaire|Parodita,Parodeita|Etheke",,,,,,No,No,12377,"Titos, Flabios (Flaouios, Flavios), Sekoundos, child of, partner of, Perinthioi, grandchild of",,,,,,,
12378,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,92,80092,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9574585 40.9659004),2 Vicinity,"""1/2 hour east of Eregli"" ",No,N/A,No,Stone,Marble,,Other,7 Drawing,1 Relief,2 Figural|1 Architectural / Ornamental,Geometric motive|Floral motive,Other > notes,"Sarcophagus; in the relief: girlands, heads of Meduse, Hermes Psychopompos",Yes,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,11,1846,Polis,4879|1919|1930,"Etheke|Chaire|Parodita,Parodeita",,,,,,No,Yes,12391|12392|12393,"Damas, child of Damas, partner of Theodora, grandchild of|Theodora, child of Papias, partner of Damas, grandchild of|Krispos, child of Papias, partner of, grandchild of",,,,,,
12379,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,93,80093,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9542828 40.9715387),1 Certain,Near the NW corner of the city walls,No,N/A,No,Stone,Marble,,Other,1 Intact,4 N/A,,,,,No,1,200,Roman,1|2,,No,Prose,Roman style,Irregular,Private,,Funerary,,8,,4879|1919|1930,"Etheke|Chaire|Parodita,Parodeita",,,,,,No,No,12395|12396,"Chrestos, child of Agathodoros, partner of Kosmia, grandchild of|Kosmia, child of Apollonios, partner of Chrestos, grandchild of",,,,,,,
12380,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,94,80094,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9549694 40.9711499),1 Certain,Near the NW corner of the city walls,No,N/A,No,Stone,Marble,,Other,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Floral motive,,Sarcophagus,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,11,,4879|1919|1930,"Etheke|Chaire|Parodita,Parodeita",,,,,,No,No,12398|12399,"Chrestos, child of Agathodoros, partner of Moschis, grandchild of|Moschis, child of Alexandros, partner of Chrestos, grandchild of",,,,,,,
12382,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,96,80096,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9596043 40.9677799),1 Certain,Found in the city park,No,N/A,No,Stone,Marble,,Other,1 Intact,4 N/A,,,,Sarcophagus,No,1,200,Roman,1|2,,No,Prose,Roman style,Irregular,Private,,Funerary,,7,,4879|1919|1930,"Etheke|Chaire|Parodita,Parodeita",,,,,,No,No,12406|12407,"Gaios, Naimonios, Elpideforos, child of, partner of Tertia, grandchild of|Tertia, child of Gauros, partner of Elpideforos, grandchild of",,,,,,,
12384,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,98,80098,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9525661 40.9725108),1 Certain,cca 200m NW of city walls,No,N/A,No,Stone,Marble,,Other,1 Intact,1 Relief,1 Architectural / Ornamental,Floral motive,,Sarcophagus,No,1,200,Roman,1|2,,No,Prose,Roman style,Irregular,Private,,Funerary,,5,,4879|1919|1930,"Etheke|Chaire|Parodita,Parodeita",,,,,,No,No,12413|12414,"Trophimos, child of Maxima, partner of, grandchild of Tyrannis|Tyrannis, child of, partner of, grandchild of",,,,,,,
12385,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,99,80099,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9589176 40.9677151),2 Vicinity,,No,N/A,No,Stone,Marble,,Other,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Floral motive,,Sarcophagus,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,6,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,12417,"Bolosia, Drosis, child of, partner of Unknown, grandchild of",,,,,,,
12386,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,100,80100,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9548836 40.9752973),1 Certain,"500m N of the city walls, found during the construction of the new post office",No,N/A,No,Stone,Marble,,Other,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Floral motive,,Sarcophagus,No,100,200,Roman,2,,No,Prose,Roman style,Irregular,Private,,Funerary,,10,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,12419|12420|12422,"Markellos, child of Markos, partner of Afrodeite, grandchild of|Afrodeite, child of Apollonios, partner of Markellos, grandchild of|Roufeina, child of Prokla, partner of, grandchild of",,,,,,,
12447,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,112,80112,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9584885 40.9675855),2 Vicinity,,No,N/A,No,Stone,,,Other,9 Undeterminable,4 N/A,,,,Sarcophagus,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,4,,1919|1930|4879|3441|1921,"Chaire|Parodita,Parodeita|Etheke|Mneias|Charin",,,,,,No,No,12466,"Ioubenios/Iouvenios, Hermes, child of, partner of, grandchild of",,,,,,,
12452,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,117,80117,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9584885 40.9675855),2 Vicinity,,No,N/A,No,Stone,Marble,,Other,9 Undeterminable,4 N/A,,,,Fragment of a sarcophagus,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,3,12367,Fiskos,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,Yes,,,,,,,,
12453,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,118,80118,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9584885 40.9675855),2 Vicinity,,No,N/A,No,Stone,Marble,,Other,8 Lost,4 N/A,,,,Fragment of a sarcophagus,No,,,Roman,,,No,Prose,,Irregular,Private,,Funerary,,4,1846,Polis,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,,,,,,,,
12471,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,122,80122,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9588318 40.9676503),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,9 Undeterminable,4 N/A,,,,Funereal altar,Yes,1,200,Roman,1|2,,No,Prose,Roman style,Irregular,Private,,Funerary,,6,,4879|3441|1921|1919|1930,"Etheke|Mneias|Charin|Chaire|Parodita,Parodeita",,,,,,No,No,12479|12481,"Asklepiades, child of Gauros, partner of Epiktesis, grandchild of|Epiktesis, child of Asklepion, partner of Asklepiades, grandchild of",,,,,,,
12472,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,123,80123,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9585743 40.9819067),1 Certain,found in the northen necropolis,No,N/A,No,Stone,Marble,,Architectural feature,9 Undeterminable,1 Relief,1 Architectural / Ornamental,,,Funeral altar,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,7,1827|1846,Fyle|Polis,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,Yes,12483|12484,"Chrestos, child of Chrestos, partner of Herakleia, grandchild of|Herakleia, child of, partner of Chrestos, grandchild of",,,,,,
