Record ID,Personal name,Gender,Ethnicity,Roman onomastics,LPGN date,Parissaki date,Source check,Author or Creator >
399,"Demosthenes","Male","Greek",,,,"Epigraphic corpus","2"
13868,"Demosthines","Male","Greek",,,,"LGPN","1793"
400,"Demostratos","Male","Greek",,,,"Epigraphic corpus","2"
401,"Demouchos","Male","Greek",,,,"Epigraphic corpus","2"
402,"Demylos","Male","Greek",,,,"Epigraphic corpus","2"
5611,"Dem[?]","Male","Greek",,,,"LGPN","2"
403,"Denthaibaris / Denthebaris","Ambiguous","Thracian",,,,"Dana Onomasticon 2014","2"
16445,"Dentoupoudena","Female","Thracian",,,,"Dana Onomasticon 2014","2"
404,"Dentouskaila","Female","Thracian",,,,"Dana Onomasticon 2014","2"
405,"Dentousykos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
8712,"Dentysykos","Female","Thracian",,,,"Dana Onomasticon 2014","2"
407,"Deospouris","Male","Thracian",,,,"Dana Onomasticon 2014","2"
408,"Depanetes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
13230,"Dernaes","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
409,"Dernaios","Male","Thracian",,,,"Dana Onomasticon 2014","2"
410,"Dernoteles","Male","Uncertain",,,,"Epigraphic corpus","2"
411,"Derzalas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
414,"Desakenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
9161,"Deskter","Ambiguous","Uncertain",,,,,"2"
15991,"Despine","Female","Greek",,,,"LGPN","2"
6369,"Deu[?]","Male","Uncertain",,,,,"1793"
14213,"Dexikrates","Male","Greek",,,,"LGPN","1792"
15114,"Dexios","Male","Greek",,,,"LGPN","2"
6739,"Dexter","Male","Roman",,,,"Epigraphic corpus","1793"
416,"Dezalas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
417,"Dezas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
4715,"De[?]","Ambiguous","Uncertain",,,,,"2"
6207,"De[?]tes","Male","Uncertain",,,,,"2"
6355,"Di.","Male","Uncertain",,,,,"1793"
14491,"Diafanes","Male","Greek",,,,"LGPN","2"
419,"Diarzios","Male","Thracian",,,,"Dana Onomasticon 2014","2"
420,"Dias","Male","Greek",,,,"Epigraphic corpus","2"
421,"Diasenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7879,"Diaskenthes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
422,"Diaskenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
423,"Diaskouporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
424,"Diatralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
425,"Diazenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7202,"Dia[?]","Ambiguous","Uncertain",,,,,"2"
426,"Dibeithys","Male","Thracian",,,,"Dana Onomasticon 2014","2"
427,"Didios","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16610,"Didymios","Male","Greek",,,,"LGPN","2"
429,"Didymos","Male","Greek",,,,"Epigraphic corpus","2"
11411,"Didyos","Male","Uncertain",,,,,"1792"
430,"Dieios","Male","Greek",,,,"Epigraphic corpus","2"
431,"Diernes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
13014,"Dies","Male","Greek",,,,"LGPN","1792"
432,"Difilides","Male","Greek",,,,"Epigraphic corpus","2"
433,"Difilos","Male","Greek",,,,"Epigraphic corpus","2"
434,"Dikaiogenes","Male","Greek",,,,"Epigraphic corpus","2"
435,"Dikaios","Male","Greek",,,,"Epigraphic corpus","2"
436,"Dikebalis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
6635,"Dikebalos","Male","Uncertain",,,,,"1793"
437,"Dikedos / Dikenais","Male","Thracian",,,,"Dana Onomasticon 2014","2"
438,"Dilaes/Dilles","Male","Thracian",,,,"Dana Onomasticon 2014","2"
15495,"Diliporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7167,"Dili[?]","Ambiguous","Uncertain",,,,,"1793"
9815,"Dilzes","Male","Uncertain",,,,"LGPN","1792"
6880,"Dimes","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
440,"Dinedinis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
13139,"Dineikenthos","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
441,"Dineilas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
442,"Dinias","Male","Greek",,,,"Epigraphic corpus","2"
443,"Dinikenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
2454,"Dinis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
446,"Dinizetes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
13135,"Dini[?]","Male","Uncertain",,,,,"1793"
11630,"Dinta","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
15243,"Dinysis","Male","Greek",,,,"LGPN","2"
448,"Dio","Female","Greek",,,,"Epigraphic corpus","2"
14968,"Diodora","Female","Greek",,,,"LGPN","1792"
449,"Diodoros","Male","Greek",,,,"Epigraphic corpus","2"
14960,"Diodota","Female","Greek",,,,"LGPN","1792"
450,"Diodotos","Male","Greek",,,,"Epigraphic corpus","2"
451,"Diofanes","Male","Greek",,,,"Epigraphic corpus","2"
452,"Diofantos","Male","Greek",,,,"Epigraphic corpus","2"
454,"Diogeiton","Male","Greek",,,,"Epigraphic corpus","2"
455,"Diogeneia","Female","Greek",,,,"Epigraphic corpus","2"
456,"Diogenes","Male","Greek",,,,"Epigraphic corpus","2"
4707,"Diogenia","Female","Greek",,,,"LGPN","2"
457,"Diogenianos","Male","Greek",,,,"Epigraphic corpus","2"
12835,"Dioges","Male","Greek",,,,"LGPN","1792"
4592,"Dioge[nes]","Male","Greek",,,,"LGPN","2"
459,"Diokles","Male","Greek",,,,"Epigraphic corpus","2"
3072,"Diokletianos","Male","Roman",,,,"Epigraphic corpus","2"
4678,"Diokl[etianos]","Male","Roman",,,,"Epigraphic corpus","2"
460,"Diomandros","Male","Greek",,,,"Epigraphic corpus","2"
13070,"Diombrion","Male","Greek",,,,"LGPN","1792"
461,"Diomedes","Male","Greek",,,,"Epigraphic corpus","2"
462,"Dion","Male","Greek",,,,"Epigraphic corpus","2"
463,"Dionys","Male","Greek",,,,"Epigraphic corpus","2"
464,"Dionysas","Male","Greek",,,,"Epigraphic corpus","2"
465,"Dionysia","Female","Greek",,,,"Epigraphic corpus","2"
16360,"Dionysianos","Male","Greek",,,,"LGPN","2"
466,"Dionysides","Male","Greek",,,,"Epigraphic corpus","2"
467,"Dionysigenes","Male","Greek",,,,"Epigraphic corpus","2"
2287,"Dionysios","Male","Greek",,,,"LGPN","2"
6986,"Dionysis","Male","Greek",,,,"LGPN","1793"
469,"Dionysodoros","Male","Greek",,,,"Epigraphic corpus","2"
470,"Dionysofanes","Male","Greek",,,,"Epigraphic corpus","2"
4137,"Dionysofa[nes]","Male","Greek",,,,"LGPN","2"
3375,"Dionysogenes","Male","Greek",,,,"LGPN","2"
471,"Dionysomandros","Male","Greek",,,,"Epigraphic corpus","2"
5323,"Dionysos","Male","Greek",,,,"LGPN","1792"
472,"Dionysothemis","Female","Greek",,,,"Epigraphic corpus","2"
5916,"Dionys[?]","Ambiguous","Greek",,,,"LGPN","2"
4274,"Dionys[ios]","Male","Greek",,,,"LGPN","2"
4272,"Diony[sif]anes","Male","Greek",,,,"LGPN","2"
4525,"Diony[sios]","Male","Greek",,,,"LGPN","2"
4028,"Dion[?]","Ambiguous","Uncertain",,,,,"2"
8813,"Dioskoride","Female","Greek",,,,"LGPN","1792"
4112,"Dioskorides","Male","Greek",,,,"LGPN","2"
473,"Dioskourides","Male","Greek",,,,"Epigraphic corpus","2"
474,"Dioskouridios","Male","Greek",,,,"Epigraphic corpus","2"
4131,"Dioskour[ides]","Male","Greek",,,,"LGPN","2"
4551,"Diosk[ourides]","Male","Greek",,,,"LGPN","2"
7844,"Diosporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
10745,"Diostralis","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
476,"Diotimos","Male","Greek",,,,"Epigraphic corpus","2"
9495,"Diotrefes","Male","Greek",,"|VER=1|TYP=p|TPQ=-0399|TAQ=-0300|DET=0|CLD=Gregorian|SPF=0|EPF=0",,"LGPN","2"
10018,"Diouges","Male","Uncertain",,,,,"1793"
477,"Dioukeilas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
4529,"Dioukilas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
478,"Diouporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
13131,"Diourpos","Male","Uncertain",,,,"LGPN","1793"
479,"Diouzes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
4004,"Diouzies","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7108,"Diou[?]","Ambiguous","Uncertain",,,,,"2"
4336,"Dio[?]","Ambiguous","Uncertain",,,,,"2"
4540,"Dio[nysi]os","Male","Greek",,,,"LGPN","2"
9355,"Diporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
480,"Disatralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16397,"Diseiso","Female","Thracian",,,,"Dana Onomasticon 2014","2"
483,"Diskous","Male","Greek",,,,"LGPN","2"
484,"Disyros","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7427,"Divis","Ambiguous","Uncertain",,,,,"1793"
486,"Dizakenthes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
487,"Dizalas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
488,"Dizaporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
485,"Dizas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
489,"Dizatralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
491,"Dizazenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
10791,"Diza[?]","Male","Thracian",,,,"Dana Onomasticon 2014","1792"
492,"Dizdon","Male","Thracian",,,,"Dana Onomasticon 2014","2"
493,"Dizouzes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16559,"Dizzas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
8965,"Di[?]","Ambiguous","Uncertain",,,,,"1793"
7870,"Di[?]zales","Male","Thracian",,,,"Dana Onomasticon 2014","2"
8170,"Di[n?]","Ambiguous","Uncertain",,,,,"2"
4542,"Di[og]enes","Male","Greek",,,,"LGPN","2"
4433,"Di[o]nysios","Male","Greek",,,,"LGPN","2"
494,"Doidalses","Male","Thracian",,,,"Dana Onomasticon 2014","2"
495,"Dokime","Female","Greek",,,,"Epigraphic corpus","2"
16106,"Doledirm[?]","Ambiguous","Thracian",,,,"Dana Onomasticon 2014","2"
7773,"Doleos Pantas","Male","Uncertain",,,,,"2"
8627,"Doleporis","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
497,"Doles","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7860,"Doletralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
13360,"Dolichais","Male","Uncertain",,,,,"1793"
12862,"Dometiane","Female","Roman",,,,"Epigraphic corpus","1792"
2962,"Dometianos","Male","Roman",,,,"Epigraphic corpus","2"
7039,"Dometis","Male","Uncertain",,,,"LGPN","2"
13074,"Domitia","Female","Roman",,,,"Epigraphic corpus","1792"
3420,"Domitianos","Male","Roman",,,,"Epigraphic corpus","2"
6867,"Domitios","Male","Roman",,,,"Epigraphic corpus","1793"
2998,"Domna","Female","Roman",,,,"Epigraphic corpus","2"
3760,"Domneinos","Male","Roman",,,,"Epigraphic corpus","2"
4956,"Domneios","Male","Roman",,,,"Epigraphic corpus","2"
12766,"Domnos","Male","Roman",,,,"Epigraphic corpus","1792"
12529,"Donata","Female","Roman","Gentilium",,,"Epigraphic corpus","1792"
3400,"Donatos","Male","Uncertain",,,,"LGPN","1793"
12859,"Doras","Male","Greek",,,,"LGPN","1792"
15140,"Dorema","Female","Greek",,,,"LGPN","2"
499,"Dorion","Male","Greek",,,,"Epigraphic corpus","2"
9516,"Doris","Female","Greek",,,,"LGPN","1793"
6524,"Doros (?)","Male","Greek",,,,"LGPN","2"
501,"Dorothea","Female","Greek",,,,"Epigraphic corpus","2"
12330,"Dorotheos","Male","Greek",,,,"LGPN","1792"
502,"Doroutelmis","Female","Thracian",,,,"Dana Onomasticon 2014","2"
503,"Dorpanas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
504,"Dorsas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
506,"Dorzas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16619,"Dorzeises","Male","Thracian",,,,"Dana Onomasticon 2014","2"
507,"Dorzenthes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
2466,"Dorzinthes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
2463,"Dorzinthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
508,"Dorzizenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
509,"Dositralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
510,"Doudes/Doules","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7517,"Doudos","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
511,"Dourazeris","Male","Thracian",,,,"Dana Onomasticon 2014","2"
5904,"Dourostoros","Male","Thracian",,,,"Dana Onomasticon 2014","2"
512,"Douspieris","Male","Thracian",,,,"Dana Onomasticon 2014","2"
513,"Doutoube","Female","Thracian",,,,"Dana Onomasticon 2014","2"
7867,"Douto[?]","Ambiguous","Uncertain",,,,,"2"
14086,"Doxa","Female","Greek",,,,"LGPN","2"
7007,"Do[?]","Ambiguous","Uncertain",,,,,"1793"
13760,"Drakolas","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
6891,"Drakon","Male","Greek",,,,"LGPN","1793"
515,"Draukenthie","Female","Thracian",,,,"Dana Onomasticon 2014","2"
516,"Dreibalos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
6945,"Drei[nouzerias]?","Female","Thracian",,,,"Dana Onomasticon 2014","1793"
517,"Drenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
519,"Dringeistas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7847,"Dringistas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
520,"Drizenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
521,"Drodeges","Male","Thracian",,,,"Dana Onomasticon 2014","2"
522,"Droles","Male","Thracian",,,,"Dana Onomasticon 2014","2"
12416,"Drosis","Female","Roman",,,,"Epigraphic corpus","1792"
523,"Droson","Male","Greek",,,,"Epigraphic corpus","2"
9185,"Drousos","Male","Uncertain",,,,,"2"
524,"Dydes","Male","Thracian",,,,"Dana Onomasticon 2014","2"
10647,"Dydi(o)s","Male","Thracian",,,,"Dana Onomasticon 2014","1792"
525,"Dylazenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
15305,"Dynamis","Female","Greek",,,,"LGPN","2"
526,"Dynas","Male","Greek",,,,"Epigraphic corpus","2"
527,"Dyntas","Male","Thracian",,,,"Epigraphic corpus","2"
16620,"Dyraios","Male","Uncertain",,,,"LGPN","2"
13213,"Dyrazeis","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
530,"Dytenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
531,"Dytouporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
532,"Dytoutralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
533,"Dyzatralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
10080,"D[?]","Ambiguous","Uncertain",,,,,"2"
7895,"D[?]ezreizenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
535,"Ebrenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
3238,"Ebryzenis","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
2543,"Echedemos","Male","Greek",,,,"LGPN","2"
537,"Echekrates","Male","Greek",,,,"Epigraphic corpus","2"
538,"Echepolis","Male","Greek",,,,"Epigraphic corpus","2"
11779,"Echestratos","Male","Greek",,,,"LGPN","1793"
14458,"Egnatios","Male","Greek",,,,"LGPN","2"
15278,"Eia","Female","Greek",,,,"LGPN","2"
15174,"Eiason","Male","Greek",,,,"Epigraphic corpus","2"
10052,"Eidianos","Male","Uncertain",,,,"LGPN","2"
16415,"Eierion","Male","Uncertain",,,,,"2"
539,"Eifis","Female","Greek",,,,"LGPN","2"
9055,"Eikadas","Male","Uncertain",,,,"LGPN","2"
4533,"Eikaisia","Female","Roman",,,,"Epigraphic corpus","2"
4638,"Eioanes","Male","Uncertain",,,,,"2"
14428,"Eionia","Female","Greek",,,,"Epigraphic corpus","2"
12613,"Eioubeinos (Iovinus)","Male","Roman",,,,"Epigraphic corpus","1792"
11192,"Eioulianos","Male","Roman",,,,"Epigraphic corpus","1793"
10912,"Eioulios (Ioulios?)","Male","Uncertain",,,,,"1792"
15091,"Eiranichos","Male","Greek",,,,"LGPN","2"
540,"Eirenaios","Male","Greek",,,,"Epigraphic corpus","2"
542,"Eisasemes","Male","Uncertain",,,,"Epigraphic corpus","2"
543,"Eisatralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
14536,"Eisidoros","Male","Greek",,,,"LGPN","2"
14258,"Eisidotos","Male","Greek",,,,"LGPN","2"
2457,"Eision","Male","Uncertain",,,,,"2"
4332,"Eis[?]","Ambiguous","Uncertain",,,,,"2"
545,"Eithia","Female","Thracian",,,,"Dana Onomasticon 2014","2"
546,"Eithialas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
547,"Eithis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
548,"Eitiosaros","Male","Thracian",,,,"Epigraphic corpus","2"
549,"Eitizenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
550,"Ekfantos","Male","Greek",,,,"Epigraphic corpus","2"
2965,"Eleis","Female","Greek",,,,"Epigraphic corpus","2"
15171,"Elenchos","Male","Greek",,,,"LGPN","2"
551,"Eleosinios","Male","Greek",,,,"Epigraphic corpus","2"
8782,"Eleosini[os/e]","Male","Greek",,,,"LGPN","1792"
15703,"Eleosis","Female","Greek",,,,"Epigraphic corpus","2"
3164,"Eleuseinios","Male","Greek",,,,"LGPN","2"
553,"Eleusis","Female","Greek",,,,"Epigraphic corpus","2"
554,"Eleutheros","Male","Greek",,,,"Epigraphic corpus","2"
8202,"Elosos(?)","Male","Uncertain",,,,,"2"
556,"Elpideforos","Male","Greek",,,,"Epigraphic corpus","2"
15525,"Elpidia","Female","Greek",,,,"LGPN","2"
2892,"Elpineike","Female","Greek",,,,"LGPN","2"
558,"Elpis","Female","Greek",,,,"Epigraphic corpus","2"
7934,"El[?]","Ambiguous","Uncertain",,,,,"1793"
5509,"Eme","Female","Uncertain",,,,"LGPN","2"
6922,"Emeritos","Male","Roman",,,,"Epigraphic corpus","2"
15631,"Eoagores","Male","Greek",,,,"Epigraphic corpus","2"
560,"Eokleides","Male","Greek",,,,"Epigraphic corpus","2"
15665,"Eokydes","Male","Uncertain",,,,,"2"
15978,"Eonymos","Male","Greek",,,,"Epigraphic corpus","2"
4580,"Epafrodeitos","Male","Greek",,,,"LGPN","2"
561,"Epafroditos","Male","Greek",,,,"Epigraphic corpus","2"
562,"Epagathos","Male","Greek",,,,"Epigraphic corpus","2"
563,"Epalkes","Male","Greek",,,,"Epigraphic corpus","2"
564,"Epameinon","Male","Greek",,,,"Epigraphic corpus","2"
5153,"Epaminon","Male","Greek",,,,"LGPN","2"
14946,"Epicharmos","Male","Greek",,,,"LGPN","1792"
14067,"Epifanes","Male","Greek",,,,"LGPN","2"
565,"Epigenes","Male","Greek",,,,"Epigraphic corpus","2"
566,"Epigonos","Male","Greek",,,,"Epigraphic corpus","2"
567,"Epikouros","Male","Greek",,,,"Epigraphic corpus","2"
14230,"Epikrate","Female","Greek",,,,"LGPN","2"
568,"Epikrates","Male","Greek",,,,"Epigraphic corpus","2"
569,"Epiktesis","Female","Greek",,,,"Epigraphic corpus","2"
570,"Epiktetos","Male","Greek",,,,"Epigraphic corpus","2"
8838,"Epik[?]","Ambiguous","Uncertain",,,,,"1792"
571,"Epimenes","Male","Greek",,,,"Epigraphic corpus","2"
4585,"Epineikos","Male","Greek",,,,"LGPN","2"
572,"Epinikos","Male","Greek",,,,"Epigraphic corpus","2"
574,"Epipolis","Male","Greek",,,,"Epigraphic corpus","2"
10852,"Epiptas","Male","Thracian",,,,"Epigraphic corpus","1793"
575,"Episas","Male","Greek",,,,"Epigraphic corpus","2"
576,"Epithymetos","Male","Greek",,,,"Epigraphic corpus","2"
2453,"Epitropos","Male","Greek",,,,"LGPN","2"
577,"Epitynchanon","Male","Greek",,,,"Epigraphic corpus","2"
12487,"Epitynchanos","Male","Greek",,,,"LGPN","1792"
9865,"Epk[?]","Male","Uncertain",,,,,"1792"
15622,"Epoikos","Male","Greek",,,,"LGPN","2"
12334,"Eprias","Male","Uncertain",,,,,"1792"
578,"Eptaikenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7755,"Eptaikethos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
6928,"Eptaitralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
8232,"Eptakenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
579,"Eptalos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
580,"Eptaporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
9258,"Eptapys","Ambiguous","Thracian",,,,"Dana Onomasticon 2014","2"
581,"Eptatralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
10795,"Epteikenthos","Male","Thracian",,,,"Dana Onomasticon 2014","1792"
10307,"Epteizenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
8222,"Eptekenthos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
10325,"Eptelos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
583,"Eptemeneka","Female","Thracian",,,,"Dana Onomasticon 2014","2"
7731,"Eptenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7744,"Epteporis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
584,"Eptepouos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
9332,"Eptepyris","Ambiguous","Thracian",,,,"Dana Onomasticon 2014","2"
585,"Eptesychis","Female","Thracian",,,,"Dana Onomasticon 2014","2"
586,"Eptesykos","Ambiguous","Thracian",,,,"Dana Onomasticon 2014","2"
7188,"Eptetralis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
7012,"Eptetr[alis?]","Male","Thracian",,,,"Dana Onomasticon 2014","1793"
7191,"Epte[?]","Male","Thracian",,,,"Dana Onomasticon 2014","2"
16321,"Epynike","Female","Greek",,,,"LGPN","2"
11839,"Eragores","Male","Greek",,,,"LGPN","1793"
12501,"Eraseinos","Male","Uncertain",,,,,"1792"
11567,"Eraste","Female","Greek",,,,"LGPN","2"
591,"Erastos","Male","Greek",,,,"Epigraphic corpus","2"
5887,"Erato","Female","Greek",,,,"LGPN","2"
592,"Eraton","Male","Greek",,,,"Epigraphic corpus","2"
4577,"Eresi[?]","Ambiguous","Uncertain",,,,,"2"
8358,"Erginos","Male","Greek",,,,"LGPN","2"
9275,"Erimere[?]s","Male","Thracian",,,,"Epigraphic corpus","2"
4645,"Erine (Irini)","Female","Greek",,,,"LGPN","2"
14205,"Eriskopos","Male","Greek",,,,"LGPN","1792"
11823,"Ermippos","Male","Greek",,,,"LGPN","1793"
10872,"Eros","Male","Greek",,,,"LGPN","1793"
16123,"Erpyllos","Male","Uncertain",,,,,"2"
595,"Erymenidas","Male","Greek",,,,"Epigraphic corpus","2"
596,"Erythe","Female","Greek",,,,"Epigraphic corpus","2"
4640,"Esakios","Ambiguous","Uncertain",,,,,"2"
597,"Esbenis","Male","Thracian",,,,"Dana Onomasticon 2014","2"
598,"Eskados","Male","Uncertain",,,,"Epigraphic corpus","2"
15963,"Estaios","Male","Greek",,,,"LGPN","2"
600,"Eteokles","Male","Greek",,,,"Epigraphic corpus","2"
9220,"Etrouskilla","Female","Roman",,,,"Epigraphic corpus","2"
603,"Euagrios","Male","Greek",,,,"Epigraphic corpus","2"
14202,"Euaion","Male","Greek",,,,"LGPN","1792"
604,"Euandros","Male","Greek",,,,"Epigraphic corpus","2"
605,"Euangelos","Male","Greek",,,,"Epigraphic corpus","2"
606,"Euaristos","Male","Greek",,,,"Epigraphic corpus","2"
11037,"Euas","Male","Uncertain",,,,"LGPN","1793"
607,"Eubios","Male","Greek",,,,"Epigraphic corpus","2"
16622,"Euboidios","Male","Uncertain",,,,,"2"
608,"Euboula","Female","Greek",,,,"Epigraphic corpus","2"
4128,"Euboule","Female","Greek",,,,"LGPN","2"
609,"Euboulides","Male","Greek",,,,"Epigraphic corpus","2"
14060,"Euboulos","Male","Greek",,,,"LGPN","2"
610,"Eucharia","Female","Greek",,,,"Epigraphic corpus","2"
611,"Eudaimon","Male","Greek",,,,"Epigraphic corpus","2"
12187,"Eudamos","Male","Greek",,,,"LGPN","1792"
15391,"Eudas","Male","Greek",,,,"LGPN","2"
13967,"Eudemos","Male","Greek",,,,"LGPN","2"
12120,"Eudion","Male","Greek",,,,"LGPN","1792"
4765,"Eudoxi[?]","Ambiguous","Greek",,,,"LGPN","2"
612,"Eudoxos","Male","Greek",,,,"Epigraphic corpus","2"
613,"Euelpistos","Male","Greek",,,,"Epigraphic corpus","2"
614,"Euethes","Male","Greek",,,,"Epigraphic corpus","2"
12160,"Euethios","Male","Greek",,,,"LGPN","1792"
615,"Eufamidas","Male","Greek",,,,"Epigraphic corpus","2"
15974,"Eufamos","Male","Greek",,,,"LGPN","2"
616,"Eufanes","Male","Greek",,,,"Epigraphic corpus","2"
618,"Eufemia","Female","Greek",,,,"Epigraphic corpus","2"
619,"Eufemos","Male","Greek",,,,"Epigraphic corpus","2"
15060,"Eufiletos","Male","Greek",,,,"LGPN","2"
10698,"Eufrates","Male","Greek",,,,"LGPN","1793"
14507,"Eufronios","Male","Greek",,,,"LGPN","2"
12762,"Eufrosoinos","Male","Greek",,,,"LGPN","1792"
620,"Eufrosyne","Female","Greek",,,,"Epigraphic corpus","2"
14216,"Eufrosynos","Male","Greek",,,,"LGPN","1792"
621,"Eugamos","Male","Greek",,,,"Epigraphic corpus","2"
13972,"Eugenetor","Male","Greek",,,,"LGPN","2"
622,"Eugnotos","Male","Greek",,,,"Epigraphic corpus","2"
13986,"Euhemeria","Female","Greek",,,,"LGPN","2"
11109,"Eukarpos","Male","Greek",,,,"LGPN","1793"
623,"Eukladios","Male","Greek",,,,"Epigraphic corpus","2"
14048,"Eukleia","Female","Greek",,,,"LGPN","2"
12217,"Eukleides","Male","Greek",,,,"LGPN","1792"
624,"Eukleon","Male","Greek",,,,"Epigraphic corpus","2"
625,"Eukrates","Male","Greek",,,,"Epigraphic corpus","2"
626,"Euktemon","Male","Greek",,,,"Epigraphic corpus","2"
627,"Eumachos","Male","Greek",,,,"Epigraphic corpus","2"
629,"Eumelos","Male","Greek",,,,"Epigraphic corpus","2"
630,"Eumolpos","Male","Greek",,,,"Epigraphic corpus","2"
631,"Eumousos","Male","Greek",,,,"Epigraphic corpus","2"
14377,"Eupalinos","Male","Greek",,,,"LGPN","2"
8061,"Eupator","Male","Greek",,,,"LGPN","2"
632,"Eupeithos","Male","Greek",,,,"Epigraphic corpus","2"
633,"Eupolemos","Male","Greek",,,,"Epigraphic corpus","2"
3944,"Eupoli[?]","Ambiguous","Uncertain",,,,,"2"
16035,"Euprepes","Male","Greek",,,,"LGPN","2"
635,"Euprosodos","Male","Greek",,,,"Epigraphic corpus","2"
13005,"Eupsychis","Male","Greek",,,,"LGPN","1792"
5510,"Eup[?]","Male","Uncertain",,,,,"2"
15792,"Euresibios","Male","Greek",,,,"LGPN","2"
