personkey,inscriptionkey,ethnicity,gender,class
10907,10904,Roman,Male,Grandparent name
10907,10904,Thracian,Male,Parent name
10907,10904,Thracian,Male,Personal name
10265,10262,Thracian,Male,Parent name
10265,10262,Thracian,Female,Personal name
7848,7601,Thracian,Male,Parent name
7848,7601,Thracian,Male,Personal name
7786,7601,Thracian,Male,Parent name
7786,7601,Thracian,Male,Personal name
11466,11497,Thracian,Male,Parent name
11466,11497,Thracian,Female,Personal name
4869,3231,Thracian,Male,Parent name
4869,3231,Roman,Male,Personal name
4869,3231,Thracian,Male,Personal name
4869,3231,Roman,Male,Personal name
7740,7601,Thracian,Male,Parent name
7740,7601,Thracian,Male,Personal name
7754,7601,Thracian,Male,Parent name
7754,7601,Thracian,Male,Personal name
10285,10283,Thracian,Male,Parent name
10285,10283,Thracian,Male,Personal name
4847,3267,Thracian,Male,Parent name
4847,3267,Thracian,Male,Personal name
10059,10058,Thracian,Male,Parent name
10059,10058,Thracian,Male,Personal name
7462,7461,Thracian,Male,Parent name
7462,7461,Thracian,Male,Personal name
7858,7601,Thracian,Male,Parent name
7858,7601,Thracian,Male,Personal name
7518,7513,Thracian,Male,Parent name
7518,7513,Thracian,Male,Personal name
10055,10054,Thracian,Male,Parent name
10055,10054,Thracian,Male,Personal name
6566,7601,Thracian,Male,Parent name
6566,7601,Thracian,Male,Personal name
7739,7601,Thracian,Male,Parent name
7739,7601,Thracian,Male,Personal name
7725,7601,Thracian,Male,Parent name
7725,7601,Thracian,Male,Personal name
9541,9539,Thracian,Male,Parent name
9541,9539,Thracian,Male,Personal name
7792,7601,Thracian,Male,Parent name
7792,7601,Thracian,Male,Personal name
7882,7601,Thracian,Male,Parent name
7882,7601,Thracian,Male,Personal name
4833,3239,Thracian,Male,Parent name
4833,3239,Thracian,Male,Personal name
10083,10082,Thracian,Male,Parent name
10083,10082,Thracian,Male,Personal name
10281,10279,Thracian,Male,Parent name
10281,10279,Thracian,Male,Personal name
10004,10003,Thracian,Male,Parent name
10004,10003,Thracian,Male,Personal name
7772,7601,Thracian,Male,Parent name
7772,7601,Thracian,Male,Personal name
11447,11509,Thracian,Male,Partner name
11447,11509,Thracian,Male,Parent name
11447,11509,Thracian,Female,Personal name
10774,10771,Thracian,Male,Parent name
10774,10771,Thracian,Male,Personal name
4812,3461,Thracian,Male,Parent name
4812,3461,Thracian,Female,Personal name
7609,7601,Thracian,Male,Parent name
7609,7601,Thracian,Male,Personal name
8636,8635,Thracian,Male,Parent name
8636,8635,Thracian,Male,Personal name
7435,7432,Thracian,Male,Parent name
7435,7432,Thracian,Male,Personal name
10365,10364,Thracian,Male,Parent name
10365,10364,Thracian,Male,Personal name
12779,12778,Thracian,Male,Parent name
12779,12778,Thracian,Male,Personal name
9386,9384,Thracian,Male,Parent name
9386,9384,Thracian,Male,Personal name
10794,10790,Thracian,Male,Parent name
10794,10790,Thracian,Male,Personal name
13346,13343,Thracian,Male,Parent name
13346,13343,Thracian,Male,Personal name
8713,8708,Thracian,Male,Parent name
8713,8708,Thracian,Female,Personal name
15874,15859,Thracian,Male,Parent name
15874,15859,Thracian,Male,Personal name
7804,7601,Thracian,Male,Parent name
7804,7601,Thracian,Male,Personal name
9392,9384,Thracian,Male,Parent name
9392,9384,Thracian,Male,Personal name
7405,7403,Thracian,Male,Parent name
7405,7403,Thracian,Male,Personal name
11388,11650,Thracian,Male,Partner name
11388,11650,Thracian,Male,Parent name
11388,11650,Thracian,Female,Personal name
11388,11650,Roman,Female,Personal name
4690,3079,Thracian,Male,Parent name
4690,3079,Thracian,Female,Personal name
16092,16090,Thracian,Male,Parent name
16092,16090,Thracian,Male,Personal name
7616,7601,Thracian,Male,Parent name
7616,7601,Thracian,Male,Personal name
7224,7220,Thracian,Male,Parent name
7224,7220,Thracian,Male,Personal name
7756,7601,Thracian,Male,Parent name
7756,7601,Thracian,Male,Personal name
15454,14861,Thracian,Male,Parent name
15454,14861,Thracian,Female,Personal name
7846,7601,Thracian,Male,Parent name
7846,7601,Thracian,Male,Personal name
7196,7183,Thracian,Male,Parent name
7196,7183,Thracian,Male,Personal name
7822,7601,Thracian,Male,Parent name
7822,7601,Thracian,Male,Personal name
16444,16433,Thracian,Male,Parent name
16444,16433,Thracian,Male,Personal name
9952,9951,Thracian,Male,Parent name
9952,9951,Thracian,Male,Personal name
8709,8708,Thracian,Female,Parent name
8709,8708,Thracian,Male,Personal name
11384,11668,Thracian,Male,Parent name
11384,11668,Thracian,Male,Personal name
6977,6976,Thracian,Male,Parent name
6977,6976,Thracian,Male,Personal name
11089,11046,Uncertain,Female,Partner name
11089,11046,Thracian,Male,Parent name
11089,11046,Thracian,Male,Personal name
4000,2450,Thracian,Male,Parent name
4000,2450,Thracian,Male,Personal name
10377,10375,Thracian,Male,Parent name
10377,10375,Thracian,Female,Personal name
13592,13591,Thracian,Male,Parent name
13592,13591,Thracian,Male,Personal name
13166,13164,Thracian,Male,Parent name
13166,13164,Thracian,Male,Personal name
7730,7601,Thracian,Male,Parent name
7730,7601,Thracian,Male,Personal name
6911,6905,Thracian,Male,Parent name
6911,6905,Thracian,Male,Personal name
9504,9502,Thracian,Male,Parent name
9504,9502,Thracian,Male,Personal name
7198,7183,Thracian,Male,Parent name
7198,7183,Thracian,Male,Personal name
7189,7183,Thracian,Ambiguous,Parent name
7189,7183,Thracian,Male,Personal name
10142,10141,Thracian,Male,Parent name
10142,10141,Thracian,Male,Personal name
10142,10141,Roman,Male,Personal name
12782,12780,Thracian,Male,Parent name
12782,12780,Thracian,Male,Personal name
7607,7601,Thracian,Male,Parent name
7607,7601,Thracian,Male,Personal name
7030,7024,Thracian,Male,Parent name
7030,7024,Thracian,Male,Personal name
10628,10626,Thracian,Male,Parent name
10628,10626,Thracian,Male,Personal name
10315,10311,Thracian,Male,Parent name
10315,10311,Thracian,Male,Personal name
4075,3233,Thracian,Male,Parent name
4075,3233,Thracian,Male,Personal name
7782,7601,Thracian,Male,Parent name
7782,7601,Thracian,Male,Personal name
13229,13223,Thracian,Male,Parent name
13229,13223,Thracian,Male,Personal name
10711,10705,Thracian,Male,Parent name
10711,10705,Thracian,Male,Personal name
7871,7601,Thracian,Male,Parent name
7871,7601,Thracian,Male,Personal name
8192,8191,Thracian,Male,Parent name
8192,8191,Thracian,Male,Personal name
10746,10744,Thracian,Male,Parent name
10746,10744,Thracian,Male,Personal name
4829,10722,Thracian,Male,Parent name
4829,10722,Thracian,Male,Personal name
4829,10722,Roman,Male,Personal name
4003,2470,Thracian,Male,Parent name
4003,2470,Thracian,Male,Personal name
10462,10460,Thracian,Male,Parent name
10462,10460,Thracian,Male,Personal name
7736,7601,Thracian,Male,Parent name
7736,7601,Thracian,Male,Personal name
16024,16020,Thracian,Male,Parent name
16024,16020,Thracian,Male,Personal name
16024,16020,Roman,Male,Personal name
16086,16083,Thracian,Male,Parent name
16086,16083,Thracian,Male,Personal name
10025,10024,Thracian,Male,Parent name
10025,10024,Thracian,Male,Personal name
7845,7601,Thracian,Male,Parent name
7845,7601,Thracian,Male,Personal name
13845,13841,Thracian,Male,Parent name
13845,13841,Thracian,Male,Personal name
8449,13173,Thracian,Male,Parent name
8449,13173,Thracian,Male,Personal name
8651,8650,Thracian,Male,Parent name
8651,8650,Thracian,Male,Personal name
13659,13658,Thracian,Male,Parent name
13659,13658,Thracian,Male,Personal name
7442,7601,Thracian,Male,Parent name
7442,7601,Thracian,Male,Personal name
7800,7601,Thracian,Male,Parent name
7800,7601,Thracian,Male,Personal name
7062,7055,Thracian,Male,Parent name
7062,7055,Thracian,Ambiguous,Personal name
8519,8516,Thracian,Male,Parent name
8519,8516,Thracian,Female,Personal name
4810,3461,Thracian,Male,Parent name
4810,3461,Thracian,Female,Personal name
7913,7601,Thracian,Male,Parent name
7913,7601,Thracian,Male,Personal name
11632,11624,Thracian,Male,Parent name
11632,11624,Thracian,Male,Personal name
11632,11624,Greek,Male,Personal name
7726,9585,Thracian,Male,Parent name
7726,9585,Thracian,Male,Personal name
11446,11509,Thracian,Female,Partner name
11446,11509,Thracian,Male,Parent name
11446,11509,Thracian,Male,Personal name
8111,8110,Thracian,Male,Parent name
8111,8110,Thracian,Male,Personal name
11116,11095,Thracian,Male,Parent name
11116,11095,Thracian,Male,Personal name
11116,11095,Roman,Male,Personal name
7787,7601,Thracian,Ambiguous,Parent name
7787,7601,Thracian,Male,Personal name
6566,6565,Thracian,Male,Parent name
6566,6565,Thracian,Male,Personal name
10877,10876,Thracian,Male,Parent name
10877,10876,Thracian,Male,Personal name
13228,13223,Thracian,Male,Parent name
13228,13223,Thracian,Male,Personal name
4692,3080,Thracian,Male,Partner name
4692,3080,Thracian,Male,Parent name
4692,3080,Thracian,Female,Personal name
7759,7601,Thracian,Male,Parent name
7759,7601,Thracian,Male,Personal name
7818,7601,Thracian,Male,Parent name
7818,7601,Thracian,Male,Personal name
10784,10779,Thracian,Male,Parent name
10784,10779,Thracian,Male,Personal name
13460,13459,Thracian,Male,Parent name
13460,13459,Roman,Male,Personal name
13460,13459,Thracian,Male,Personal name
7222,7220,Thracian,Male,Parent name
7222,7220,Thracian,Male,Personal name
7912,7601,Thracian,Male,Parent name
7912,7601,Thracian,Male,Personal name
11402,11369,Thracian,Male,Parent name
11402,11369,Thracian,Male,Personal name
8327,8325,Thracian,Male,Parent name
8327,8325,Thracian,Male,Personal name
6569,6558,Thracian,Male,Parent name
6569,6558,Thracian,Male,Personal name
10223,10221,Thracian,Male,Parent name
10223,10221,Thracian,Male,Personal name
4691,3080,Thracian,Female,Partner name
4691,3080,Thracian,Male,Parent name
4691,3080,Thracian,Male,Personal name
9770,9769,Thracian,Male,Parent name
9770,9769,Thracian,Male,Personal name
13761,13755,Thracian,Male,Parent name
13761,13755,Thracian,Male,Personal name
7743,7601,Thracian,Male,Parent name
7743,7601,Thracian,Male,Personal name
10798,10790,Thracian,Male,Parent name
10798,10790,Thracian,Male,Personal name
7729,7601,Thracian,Male,Parent name
7729,7601,Thracian,Male,Personal name
5079,2436,Thracian,Male,Parent name
5079,2436,Greek,Male,Personal name
5079,2436,Thracian,Male,Personal name
7869,7601,Thracian,Male,Parent name
7869,7601,Thracian,Male,Personal name
7728,7601,Thracian,Male,Parent name
7728,7601,Thracian,Male,Personal name
7072,7070,Thracian,Male,Parent name
7072,7070,Thracian,Male,Personal name
13226,13223,Thracian,Male,Parent name
13226,13223,Thracian,Male,Personal name
7761,7601,Thracian,Male,Parent name
7761,7601,Thracian,Male,Personal name
3982,2450,Thracian,Male,Parent name
3982,2450,Thracian,Male,Personal name
3982,2450,Roman,Male,Personal name
3982,2450,Roman,Male,Personal name
8896,8894,Thracian,Male,Parent name
8896,8894,Thracian,Male,Personal name
9051,9048,Thracian,Male,Parent name
9051,9048,Roman,Male,Personal name
9051,9048,Thracian,Male,Personal name
15876,15859,Thracian,Male,Parent name
15876,15859,Thracian,Male,Personal name
4002,2450,Thracian,Male,Parent name
4002,2450,Thracian,Male,Personal name
10006,10005,Thracian,Ambiguous,Parent name
10006,10005,Thracian,Male,Personal name
7735,7601,Thracian,Male,Parent name
7735,7601,Thracian,Male,Personal name
11391,11540,Thracian,Male,Parent name
11391,11540,Thracian,Male,Personal name
9515,9514,Thracian,Male,Grandparent name
9515,9514,Thracian,Male,Parent name
9515,9514,Thracian,Male,Personal name
11314,11301,Thracian,Male,Parent name
11314,11301,Thracian,Male,Personal name
7791,7601,Thracian,Male,Parent name
7791,7601,Thracian,Male,Personal name
7405,7601,Thracian,Male,Parent name
7405,7601,Thracian,Male,Personal name
7883,7601,Thracian,Male,Parent name
7883,7601,Thracian,Male,Personal name
4008,2450,Thracian,Male,Parent name
4008,2450,Thracian,Male,Personal name
7748,7601,Thracian,Male,Parent name
7748,7601,Thracian,Ambiguous,Personal name
8237,8235,Thracian,Male,Parent name
8237,8235,Thracian,Male,Personal name
7733,7601,Thracian,Male,Parent name
7733,7601,Thracian,Male,Personal name
13391,13390,Thracian,Male,Parent name
13391,13390,Thracian,Male,Personal name
10670,10669,Thracian,Male,Parent name
10670,10669,Thracian,Male,Personal name
8657,8654,Thracian,Male,Parent name
8657,8654,Thracian,Male,Personal name
7960,7959,Thracian,Male,Parent name
7960,7959,Thracian,Male,Personal name
7190,7183,Thracian,Male,Parent name
7190,7183,Thracian,Male,Personal name
8624,8623,Thracian,Male,Parent name
8624,8623,Thracian,Male,Personal name
9420,9419,Thracian,Male,Parent name
9420,9419,Thracian,Female,Personal name
13231,13223,Thracian,Male,Parent name
13231,13223,Thracian,Male,Personal name
16587,12107,Thracian,Male,Parent name
16587,12107,Thracian,Male,Personal name
15930,15925,Thracian,Male,Parent name
15930,15925,Thracian,Male,Personal name
8644,8643,Thracian,Male,Parent name
8644,8643,Thracian,Female,Personal name
7890,7601,Thracian,Male,Parent name
7890,7601,Thracian,Male,Personal name
11387,11650,Thracian,Male,Parent name
11387,11650,Thracian,Male,Personal name
11387,11650,Roman,Male,Personal name
11680,11677,Thracian,Male,Parent name
11680,11677,Thracian,Male,Personal name
10782,10779,Thracian,Male,Parent name
10782,10779,Thracian,Male,Personal name
7537,7533,Thracian,Male,Parent name
7537,7533,Thracian,Male,Personal name
7747,7601,Thracian,Male,Parent name
7747,7601,Thracian,Male,Personal name
8467,8464,Thracian,Male,Parent name
8467,8464,Thracian,Male,Personal name
10370,10369,Thracian,Male,Parent name
10370,10369,Thracian,Male,Personal name
7442,7440,Thracian,Male,Parent name
7442,7440,Thracian,Male,Personal name
9566,9564,Thracian,Male,Parent name
9566,9564,Thracian,Ambiguous,Personal name
12865,12846,Thracian,Male,Parent name
12865,12846,Thracian,Female,Personal name
7724,7601,Thracian,Male,Parent name
7724,7601,Thracian,Male,Personal name
4869,3230,Thracian,Male,Parent name
4869,3230,Roman,Male,Personal name
4869,3230,Thracian,Male,Personal name
4869,3230,Roman,Male,Personal name
7727,7601,Thracian,Male,Parent name
7727,7601,Thracian,Male,Personal name
8129,8125,Thracian,Male,Parent name
8129,8125,Thracian,Male,Personal name
8225,8224,Thracian,Male,Parent name
8225,8224,Thracian,Male,Personal name
7778,7601,Thracian,Male,Parent name
7778,7601,Thracian,Male,Personal name
6464,6463,Thracian,Male,Parent name
6464,6463,Thracian,Male,Personal name
7850,7601,Thracian,Male,Parent name
7850,7601,Thracian,Male,Personal name
16399,16383,Thracian,Male,Partner name
16399,16383,Thracian,Male,Parent name
16399,16383,Thracian,Female,Personal name
11433,11519,Thracian,Male,Parent name
11433,11519,Thracian,Female,Personal name
7814,7601,Thracian,Male,Parent name
7814,7601,Thracian,Male,Personal name
9416,9414,Thracian,Male,Parent name
9416,9414,Thracian,Male,Personal name
13332,13330,Thracian,Male,Parent name
13332,13330,Thracian,Male,Personal name
7872,7601,Thracian,Male,Parent name
7872,7601,Thracian,Male,Personal name
8223,8219,Thracian,Male,Parent name
8223,8219,Thracian,Male,Personal name
15877,15858,Thracian,Male,Parent name
15877,15858,Thracian,Female,Personal name
4869,10725,Thracian,Male,Parent name
4869,10725,Roman,Male,Personal name
4869,10725,Thracian,Male,Personal name
4869,10725,Roman,Male,Personal name
8450,8446,Thracian,Male,Parent name
8450,8446,Thracian,Male,Personal name
11312,11301,Thracian,Male,Parent name
11312,11301,Thracian,Male,Personal name
8227,8226,Thracian,Male,Parent name
8227,8226,Thracian,Male,Personal name
7753,7601,Thracian,Ambiguous,Parent name
7753,7601,Thracian,Male,Personal name
8584,8582,Thracian,Male,Parent name
8584,8582,Thracian,Male,Personal name
10328,10327,Thracian,Male,Parent name
10328,10327,Thracian,Male,Personal name
13115,13113,Thracian,Female,Parent name
13115,13113,Thracian,Male,Personal name
4009,2450,Thracian,Male,Parent name
4009,2450,Thracian,Male,Personal name
8081,8077,Thracian,Male,Parent name
8081,8077,Thracian,Ambiguous,Personal name
7880,7601,Thracian,Male,Parent name
7880,7601,Thracian,Male,Personal name
7764,7601,Thracian,Male,Parent name
7764,7601,Thracian,Male,Personal name
9303,9301,Thracian,Male,Parent name
9303,9301,Thracian,Male,Personal name
7873,7601,Thracian,Male,Parent name
7873,7601,Thracian,Male,Personal name
8482,8480,Thracian,Male,Parent name
8482,8480,Thracian,Male,Personal name
8445,8443,Thracian,Male,Parent name
8445,8443,Thracian,Male,Personal name
15878,15858,Thracian,Female,Parent name
15878,15858,Thracian,Male,Personal name
8587,8582,Thracian,Male,Parent name
8587,8582,Thracian,Male,Personal name
10743,10741,Thracian,Male,Parent name
10743,10741,Thracian,Male,Personal name
13403,13401,Thracian,Male,Parent name
13403,13401,Thracian,Male,Personal name
9574,9571,Thracian,Male,Parent name
9574,9571,Roman,Male,Personal name
9574,9571,Thracian,Male,Personal name
8476,8474,Thracian,Male,Parent name
8476,8474,Thracian,Male,Personal name
4809,7601,Thracian,Male,Parent name
4809,7601,Thracian,Male,Personal name
7788,7601,Thracian,Male,Parent name
7788,7601,Thracian,Male,Personal name
4787,3425,Thracian,Male,Parent name
4787,3425,Thracian,Male,Personal name
6912,6905,Thracian,Male,Parent name
6912,6905,Thracian,Male,Personal name
6912,6905,Roman,Male,Personal name
8628,8626,Thracian,Male,Parent name
8628,8626,Thracian,Male,Personal name
6980,6978,Thracian,Ambiguous,Parent name
6980,6978,Thracian,Male,Personal name
11394,11525,Thracian,Male,Grandparent name
11394,11525,Thracian,Male,Partner name
11394,11525,Thracian,Male,Parent name
11394,11525,Thracian,Male,Personal name
11394,11525,Roman,Male,Personal name
11403,11369,Thracian,Male,Parent name
11403,11369,Thracian,Male,Personal name
11371,11681,Thracian,Male,Parent name
11371,11681,Thracian,Male,Personal name
7885,7601,Thracian,Male,Parent name
7885,7601,Thracian,Male,Personal name
7429,7425,Thracian,Male,Parent name
7429,7425,Thracian,Female,Personal name
10575,10574,Thracian,Male,Parent name
10575,10574,Thracian,Female,Personal name
7884,7601,Thracian,Male,Parent name
7884,7601,Thracian,Male,Personal name
7793,7601,Thracian,Male,Parent name
7793,7601,Thracian,Male,Personal name
16398,16383,Thracian,Female,Partner name
16398,16383,Thracian,Male,Parent name
16398,16383,Thracian,Male,Personal name
9159,9154,Thracian,Male,Parent name
9159,9154,Thracian,Ambiguous,Personal name
10545,10542,Thracian,Male,Parent name
10545,10542,Thracian,Female,Personal name
7576,7573,Thracian,Male,Parent name
7576,7573,Thracian,Male,Personal name
16102,16097,Thracian,Male,Parent name
16102,16097,Roman,Male,Personal name
16102,16097,Thracian,Male,Personal name
14114,14111,Thracian,Male,Parent name
14114,14111,Thracian,Female,Personal name
8436,8433,Thracian,Male,Parent name
8436,8433,Thracian,Male,Personal name
7209,7205,Thracian,Male,Parent name
7209,7205,Thracian,Male,Personal name
13153,13151,Thracian,Male,Parent name
13153,13151,Thracian,Male,Personal name
10863,10861,Thracian,Male,Parent name
10863,10861,Thracian,Male,Personal name
7388,7386,Thracian,Male,Parent name
7388,7386,Thracian,Male,Personal name
4829,3229,Thracian,Male,Parent name
4829,3229,Thracian,Male,Personal name
4829,3229,Roman,Male,Personal name
12922,12916,Thracian,Male,Parent name
12922,12916,Thracian,Male,Personal name
7617,7601,Thracian,Male,Parent name
7617,7601,Thracian,Male,Personal name
10064,10062,Thracian,Male,Parent name
10064,10062,Thracian,Male,Personal name
7859,7601,Thracian,Male,Parent name
7859,7601,Thracian,Male,Personal name
7795,7601,Greek,Male,Grandparent name
7795,7601,Thracian,Male,Parent name
7795,7601,Thracian,Male,Personal name
16552,16543,Thracian,Male,Parent name
16552,16543,Thracian,Male,Personal name
4842,3259,Thracian,Male,Parent name
4842,3259,Thracian,Male,Personal name
8442,8440,Thracian,Male,Parent name
8442,8440,Thracian,Male,Personal name
8251,8250,Thracian,Male,Parent name
8251,8250,Thracian,Male,Personal name
7776,7601,Thracian,Male,Parent name
7776,7601,Thracian,Male,Personal name
7821,7601,Thracian,Male,Parent name
7821,7601,Thracian,Male,Personal name
7606,7601,Thracian,Male,Parent name
7606,7601,Thracian,Male,Personal name
7789,7601,Thracian,Male,Parent name
7789,7601,Thracian,Male,Personal name
7001,6997,Thracian,Male,Parent name
7001,6997,Thracian,Male,Personal name
7532,7530,Thracian,Male,Parent name
7532,7530,Thracian,Male,Personal name
9609,9608,Thracian,Male,Parent name
9609,9608,Thracian,Male,Personal name
4468,3165,Thracian,Male,Parent name
4468,3165,Thracian,Male,Personal name
3974,6935,Thracian,Male,Parent name
3974,6935,Thracian,Male,Personal name
9792,9789,Thracian,Male,Parent name
9792,9789,Thracian,Male,Personal name
10799,10790,Thracian,Male,Parent name
10799,10790,Thracian,Male,Personal name
7728,10020,Thracian,Male,Parent name
7728,10020,Thracian,Male,Personal name
9589,9586,Thracian,Male,Parent name
9589,9586,Thracian,Male,Personal name
13233,13223,Thracian,Male,Parent name
13233,13223,Thracian,Male,Personal name
11132,11095,Thracian,Male,Parent name
11132,11095,Roman,Male,Personal name
11132,11095,Thracian,Male,Personal name
8190,8189,Thracian,Male,Parent name
8190,8189,Thracian,Male,Personal name
16349,16338,Thracian,Male,Partner name
16349,16338,Thracian,Male,Parent name
16349,16338,Thracian,Male,Personal name
7874,7601,Thracian,Male,Parent name
7874,7601,Thracian,Male,Personal name
9391,9384,Thracian,Male,Parent name
9391,9384,Thracian,Male,Personal name
7808,7601,Thracian,Male,Parent name
7808,7601,Thracian,Male,Personal name
7802,7601,Thracian,Male,Parent name
7802,7601,Thracian,Male,Personal name
9278,9272,Thracian,Male,Partner name
9278,9272,Thracian,Male,Parent name
9278,9272,Thracian,Ambiguous,Personal name
7204,7183,Thracian,Male,Parent name
7204,7183,Thracian,Male,Personal name
4837,3244,Thracian,Male,Parent name
4837,3244,Thracian,Male,Personal name
8378,8377,Thracian,Male,Parent name
8378,8377,Thracian,Male,Personal name
4005,2450,Thracian,Male,Parent name
