personkey,inscriptionkey,ethnicity,gender,class
5453,3598,Thracian,Female,Partner name
12556,12543,Greek,Female,Parent name
12556,12543,Greek,Female,Personal name
8751,8750,Greek,Male,Parent name
8751,8750,Greek,Male,Personal name
5505,3551,Greek,Female,Personal name
5505,3551,Greek,Male,Parent name
11985,11970,Greek,Male,Parent name
11985,11970,Greek,Male,Personal name
5732,3523,Greek,Male,Parent name
5732,3523,Greek,Female,Personal name
5732,3523,Greek,Male,Partner name
15704,15690,Greek,Male,Parent name
15704,15690,Greek,Female,Personal name
15287,14789,Greek,Male,Parent name
15287,14789,Greek,Female,Personal name
11807,11806,Greek,Male,Parent name
11807,11806,Greek,Male,Personal name
5375,2772,Greek,Male,Personal name
5375,2772,Greek,Male,Parent name
6261,6258,Greek,Male,Parent name
6261,6258,Greek,Male,Personal name
11973,11970,Greek,Male,Personal name
11973,11970,Greek,Male,Parent name
10501,10499,Greek,Male,Personal name
10501,10499,Greek,Male,Parent name
10501,10499,Roman,Male,Personal name
15070,14647,Greek,Female,Personal name
15070,14647,Greek,Male,Parent name
12711,12700,Greek,Male,Parent name
12711,12700,Greek,Male,Personal name
14959,14586,Greek,Male,Parent name
14959,14586,Greek,Female,Personal name
14959,14586,Uncertain,Male,Grandparent name
12408,12383,Greek,Female,Partner name
12408,12383,Greek,Male,Parent name
12408,12383,Greek,Male,Personal name
5088,2535,Greek,Male,Parent name
5088,2535,Greek,Male,Personal name
5088,2535,Roman,Male,Personal name
4130,2550,Greek,Female,Personal name
4130,2550,Greek,Male,Parent name
12261,12145,Greek,Male,Personal name
12261,12145,Greek,Male,Parent name
8791,8790,Greek,Female,Personal name
8791,8790,Greek,Male,Parent name
4091,2508,Greek,Female,Personal name
4091,2508,Greek,Male,Parent name
15043,14633,Greek,Female,Personal name
15043,14633,Greek,Male,Parent name
4357,2752,Greek,Male,Parent name
4357,2752,Greek,Female,Personal name
13954,13953,Greek,Male,Personal name
13954,13953,Greek,Male,Parent name
15363,14824,Greek,Male,Parent name
15363,14824,Greek,Male,Personal name
5658,2978,Greek,Male,Parent name
5658,2978,Greek,Male,Personal name
5458,3596,Greek,Female,Personal name
5458,3596,Greek,Male,Parent name
5204,2936,Greek,Male,Personal name
5204,2936,Roman,Male,Personal name
5204,2936,Roman,Male,Personal name
5204,2936,Greek,Male,Parent name
11780,11770,Greek,Male,Parent name
11780,11770,Greek,Male,Personal name
6292,6287,Greek,Male,Personal name
6292,6287,Greek,Male,Parent name
12190,12145,Greek,Male,Personal name
12190,12145,Greek,Male,Parent name
5223,2936,Greek,Male,Personal name
5223,2936,Greek,Male,Parent name
5223,2936,Roman,Male,Personal name
4253,2712,Greek,Male,Parent name
4253,2712,Greek,Male,Personal name
11775,11770,Greek,Male,Parent name
11775,11770,Greek,Male,Personal name
4557,2863,Greek,Male,Parent name
4557,2863,Greek,Male,Personal name
5567,2916,Greek,Male,Personal name
5567,2916,Greek,Male,Parent name
10140,13849,Greek,Male,Personal name
10140,13849,Greek,Male,Parent name
15160,14729,Greek,Male,Parent name
15160,14729,Greek,Female,Personal name
15213,14753,Greek,Male,Parent name
15213,14753,Greek,Male,Personal name
15515,14897,Greek,Male,Grandparent name
15515,14897,Greek,Male,Parent name
15515,14897,Greek,Male,Personal name
14032,14002,Greek,Male,Parent name
14032,14002,Greek,Male,Personal name
5219,2936,Greek,Male,Parent name
5219,2936,Greek,Male,Personal name
5219,2936,Roman,Male,Personal name
5163,2921,Greek,Male,Personal name
5163,2921,Greek,Male,Parent name
5163,2921,Roman,Male,Personal name
14505,14504,Greek,Male,Parent name
14505,14504,Greek,Male,Personal name
5594,2969,Greek,Male,Parent name
5594,2969,Greek,Male,Personal name
5848,3388,Greek,Male,Parent name
5848,3388,Greek,Male,Personal name
5848,3388,Uncertain,Female,Partner name
5183,2936,Greek,Male,Personal name
5183,2936,Roman,Male,Personal name
5183,2936,Greek,Male,Parent name
14034,14002,Greek,Male,Personal name
14034,14002,Greek,Male,Parent name
15765,15745,Greek,Male,Personal name
15765,15745,Greek,Male,Parent name
6280,6273,Greek,Male,Personal name
6280,6273,Greek,Male,Parent name
3764,2712,Greek,Male,Parent name
3764,2712,Greek,Male,Personal name
15316,14801,Greek,Male,Personal name
15316,14801,Greek,Male,Parent name
15428,14845,Greek,Female,Personal name
15428,14845,Greek,Male,Parent name
15965,15957,Greek,Male,Parent name
15965,15957,Greek,Male,Personal name
12122,12110,Greek,Male,Personal name
12122,12110,Greek,Male,Parent name
6406,6404,Greek,Male,Personal name
6406,6404,Greek,Male,Parent name
5752,3533,Greek,Male,Personal name
5752,3533,Greek,Male,Parent name
5156,2921,Greek,Male,Personal name
5156,2921,Greek,Male,Parent name
5156,2921,Roman,Male,Personal name
4107,2522,Greek,Male,Parent name
4107,2522,Greek,Female,Personal name
15382,14834,Greek,Male,Personal name
15382,14834,Greek,Male,Parent name
5785,3163,Greek,Female,Parent name
5785,3163,Greek,Male,Personal name
15181,14737,Greek,Male,Personal name
15181,14737,Greek,Male,Parent name
5571,2916,Greek,Male,Parent name
5571,2916,Greek,Male,Personal name
9157,9147,Greek,Male,Personal name
9157,9147,Greek,Male,Parent name
8803,8801,Greek,Male,Parent name
8803,8801,Greek,Male,Personal name
12226,12147,Greek,Male,Personal name
12226,12147,Greek,Male,Parent name
6126,6124,Greek,Male,Parent name
6126,6124,Greek,Male,Personal name
4275,2712,Greek,Male,Personal name
4275,2712,Greek,Male,Parent name
4119,2539,Greek,Male,Personal name
4119,2539,Greek,Male,Parent name
14273,14270,Greek,Male,Personal name
14273,14270,Greek,Male,Parent name
11930,11907,Greek,Male,Personal name
11930,11907,Greek,Male,Parent name
6705,6704,Greek,Male,Parent name
6705,6704,Greek,Male,Personal name
8673,8672,Greek,Male,Personal name
8673,8672,Greek,Male,Parent name
15153,14726,Greek,Male,Personal name
15153,14726,Greek,Male,Parent name
4147,2565,Greek,Female,Personal name
4147,2565,Greek,Male,Parent name
4817,3466,Greek,Female,Personal name
4817,3466,Greek,Male,Parent name
14220,14150,Greek,Male,Parent name
14220,14150,Greek,Male,Personal name
12286,12145,Greek,Male,Personal name
12286,12145,Greek,Male,Parent name
4880,3392,Greek,Male,Parent name
4880,3392,Greek,Male,Personal name
7707,7706,Greek,Male,Personal name
7707,7706,Greek,Male,Parent name
11687,11686,Greek,Female,Parent name
11687,11686,Greek,Female,Personal name
15345,14815,Greek,Male,Personal name
15345,14815,Greek,Male,Parent name
5568,2916,Greek,Male,Parent name
5568,2916,Greek,Male,Personal name
4349,2744,Greek,Male,Personal name
4349,2744,Greek,Male,Parent name
4894,2284,Greek,Male,Parent name
4894,2284,Greek,Male,Personal name
10140,10139,Greek,Male,Personal name
10140,10139,Greek,Male,Parent name
5218,2936,Greek,Male,Parent name
5218,2936,Greek,Male,Personal name
5218,2936,Roman,Male,Personal name
15249,14794,Greek,Male,Personal name
15249,14794,Greek,Male,Parent name
4117,2536,Greek,Male,Personal name
4117,2536,Greek,Male,Parent name
5764,3163,Greek,Male,Parent name
5764,3163,Greek,Male,Personal name
4321,2712,Greek,Male,Personal name
4321,2712,Greek,Male,Parent name
8834,8833,Greek,Male,Parent name
8834,8833,Greek,Male,Personal name
5972,5969,Greek,Male,Parent name
5972,5969,Greek,Male,Personal name
8273,8193,Greek,Male,Personal name
8273,8193,Greek,Female,Parent name
6353,6349,Greek,Male,Personal name
6353,6349,Greek,Male,Parent name
8753,8752,Greek,Female,Personal name
8753,8752,Greek,Male,Parent name
10501,12662,Greek,Male,Personal name
10501,12662,Greek,Male,Parent name
10501,12662,Roman,Male,Personal name
5864,3368,Greek,Male,Parent name
5864,3368,Greek,Male,Personal name
4677,3069,Greek,Male,Parent name
4677,3069,Greek,Male,Personal name
5171,2921,Greek,Male,Parent name
5171,2921,Greek,Male,Personal name
5171,2921,Roman,Male,Personal name
15189,14743,Greek,Male,Parent name
15189,14743,Greek,Female,Personal name
15079,14652,Greek,Male,Parent name
15079,14652,Greek,Male,Personal name
15273,14785,Greek,Female,Personal name
15273,14785,Greek,Male,Parent name
15306,14797,Greek,Male,Parent name
15306,14797,Greek,Female,Personal name
4259,2712,Greek,Male,Personal name
4259,2712,Greek,Male,Parent name
15303,14797,Greek,Male,Personal name
15303,14797,Greek,Male,Parent name
6458,6456,Greek,Male,Personal name
6458,6456,Greek,Male,Parent name
4764,3360,Greek,Female,Personal name
4764,3360,Greek,Male,Parent name
16232,16230,Greek,Male,Parent name
16232,16230,Greek,Male,Personal name
5771,3163,Greek,Female,Personal name
5771,3163,Greek,Male,Parent name
5317,2651,Greek,Female,Parent name
5317,2651,Greek,Male,Personal name
11548,12143,Greek,Male,Parent name
11548,12143,Greek,Male,Personal name
5632,2972,Greek,Male,Parent name
5632,2972,Greek,Female,Personal name
14017,14002,Greek,Male,Personal name
14017,14002,Greek,Male,Parent name
5869,3373,Greek,Male,Parent name
5869,3373,Greek,Male,Personal name
11840,11835,Greek,Male,Parent name
11840,11835,Greek,Male,Personal name
5145,2936,Greek,Female,Personal name
5145,2936,Roman,Male,Personal name
5145,2936,Greek,Male,Parent name
4283,2854,Greek,Male,Parent name
4283,2854,Greek,Male,Personal name
4425,2808,Greek,Male,Parent name
4425,2808,Greek,Male,Personal name
3874,2304,Greek,Male,Parent name
3874,2304,Greek,Male,Personal name
11846,11844,Greek,Male,Partner name
11846,11844,Greek,Male,Parent name
11846,11844,Greek,Female,Personal name
8397,8396,Greek,Male,Personal name
8397,8396,Greek,Male,Parent name
5504,3552,Greek,Male,Personal name
5504,3552,Greek,Male,Parent name
6784,6782,Greek,Male,Parent name
6784,6782,Greek,Male,Personal name
6784,6782,Roman,Male,Personal name
4448,2812,Greek,Male,Parent name
4448,2812,Greek,Male,Personal name
5878,3381,Greek,Male,Personal name
5878,3381,Greek,Male,Parent name
5878,3381,Uncertain,Female,Partner name
5158,2921,Greek,Male,Personal name
5158,2921,Greek,Male,Parent name
5158,2921,Roman,Male,Personal name
13336,13334,Greek,Male,Parent name
13336,13334,Greek,Male,Personal name
11713,11712,Greek,Male,Parent name
11713,11712,Greek,Male,Personal name
15326,14807,Greek,Female,Personal name
15326,14807,Greek,Male,Parent name
15038,14631,Greek,Male,Parent name
15038,14631,Greek,Female,Personal name
5203,2936,Greek,Male,Personal name
5203,2936,Greek,Male,Parent name
5203,2936,Roman,Male,Personal name
5203,2936,Roman,Male,Personal name
5265,2936,Greek,Male,Parent name
5265,2936,Roman,Male,Personal name
5265,2936,Greek,Female,Personal name
5328,2654,Greek,Male,Personal name
5328,2654,Greek,Male,Parent name
4109,2525,Greek,Male,Parent name
4109,2525,Greek,Male,Personal name
5485,3580,Thracian,Male,Partner name
5485,3580,Greek,Male,Personal name
5485,3580,Greek,Male,Parent name
15847,15845,Greek,Male,Parent name
15847,15845,Greek,Male,Personal name
11420,11407,Greek,Male,Parent name
11420,11407,Greek,Male,Personal name
4477,2827,Greek,Male,Personal name
