personkey,inscriptionkey,ethnicity,gender,class
11153,11095,Roman,Male,Personal name
11153,11095,Thracian,Male,Personal name
11153,11095,Greek,Male,Parent name
11186,11187,Thracian,Female,Personal name
11186,11187,Greek,Male,Parent name
11186,11187,Roman,Female,Personal name
11186,11185,Thracian,Female,Personal name
11186,11185,Greek,Male,Parent name
11186,11185,Roman,Female,Personal name
11215,11212,Thracian,Male,Personal name
11215,11212,Greek,Male,Parent name
11395,11525,Greek,Male,Parent name
11395,11525,Roman,Male,Partner name
11395,11525,Thracian,Male,Personal name
11452,11506,Thracian,Male,Personal name
11452,11506,Greek,Male,Parent name
11464,11497,Thracian,Male,Personal name
11464,11497,Thracian,Female,Partner name
11464,11497,Greek,Male,Parent name
11473,11489,Greek,Male,Parent name
11473,11489,Thracian,Male,Personal name
11473,11489,Thracian,Female,Partner name
11595,11592,Greek,Male,Parent name
11595,11592,Thracian,Male,Personal name
11690,11688,Greek,Male,Parent name
11690,11688,Thracian,Female,Personal name
11690,11688,Greek,Male,Partner name
11707,11703,Greek,Male,Parent name
11707,11703,Thracian,Female,Personal name
12794,12738,Thracian,Male,Personal name
12794,12738,Greek,Male,Parent name
13395,13394,Greek,Male,Parent name
13395,13394,Thracian,Male,Personal name
13764,13755,Greek,Male,Parent name
13764,13755,Thracian,Male,Personal name
14926,14570,Greek,Male,Parent name
14926,14570,Thracian,Female,Personal name
15118,14674,Thracian,Male,Personal name
15118,14674,Greek,Male,Parent name
15162,14731,Greek,Male,Parent name
15162,14731,Thracian,Male,Personal name
15169,14734,Thracian,Male,Personal name
15169,14734,Greek,Male,Parent name
15206,14751,Greek,Male,Parent name
15206,14751,Thracian,Female,Personal name
15211,14752,Greek,Male,Parent name
15211,14752,Thracian,Male,Personal name
15263,14781,Greek,Male,Parent name
15263,14781,Thracian,Female,Personal name
15304,14797,Thracian,Female,Personal name
15304,14797,Greek,Male,Parent name
15882,15857,Greek,Male,Parent name
15882,15857,Thracian,Male,Personal name
16241,16240,Greek,Male,Parent name
16241,16240,Thracian,Female,Personal name
16241,16240,Greek,Male,Partner name
16272,16271,Thracian,Male,Personal name
16272,16271,Greek,Male,Parent name
16343,16342,Greek,Male,Parent name
16343,16342,Thracian,Male,Personal name
16371,16335,Greek,Male,Parent name
16371,16335,Thracian,Male,Personal name
16471,16460,Greek,Male,Parent name
16471,16460,Thracian,Male,Personal name
