personkey,inscriptionkey,ethnicity,gender,class
5009,3642,Greek,Male,Personal name
10712,10705,Greek,Male,Personal name
10712,10705,Thracian,Male,Parent name
11423,11407,Greek,Male,Personal name
11423,11407,Thracian,Male,Parent name
15879,15857,Thracian,Female,Partner name
15879,15857,Thracian,Male,Parent name
15879,15857,Greek,Male,Personal name
15500,14892,Greek,Female,Personal name
15500,14892,Thracian,Male,Parent name
15829,15817,Greek,Male,Personal name
15829,15817,Thracian,Male,Parent name
15496,14890,Greek,Male,Personal name
15496,14890,Thracian,Male,Parent name
4306,2712,Thracian,Male,Parent name
4306,2712,Greek,Male,Personal name
10920,10918,Greek,Male,Personal name
10920,10918,Thracian,Male,Parent name
10066,10065,Thracian,Male,Parent name
10066,10065,Greek,Male,Personal name
10066,10065,Roman,Male,Personal name
8527,8524,Thracian,Male,Parent name
8527,8524,Greek,Male,Personal name
11632,11624,Greek,Male,Personal name
11632,11624,Thracian,Male,Personal name
11632,11624,Thracian,Male,Parent name
13768,13755,Thracian,Male,Parent name
13768,13755,Greek,Male,Personal name
9827,9824,Greek,Male,Personal name
9827,9824,Thracian,Male,Parent name
11262,11260,Thracian,Male,Parent name
11262,11260,Greek,Female,Personal name
10229,10226,Roman,Female,Personal name
10229,10226,Greek,Male,Personal name
10229,10226,Thracian,Male,Parent name
5079,2436,Greek,Male,Personal name
5079,2436,Thracian,Male,Personal name
5079,2436,Thracian,Male,Parent name
4687,3077,Greek,Male,Personal name
4687,3077,Thracian,Male,Parent name
8414,8410,Greek,Male,Personal name
8414,8410,Thracian,Male,Parent name
13363,13362,Greek,Male,Personal name
13363,13362,Thracian,Male,Parent name
13864,13863,Greek,Female,Personal name
13864,13863,Thracian,Male,Parent name
4670,3065,Greek,Male,Personal name
4670,3065,Thracian,Male,Parent name
8814,8812,Thracian,Male,Parent name
8814,8812,Greek,Female,Personal name
9890,9889,Greek,Male,Personal name
9890,9889,Thracian,Male,Parent name
5852,3334,Greek,Male,Personal name
5852,3334,Thracian,Male,Parent name
7811,7601,Thracian,Male,Parent name
7811,7601,Greek,Male,Personal name
5165,2921,Greek,Male,Personal name
5165,2921,Roman,Male,Personal name
5165,2921,Thracian,Male,Parent name
16391,16388,Thracian,Male,Parent name
16391,16388,Greek,Female,Personal name
11287,11280,Greek,Male,Personal name
11287,11280,Thracian,Male,Parent name
10873,10871,Thracian,Male,Parent name
10873,10871,Greek,Male,Personal name
14974,14595,Greek,Male,Personal name
14974,14595,Greek,Male,Personal name
14974,14595,Thracian,Male,Parent name
10768,10765,Thracian,Male,Parent name
10768,10765,Greek,Female,Personal name
15940,15937,Thracian,Male,Parent name
15940,15937,Greek,Female,Personal name
14975,14596,Greek,Male,Personal name
14975,14596,Thracian,Male,Parent name
15432,14846,Thracian,Male,Parent name
15432,14846,Greek,Male,Personal name
7684,7683,Thracian,Male,Parent name
7684,7683,Greek,Male,Personal name
7684,7683,Roman,Male,Personal name
7684,7683,Roman,Male,Personal name
13398,13397,Greek,Male,Personal name
13398,13397,Thracian,Male,Parent name
4316,2712,Greek,Male,Personal name
4316,2712,Thracian,Male,Parent name
16352,16337,Thracian,Male,Parent name
16352,16337,Greek,Male,Personal name
11673,11671,Thracian,Male,Parent name
11673,11671,Greek,Male,Personal name
12647,12646,Thracian,Male,Parent name
12647,12646,Greek,Male,Personal name
13140,13137,Greek,Male,Personal name
13140,13137,Thracian,Male,Parent name
8514,8511,Greek,Male,Personal name
8514,8511,Thracian,Male,Parent name
5113,2535,Greek,Male,Personal name
5113,2535,Roman,Male,Personal name
5113,2535,Thracian,Male,Parent name
7366,7364,Greek,Male,Personal name
7366,7364,Thracian,Male,Parent name
11702,11700,Greek,Male,Personal name
11702,11700,Thracian,Male,Parent name
14496,14495,Greek,Male,Personal name
14496,14495,Thracian,Male,Parent name
7245,7240,Thracian,Male,Parent name
7245,7240,Greek,Male,Personal name
11437,11518,Greek,Male,Personal name
11437,11518,Thracian,Female,Parent name
13553,13552,Greek,Male,Personal name
13553,13552,Thracian,Male,Parent name
15124,14677,Roman,Female,Personal name
15124,14677,Greek,Female,Personal name
15124,14677,Roman,Male,Personal name
15124,14677,Thracian,Male,Parent name
11374,16355,Greek,Male,Personal name
11374,16355,Thracian,Male,Parent name
10847,10844,Greek,Male,Personal name
10847,10844,Thracian,Male,Parent name
5167,2921,Greek,Male,Personal name
5167,2921,Roman,Male,Personal name
5167,2921,Thracian,Male,Parent name
10341,10337,Greek,Female,Personal name
10341,10337,Thracian,Male,Parent name
11458,11493,Greek,Female,Personal name
11458,11493,Thracian,Male,Parent name
7991,7994,Greek,Male,Personal name
7991,7994,Thracian,Male,Parent name
7991,7994,Greek,Female,Partner name
8138,8135,Thracian,Male,Personal name
8138,8135,Thracian,Male,Parent name
8138,8135,Roman,Male,Personal name
8138,8135,Roman,Male,Personal name
8138,8135,Greek,Male,Personal name
8138,8135,Roman,Female,Partner name
12784,12783,Thracian,Male,Parent name
12784,12783,Greek,Male,Personal name
5181,2921,Greek,Male,Personal name
5181,2921,Roman,Male,Personal name
5181,2921,Thracian,Male,Parent name
9201,9198,Thracian,Male,Parent name
9201,9198,Greek,Male,Personal name
16025,16020,Thracian,Male,Parent name
16025,16020,Greek,Female,Personal name
16025,16020,Roman,Male,Personal name
15873,15859,Greek,Female,Personal name
15873,15859,Thracian,Male,Parent name
4706,3148,Thracian,Male,Parent name
4706,3148,Greek,Male,Personal name
4706,3148,Thracian,Male,Grandparent name
4706,3148,Roman,Male,Personal name
5648,2978,Greek,Male,Personal name
5648,2978,Thracian,Male,Parent name
14101,14095,Greek,Male,Personal name
14101,14095,Thracian,Male,Parent name
10752,10750,Thracian,Male,Parent name
10752,10750,Greek,Male,Personal name
5614,2969,Thracian,Male,Parent name
5614,2969,Greek,Male,Personal name
15875,15859,Greek,Male,Personal name
15875,15859,Thracian,Male,Parent name
16053,16033,Greek,Male,Personal name
16053,16033,Thracian,Male,Parent name
9249,10687,Greek,Male,Personal name
9249,10687,Thracian,Male,Parent name
15210,14752,Greek,Female,Personal name
15210,14752,Thracian,Male,Parent name
4233,3018,Thracian,Male,Parent name
4233,3018,Greek,Female,Personal name
8510,8507,Greek,Male,Personal name
8510,8507,Thracian,Female,Parent name
