Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context,
2625,"Janouchova, Petra *",Yes,I Aeg Thrace,181,10181,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5117989 40.8743242),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Naiskos|Floral motive,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Public,State decrees,,,7,"Demos,","Agathe tyche,",,,,,,None,,,,No,No,"Kornelios, Herakleides, child of, partner of, grandchild of,",1,2,Greek and Roman,,
2706,"Janouchova, Petra *",Yes,I Aeg Thrace,208,10208,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5108547 40.8758169),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar|Architectural moulding|Floral motive,,,Yes,70,101,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,6,,,,,,,,None,,,,Yes,No,"Ouespasianos, child of, partner of, grandchild of, Titos, child of, partner of, grandchild of,",2,2,Roman only,,
2708,"Janouchova, Petra *",Yes,I Aeg Thrace,209,10209,,Maroneia,Maroneia,Maroneia,3789,POINT(25.512228 40.8753626),4 Uncertain,,No,N/A,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base|Architectural moulding,,,Yes,98,102,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,4,,,,,,,,None,,,,Yes,No,"Traianos, Neroua, Germanikos, child of, partner of, grandchild of,",1,1,Roman only,,
2809,"Janouchova, Petra *",Yes,I Aeg Thrace,255,10255,,Komotini,Maroneia,Maroneia,3792,POINT(25.5121422 40.876401),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Other > notes,,2,,,,,,,,None,,,,No,No,"Seuthes, child of, partner of, grandchild of, Hedea, child of Seu[thes], partner of, grandchild of,",2,2,Thracian and Uncertain,,
2832,"Janouchova, Petra *",Yes,I Aeg Thrace,272,10272,47: 1072,Maroneia,Maroneia,Maroneia,3789,POINT(25.512225 40.8778918),1 Certain,"Ed.pr. D.Triantaphyllos, AD 48 B2 (1993) [1998] 405 (text in majuscules; no word division):",No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Public,,Funerary,,6,"Demos,",,,,,,,None,,,,No,No,"Heraklas, child of Apollodoros, partner of, grandchild of,",1,1,Greek only,,
2836,"Janouchova, Petra *",Yes,I Aeg Thrace,274,10274,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5120564 40.8777639),3 Region,,Yes,Secondary,No,Stone,Marble,,N/A,5 Squeeze,4 N/A,,,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Public,,Funerary,,2,"Demos,",,,,,,,None,,,,No,No,"Unknown, child of Kerdon, partner of, grandchild of,",1,2,Greek and Uncertain,,
2853,"Janouchova, Petra *",Yes,I Aeg Thrace,285,10285,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5113697 40.8752977),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Public,,,,2,"Demos,",,,,,,,None,,,,No,No,,0,0,No Name,,
2857,"Janouchova, Petra *",Yes,I Aeg Thrace,288,10288,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5111122 40.8760116),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Public,,Funerary,,10,"Demos,",,,"heros,",,,,None,,,,No,No,"[Herakleid]es, child of Amyn[an]dros, partner of, grandchild of, Demostratos, child of Herakleides, partner of, grandchild of, Amynandros, child of Herakleides, partner of, grandchild of, Satrios, child of Demostratos, partner of, grandchild of,",4,4,Greek only,,
2863,"Janouchova, Petra *",Yes,I Aeg Thrace,292,10292,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5130863 40.8786075),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding|Floral motive,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,"heros,",,,,None,,,,No,No,"Fasis, child of Epafroditos, partner of, grandchild of,",1,1,Greek only,,
2870,"Janouchova, Petra *",Yes,I Aeg Thrace,297,10297,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5130863 40.8815927),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,"heros,",,,,None,,,,No,No,"[Py]thogenes, child of Lysanias, partner of, grandchild of, [Be]ronike, child of Gaios, partner of Pythogenes, grandchild of,",2,2,Greek only,,
2874,"Janouchova, Petra *",Yes,I Aeg Thrace,299,10299,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5130863 40.8809437),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,"heros,",,,,None,,,,No,No,,0,0,No Name,,
2877,"Janouchova, Petra *",Yes,I Aeg Thrace,302,10302,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5085373 40.8800352),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,5,,"Chaire,",,"heros,",,,,None,,,,No,No,"Dionysios, child of Dorion, partner of, grandchild of, Dionysia, child of Melanippides, partner of Dionysios, grandchild of,",2,2,Greek only,,
2880,"Janouchova, Petra *",Yes,I Aeg Thrace,304,10304,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5087948 40.8794512),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,"Chaire,",,,,,,None,,,,No,No,"Eufrosyne, child of, partner of, grandchild of,",1,1,Greek only,,
2883,"Janouchova, Petra *",Yes,I Aeg Thrace,306,10306,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5099964 40.8729613),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Unknown, Maximos, [?]ebes, child of, partner of, grandchild of,",1,2,Roman and Uncertain,,
2896,"Janouchova, Petra *",Yes,I Aeg Thrace,314,10314,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5107689 40.8775692),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Leukios, Dioge[nes], child of, partner of, grandchild of,",1,1,Greek only,,
2899,"Janouchova, Petra *",Yes,I Aeg Thrace,317,10317,,Maroneia,Maroneia,Maroneia,3789,POINT(25.511713 40.8785426),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Funerary scene/Symposion,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Flabia (Flavia), child of, partner of, grandchild of,",1,1,Roman only,,
2940,"Janouchova, Petra *",Yes,I Aeg Thrace,334,10334,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5104256 40.8742593),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Uncertain,,,,1,,,,,,,,None,,,,No,No,,0,0,No Name,,
2941,"Janouchova, Petra *",Yes,I Aeg Thrace,335,10335,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5115414 40.8762063),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,,,1,,,,,,,,None,,,,No,No,"Gaios, child of, partner of, grandchild of,",1,1,Roman only,,
2943,"Janouchova, Petra *",Yes,I Aeg Thrace,337,10337,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5179787 40.9049502),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,Yes,Prose,,Irregular,Private,,Funerary,maybe identical text?,9,,,,,,,,None,,,,No,No,"Tertius, child of, partner of, grandchild of, [A]ure[lios], child of, partner of, grandchild of,",2,2,Roman only,,
2945,"Janouchova, Petra *",Yes,I Aeg Thrace,339,10339,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5128288 40.8800352),1 Certain,,No,Religious/Ritual,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Column,,doric column,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,Yes,Prose,,Irregular,Private,,,,1,,,,,,,,None,,,,No,No,"Aulus, Silius, Maximus, child of Publius, partner of, grandchild of,",1,1,Roman only,,
2946,"Janouchova, Petra *",Yes,I Aeg Thrace,340,10340,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5123138 40.8801001),2 Vicinity,,No,N/A,No,Stone,Marble,"Marmaritsa, Maroneia",Architectural feature,4 Almost destroyed,4 N/A,,,,sarcophagus,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,Yes,Prose,,Irregular,Uncertain,,,,5,,,,,,,,None,,,,No,No,,0,0,No Name,,
2947,"Janouchova, Petra *",Yes,I Aeg Thrace,341,10341,,Maroneia,Maroneia,Maroneia,3789,POINT(25.511198 40.8777639),3 Region,,No,N/A,No,Stone,Marble,"Marmaritsa, Maroneia",Stele,4 Almost destroyed,4 N/A,,,,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,Yes,Prose,,Irregular,Uncertain,,,,2,,,,,,,,None,,,,No,No,,0,0,No Name,,
2948,"Janouchova, Petra *",Yes,I Aeg Thrace,342,10342,,Maroneia,Maroneia,Maroneia,3789,POINT(25.513258 40.8762712),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,Yes,Prose,,Irregular,Uncertain,,,,1,,,,,,,,None,,,,No,No,,0,0,No Name,,
2986,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"57, 5027",20057,,Varna,Odessos,Odessos,3846,POINT(27.9020119 43.2051133),2 Vicinity,,No,N/A,No,Stone,Other >,,Stele,8 Lost,4 N/A,,,,,Yes,14,37,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Public,Other > notes,,Dedication of a building.,11,"Kaisar,",,,,,,,None,,,,Yes,No,"Tiberios, Ioulios, Kaisar, child of, partner of, grandchild of, Apollonios, child of Apollonios, partner of, grandchild of Promathion,",2,2,Greek and Roman,,
2988,"Ctibor, Jan *",Yes,IG Bulg 1(2),58,20058,,Varna,Odessos,Odessos,3846,POINT(27.9026985 43.2053009),4 Uncertain,Two parts; part A was seen by Kanitz in village Plisko in 1872; 1895 was this part seen in some destroyed church in Dionysopolis (Balchik); lost in that time. Part B found in Varna in 1927.,No,N/A,No,Stone,Marble,,Sculpture,4 Almost destroyed,4 N/A,,,,,Yes,79,81,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,Dedication of emperor's statue,9,"Politai, Xenos,","Anestesen,","Andrias,","archiereus,",,,"Romaioi,",City,Roman,,,Yes,No,"Titos, Flabios (Flaouios, Flavios), Ouespasianos, child of, partner of, grandchild of, Herakleon, child of Dionysios, partner of, grandchild of,",2,2,Greek and Roman,,
3006,"Ctibor, Jan *",Yes,IG Bulg 1(2),"65, 5029",20065,,Varna,Odessos,Odessos,3846,POINT(27.9027843 43.2056138),1 Certain,"Found in 1937 in the modern market place, reused in the entrance to the grave, secondary context, grave fate 3rd c. AD, ; Danov, BIAB 12, 1938, 243  or  Klio 31, 1938, 436",No,Funerary,Yes,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Crown,,,Yes,1,200,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Public,Honorary decrees,,,8,"Demos,","Agalma,","Stefanosai,",,,,"Odessitai, Tomitai, Kallatianoi, Istrianoi, Dionysopolitai, Mesambrianoi,",City,Greek,"Kallatis,",1,No,No,,0,0,No Name,,
3046,"Janouchova, Petra *",Yes,I Aeg Thrace,370,10370,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5170345 40.9042366),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,Base,,base?,Yes,80,120,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Uncertain,,,,3,,,,,,,,None,,,,No,No,"[?]os, child of Attalos, partner of, grandchild of, Ko[?], child of, partner of, grandchild of, [Se]rouilios, child of, partner of, grandchild of,",3,6,Mixed names,,
3056,"Janouchova, Petra *",Yes,I Aeg Thrace,371,10371,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5110264 40.8784128),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Base,,,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,,2,,,,,,,,None,,,,No,No,,0,0,No Name,,
3080,"Janouchova, Petra *",Yes,I Aeg Thrace,387,10387,,Dymi,,,3800,POINT(25.3914663 41.172452),2 Vicinity,"hill Asartzik, between Dymi and Symbolon, Hellenistic-Roman site?, funerary pithos from Roman period, Hellenistic kantharos of local production, coins from Maroneia, Roman and Late roman coins, handmade pottery and coins in the nearby cave, Iron Age",No,Habitation,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Funerary scene/Symposion,,Yes,1,99,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,"Strategos,",,,,,,,None,,,,No,No,"Roimetalkes (Roimetalkas), child of Diasenis, partner of Besoula, grandchild of, Besoula, child of Mokaporis, partner of Roimetalkes (Roimetalkas), grandchild of, Kaproubebos, child of, partner of, grandchild of, Daroutourmes, child of, partner of, grandchild of,",4,4,Thracian only,,
3222,"Janouchova, Petra *",Yes,I Aeg Thrace,426,10426,,Zone,Zone,Zone,3813,POINT(25.6771302 40.8673633),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Standing person,standing man in a toga,Yes,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Dionysios, child of [T]elesforos, partner of, grandchild of,",1,1,Greek only,,
3410,"Janouchova, Petra *",Yes,I Aeg Thrace,448,10448,,Alexandroupolis,,,3817,POINT(25.8719873 40.8439762),3 Region,,No,N/A,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,transcription,No,80,120,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Public,Other > notes,,horos,7,"Horos, Chora,",,,"Theoi Samothrakioi, theos,",,,,None,,"Samothrake,",1,No,No,,0,0,No Name,,
3411,"Janouchova, Petra *",Yes,I Aeg Thrace,449,10449,46:860,Palagia,,,3818,POINT(25.9047318 40.877699),3 Region,"Marble plaque, broken at the bottom and the upper right side, found at Palagia (Nomos Ebrou), now in the Museum of Komotini. Ed.pr. D.Triantaphyllos, AD 46 (1991) [1996] 345 (text in majuscules); transcription in Αn.Ép. (1995) [1998] no. 1356:",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,1,199,Roman,1|2,,,,,,,0.5,0.5,,,,,,,No,Prose,,Irregular,Private,,Dedicatory,freed slave dedication,3,"Patron,",,,,,,,None,,,,No,No,"Dekmos, Seios, Foibos, child of, partner of, grandchild of, Dekmos, Seios, Rhoufos (Roufos), child of, partner of, grandchild of,",2,4,Mixed names,,
3417,"Janouchova, Petra *",Yes,I Aeg Thrace,453,10453,,Feres,Ferai,Ferai,3821,POINT(26.1714935 40.8939213),3 Region,,Yes,Secondary,No,Stone,Other >,poros,Architectural feature,4 Almost destroyed,4 N/A,,Column,,,Yes,59,63,Roman,1,,,,,,,1,,,,,,,,Yes,Prose,,Irregular,Public,Other > notes,,milestone,10,,,,,,,,None,,"Thrake,",1,Yes,No,"Nero, child of Claudius, partner of, grandchild of Germanicus, Titus, Iulius, Ustus, child of, partner of, grandchild of,",2,2,Roman only,,
3419,"Janouchova, Petra *",Yes,I Aeg Thrace,455,10455,,Makri,,,3822,POINT(25.7458162 40.8480018),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,83,96,Roman,1,,,,,,,1,,,,,,,,No,Prose,,Irregular,Public,Other > notes,,emperor letter,11,"Synedrion,","Agathe tyche,",,,,,,None,,"Apros / Apron,",1,Yes,No,"[Do]mitianos, child of, partner of, grandchild of,",1,1,Roman only,,
