Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context
3450,"Janouchova, Petra *",Yes,I Aeg Thrace,474,10474,,Didymoteichon,Plotinopolis,Plotinopolis,3825,POINT(26.4952898 41.3484317),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,499,499,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Private,,Funerary,,7,,,,,,,,None,,,,No,No,"Diogenes, child of, partner of, grandchild of,",1,1,Greek only,
3452,"Janouchova, Petra *",Yes,I Aeg Thrace,475,10475,,Didymoteichon,Plotinopolis,Plotinopolis,3825,POINT(26.4917278 41.3481096),1 Certain,,No,N/A,No,Stone,Other >,poros,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,501,501,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Private,,Funerary,,8,,,,,,,"Ankyres,",City,Greek,"Galatia,",1,No,No,"Brittania, child of, partner of Kyriakos, grandchild of, Kosmas, child of Brittania, partner of, grandchild of,",2,3,Greek and Roman,
3473,"Janouchova, Petra *",Yes,I Aeg Thrace,494,10494,,Museum Komotini,,,3830,POINT(25.4026222 41.1194524),4 Uncertain,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding|Other > notes|Floral motive,,cross,Yes,500,599,Roman,6,,,,,,,,,,,SIX,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,3,,,,"kyrios,",,,,None,,,,No,No,"[An]dronikos, child of, partner of, grandchild of,",1,1,Greek only,
3475,"Janouchova, Petra *",Yes,I Aeg Thrace,495,10495,,Museum Komotini,,,3830,POINT(25.4014206 41.1186765),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,frame,Yes,542,542,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Private,Other > notes,Funerary,ownership?,8,"Proedroi, Basileia,",,,,,,,None,,,,Yes,No,"Flabios (Flaouios, Flavios), Ioustinianos, child of, partner of, grandchild of,",1,1,Roman only,
3478,"Janouchova, Petra *",Yes,I Aeg Thrace,497,10497,,Museum Komotini,,,3830,POINT(25.4029655 41.1191938),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Undistinguishable,Roman style,Irregular,Private,,,,4,,,,,,,,None,,,,No,No,,0,0,No Name,
3479,"Janouchova, Petra *",Yes,I Aeg Thrace,498,10498,,Museum Komotini,,,3830,POINT(25.4000473 41.1213922),4 Uncertain,,No,N/A,No,Stone,Other >,poros,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,,9,,,,,,,,None,,,,No,No,,0,0,No Name,
3480,"Janouchova, Petra *",Yes,I Aeg Thrace,499,10499,,Museum Komotini,,,3830,POINT(25.4027939 41.1207456),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,500,599,Roman,6,,,,,,,,,,,SIX,,,,No,Undistinguishable,Roman style,Irregular,Private,,Funerary,,5,,,,,,,,None,,,,No,No,,0,0,No Name,
7126,"Kobierska, Marketa *",Yes,IG Bulg 2,780 bis,30780.2,,Madara,,Nikopolis ad Istrum - Marcianopolis,7125,POINT(27.0980358 43.2739714),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,7 Drawing,4 N/A,,,,,Yes,401,600,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Uncertain,,,,5,,,,,,,,None,,,,No,No,,0,0,No Name,
12734,"Ctibor, Jan *",Yes,Perinthos-Herakleia,179,80179,,Marmara Ereglisi,Perinthos (Herakleia),Perinthos (Herakleia),11896,POINT(27.9598618 40.9673911),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Naiskos,,Christogram,No,400,500,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Private,,Funerary,,14,,"Kateskeuasen,",,,,,,None,,,,No,Yes,"Aurelios, Loustas, child of, partner of, grandchild of,",1,2,Roman and Uncertain,
12934,"Ctibor, Jan *",Yes,Perinthos-Herakleia,250,80250,,Marmara Ereglisi,Perinthos (Herakleia),Perinthos (Herakleia),11896,POINT(27.9595184 40.9672614),2 Vicinity,,No,N/A,No,Pottery,,,Architectural feature,9 Undeterminable,4 N/A,,,,stamp on a brick,No,500,600,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Public,Other > notes,,stamp on a brick,2,,,,,,,,None,,,,No,No,,0,0,No Name,
12935,"Ctibor, Jan *",Yes,Perinthos-Herakleia,251,80251,,Marmara Ereglisi,Perinthos (Herakleia),Perinthos (Herakleia),11896,POINT(27.9595184 40.9673911),2 Vicinity,,No,N/A,No,Pottery,,,Architectural feature,9 Undeterminable,4 N/A,,,,stamp on a brick,No,500,600,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Public,Other > notes,,stamp on a brick,2,,,,,,,,None,,,,No,No,,0,0,No Name,
12936,"Ctibor, Jan *",Yes,Perinthos-Herakleia,252,80252,,Marmara Ereglisi,Perinthos (Herakleia),Perinthos (Herakleia),11896,POINT(27.9595184 40.9673911),2 Vicinity,,No,N/A,No,Pottery,,,Architectural feature,9 Undeterminable,4 N/A,,,,stamp on a brick,No,500,600,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Public,Other > notes,,stamp on a brick,2,,,,,,,,None,,,,No,No,,0,0,No Name,
12937,"Ctibor, Jan *",Yes,Perinthos-Herakleia,253,80253,,Marmara Ereglisi,Perinthos (Herakleia),Perinthos (Herakleia),11896,POINT(27.9595184 40.9673911),2 Vicinity,,No,N/A,No,Pottery,,,Architectural feature,9 Undeterminable,4 N/A,,,,,No,500,600,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Public,Other > notes,,stamp on a brick,2,,,,,,,,None,,,,No,No,,0,0,No Name,
13046,"Ctibor, Jan *",Yes,Perinthos-Herakleia,306,80306,,Sultank÷y,,Perinthos-Herakleia,13059,POINT(27.9789162 41.0094389),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Naiskos,,,No,600,800,Roman,7|8,,,,,,,,,,,SEVEN,,,,No,Prose,,Irregular,Uncertain,,,,5,,,,,,,,None,,,,No,No,,0,0,No Name,
15897,"Janouchova, Petra *",Yes,Other,SEG 60:735,100207,60:735,Sozopol,Apollonia,Apollonia,8044,POINT(27.6961748 42.4172628),3 Region,"found before 1989 in Sozopol, now kept in a private collection in Bulgaria. Ed.pr. D.Dana, ZPE 174 (2010) 106-108 (ph.). ",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,Column,,Limestone Doric capital; inscribed on the abacus,No,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,"Vitalios was priest of Δηβελτός or Δεβελτός, i.e. Deultum (today’s Debelt), near Apollonia. Cf. An.Ép. (2010) no. 1456.",4,,,,"kyrios, Christos,",,,,None,,"Debelt,",1,No,No,"Bitalios / Vitalios, child of, partner of, grandchild of,",1,1,Roman only,
15908,"Janouchova, Petra *",Yes,Other,SEG 60:746,100214,60:746,Istanbul,Byzantion,Byzantion,14192,POINT(28.9783589 41.0082376),2 Vicinity,"Mentioned in A.Karamani (ed.), Gün Işığında Istanbul’un Yılı: Marmaray, Metro, Sultanahmet Kazıları (Istanbul 2007) 277 1; see D.Feissel, BE (2013) no. 511.",No,N/A,No,Perishable,,Wooden,Other,9 Undeterminable,1 Relief,,,,"Funerary statue, with plinth, of a woman clad in chiton and himation, holding in her left hand a sparrow; head missing; inscription on the plinth",No,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Dedicatory,"fais-en usage en bonne santé, Kyra Kalè, habille-toi (?) de bonne humeur ???",1,,,,,,,,None,,,,No,No,,0,0,No Name,
15987,"Janouchova, Petra *",Yes,Other,Velkov 2005 56,100248,59:748,Nesebar,Mesambria,Mesambria,6172,POINT(27.7198792 42.6597167),2 Vicinity,"V.Velkov, in Nessèbre III: In memoriam Jeannae Čimbuleva (Burgas 2005) 159-193 (ph.)",No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,,6,,,,,,,,None,,,,No,No,,0,0,No Name,
15988,"Janouchova, Petra *",Yes,Other,Velkov 2005 54,100246,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7221966 42.6600323),2 Vicinity,"V.Velkov, in Nessèbre III: In memoriam Jeannae Čimbuleva (Burgas 2005) 159-193 (ph.)",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,"kyrios,",,,,None,,,,No,No,,0,0,No Name,
15989,"Janouchova, Petra *",Yes,Other,Velkov 2005 55,100247,40:576,Nesebar,Mesambria,Mesambria,6172,POINT(27.7203941 42.660411),2 Vicinity,Cf. V.Beševliev in Studia Gerov 21 nos. 5/6 (ph.). Now in the archaeological Museum in Nessebăr.,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,Column,,Miliarium,Yes,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,,9,,"Keimai,",,,,,,None,,,,No,No,"Despine, child of, partner of, grandchild of,",1,1,Greek only,
15995,"Janouchova, Petra *",Yes,Other,"Velkov 2005 57, SGLIBulg 259",100249,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7192783 42.6610421),2 Vicinity,"V.Velkov, in Nessèbre III: In memoriam Jeannae Čimbuleva (Burgas 2005) 159-193 (ph.)",No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,Yes,600,799,Roman,7|8,,,,,,,,,,,SEVEN,,,,No,Prose,,Irregular,Private,,Funerary,,4,"Doulos,",,,"theos,",,,,None,,,,No,No,"Ioannes, child of, partner of, grandchild of,",1,1,Greek only,
16172,"Janouchova, Petra *",Yes,Other,SEG 56:824,100311,56:824,Istanbul,Byzantion,Byzantion,14192,POINT(28.9766979 41.0089207),2 Vicinity,"Mentioned by C.Mango, AJA 55 (1951) 64 (ph.). D.Feissel, in La sculpture byzantine figurée -- (cf. SEG 56 2093) 65/66 no. 113, gives a transcription and brief commentary (ph.; French translation).",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,Altar,,,No,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,Christian,9,,,,,,,,None,,,,No,No,"Poimenios, child of, partner of, grandchild of,",1,1,Greek only,
16173,"Janouchova, Petra *",Yes,Other,SEG 56:823,100310,56:823,Istanbul,Byzantion,Byzantion,14192,POINT(28.974123 41.0095036),2 Vicinity,"Fragment of limestone sarcophagus from the cemetery at Taşkasap, N.Firatlı et al., La sculpture byzantine figurée -- (cf. SEG 56 2093) 55/56 no. 96; cf. N.Firatlı, CArch 11 (1960) 88. J.Dresken-Weiland, in Congressus XIV Arch. Chr. 346-350, discusses the iconography.",No,Funerary,No,Stone,Limestone,,Architectural feature,9 Undeterminable,4 N/A,,,,,No,400,430,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Private,,Funerary,,1,,"Keimai,",,,,,,None,,,,No,No,"Flabios (Flaouios, Flavios), Eutyches, child of, partner of, grandchild of,",1,2,Greek and Roman,
16174,"Janouchova, Petra *",Yes,Other,SEG 56:822,100309,56:822,Istanbul,Byzantion,Byzantion,14192,POINT(28.9783589 41.0082376),2 Vicinity,"G.Mendel, Catalogue des sculptures -- (cf. SEG 56 2093) no. 1322. Republished by D.Feissel in La sculpture byzantine figurée (cf. SEG 56 2093) 66/67 no. 114 (ph.; French translation).",No,N/A,No,Stone,Marble,,Architectural feature,9 Undeterminable,4 N/A,,,Horse rider,Relief with a representation of the Thracian Rider found at Sirkeci near the railway station.,No,400,599,Roman,5|6,,,,,,,,,,,0.5,,,,No,Prose,,Irregular,Private,,Funerary,,5,,,,,,,,None,,,,No,No,"Ioulianos, child of, partner of, grandchild of,",1,1,Roman only,
16189,"Janouchova, Petra *",Yes,Other,SEG 55:735,100318,55:735,Istanbul,Byzantion,Byzantion,14192,POINT(28.9783589 41.0082376),3 Region,"Removed in 1880 from the walls of Constantinople, now in the Staatliche Museen, Berlin. A.Mordtmann, Revue de l’art chrétien (1891) 465; J.Strzygowski, Jahrbuch der Königlichen Preussischen Kunstsammlungen 14 (1893) 65-71; A.Effenberger (ed.), Konstantinopel. Scultura bizantina dai Musei di Berlino (Rome 2000) 48 no. 6 (with further bibliography). Presented by A.Effenberger in Die Welt von Byzanz 375 no. 868 (ph.; no text)",Yes,Secondary,No,Stone,Limestone,,Stele,9 Undeterminable,4 N/A,,Base,,,No,400,450,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Private,,Funerary,,1,"Iatros,",,,,,,,None,,,,No,No,"Ioannes, child of, partner of, grandchild of,",1,1,Greek only,
16478,"Janouchova, Petra *",Yes,Other,SEG 53:648,100364,53:648,Carasura,Carasura,Augusta Traiana,7178,POINT(25.345475 42.2466559),2 Vicinity,"SEG 42 632. Five joining fragments of a marble plaque that join SEG 42 632 were found in a grave near the Christian basilica where the rest of the inscription was found. Edd.pr. C.Buyukliev - N.Sharankov, Thracia 15 (2003) 335-344 (ph.; dr.), with detailed commentary. Cf. N.Sharankov, Αn.Ép. (2003) [2006] no. 1566.",No,Funerary,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,Silver omphalos phiale inscribed on the rim.,No,541,541,Roman,6,,,,,,,,,,,SIX,,,,No,Prose,,Irregular,Private,,Funerary,,8,,"Keimai, Mnema,Mneme,",,,,,,None,,"Philippopolis,",1,No,No,"Theodoros, child of, partner of, grandchild of,",1,1,Greek only,
16499,"Janouchova, Petra *",Yes,Other,SEG 52:710,100380,52:710,Plovdiv,Philippopolis,Philippopolis,7544,POINT(24.749794 42.1483235),2 Vicinity,Three joining pieces of a marble revetment plaque of the altar. The text may be contemporary with the mosaic inscription in SEG 52 709 (ed.pr.). Together with SEG 52:709,No,Religious/Ritual,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,470,499,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Private,,Funerary,,1,,"Mnema,Mneme,",,,,,,None,,,,No,No,"Tiberios, Of[?], child of, partner of, grandchild of,",1,2,Roman and Uncertain,
16500,"Janouchova, Petra *",Yes,Other,SEG 52:709,100379,52:709,Plovdiv,Philippopolis,Philippopolis,7544,POINT(24.7503948 42.1487372),2 Vicinity,"Two inscriptions found in a basilica. Ed.pr. V.Gerassimova, Archaeologia Bulgarica 6 (2002.3) 77-82 (dr.; ph.). Mosaic inscription in tabula ansata in the central aisle of the basilica; the first lines weredeliberately destroyed in antiquity. The reference to a victor and patricius, as in a Latin honorary epigram from Philippopolis for Basiliscus (471 A.D.; V.Beševliev, Spätgriechische und spätlateinische Inschriften aus Bulgarien, Berlin 1964, no. 206: magister equitum, consul, patricius parens imperii, triumphator, victor), suggests that the mosaic was made in honor of Emperor Leo I and Basiliscus (the later emperor; 475-476 A.D.), upon the latter’s return to Philippopolis after a victorious campaign against the Goths in ca. 471 A.D. The first lines were erased probably after Zenon’s return to the throne in 476 A.D. (ed.pr.) [but see app.cr.].",No,Religious/Ritual,No,Stone,,,Mosaic,9 Undeterminable,4 N/A,,,,,No,471,499,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Uncertain,,,Mosaic inscription,6,,,,,,,,None,,,,No,No,,0,0,No Name,
16597,"Janouchova, Petra *",Yes,Other,SEG 46:845bis,100410,46:845bis,Istanbul,Byzantion,Byzantion,14192,POINT(28.9783589 41.0082376),2 Vicinity,"G.Greatrex -J.Bardill, DOP 50 (1996) 193-197, mention an inscribed column base found in the church of St. Euphemia and inscribed with Ἀντιόχου πρεπο(σίτου). Antiochus served as praepositus sacri cubiculi at the court of Theodosius II. The church is known to have been located in the palace of Antiochus. A large number of tile stamps found in the same place refer to a first, fourteenth and fifteenth indiction, i.e., potentially the years 399/400-432/433 A.D. They suggest dating the construction of the palace and A.’s praepositure to the period ca. 429-439 A.D. and relating the cross and the abbreviation Κ(ύρι)ε on a large number of brickstamps to the victory of the Theotokos-theology over Nestorian heresy (Mary is Christotokos) in 431 A.D.",No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,Krater,No,402,439,Roman,5,,,,,,,,,,,1,,,,No,Prose,,Irregular,Private,,,Antiochus served as praepositus sacri cubiculi at the court of Theodosius II.,1,,,,,,,,None,,,,No,No,"Antiochos, child of, partner of, grandchild of,",1,1,Greek only,
