Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context,
2476,"Janouchova, Petra *",Yes,I Aeg Thrace,91,10091,,Paradisos,Topeiros,Topeiros,3774,POINT(24.7663164 41.0844622),1 Certain,,No,Habitation,No,Stone,Other >,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,4,,"Mnemeion, Charin, Mneias,",,,,,,None,,,,No,No,"Asklepiod[oros/otos], child of, partner of, grandchild of,",1,1,Greek only,,
2486,"Janouchova, Petra *",Yes,I Aeg Thrace,98,10098,,Kosmiti,Topeiros,Topeiros,3775,POINT(24.7679472 41.0467023),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Verse,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Hylas, child of, partner of, grandchild of,",1,1,Greek only,,
2488,"Janouchova, Petra *",Yes,I Aeg Thrace,100,10100,,Kosmiti,Topeiros,Topeiros,3775,POINT(24.7678828 41.0460712),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,,,2,,,,,,,,None,,,,No,No,"Antonios, Bo[?], child of, partner of, grandchild of,",1,2,Roman and Uncertain,,
2489,"Janouchova, Petra *",Yes,I Aeg Thrace,101,10101,,Kosmiti,Topeiros,Topeiros,3775,POINT(24.7675395 41.0458932),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,,,sarcophagus,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Uncertain,,,,2,,,,,,,,None,,,,No,No,,0,0,No Name,,
2490,"Janouchova, Petra *",Yes,I Aeg Thrace,102,10102,,Kosmiti,Topeiros,Topeiros,3775,POINT(24.7674322 41.0461683),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,,,sarcophagus,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Uncertain,,,,2,,,,,,,,None,,,,No,No,,0,0,No Name,,
2493,"Janouchova, Petra *",Yes,I Aeg Thrace,104,10104,,Xanthi,Xantheia,Topeiros,3776,POINT(24.8843765 41.1283102),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Funerary scene/Symposion|Horse rider,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,6,,"Chaire, Parodita,Parodeita,",,,,,,None,,,,No,No,"Aulouzenis, child of Diasenis, partner of, grandchild of, Taroula, child of, partner of Aulouzenis, grandchild of,",2,2,Thracian only,,
2535,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"14, 5007, 5005",20014,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.1674433 43.4078847),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,1 Architectural / Ornamental|2 Figural,Column|Base|Crown,Other > notes,Three pairs of boys.,Yes,212,250,Roman,3,,,,,,,,,1,,,,,,No,Prose,Roman style,Irregular,Public,Accounts/Lists,,,24,"Efebos, Archon, Efebarchos,","Agathe tyche,",,"archiereus, pontarches, hiereus,",,,,None,,,,No,No,"Markos, Aurelios, Antipatros, child of Papas, partner of, grandchild of, Aurelios, Glaukias, child of Diogenes, partner of, grandchild of, Aurelios, Demofon, child of Noumenios, partner of, grandchild of, Aurelios, Atta, child of Antipatros, partner of, grandchild of, Aurelios, Theomnestos, child of Pythokles, partner of, grandchild of, Aurelios, Theagenes, child of Kantios, partner of, grandchild of, Aurelios, Proklos, child of, partner of, grandchild of, Aurelios, Theodoros, child of Moschion, partner of, grandchild of, Aurelios, Moukianos, child of Ioulios, partner of, grandchild of, Aurelios, Geron, child of Balerios (Valerios, Oualerios), partner of, grandchild of, Aurelios, Poseidonios, child of Atta, partner of, grandchild of, Aurelios, Pythokles, child of Hestiaios, partner of, grandchild of, Aurelios, Poseidonios, child of, partner of, grandchild of, Aurelios, Theodoros, child of Balerios (Valerios, Oualerios), partner of, grandchild of, Aurelios, Geron, child of Herakleides, partner of, grandchild of, Aurelios, Biator (Viator), child of Makedon, partner of, grandchild of, Aurelios, Glykon, child of Theipes, partner of, grandchild of, Aurelios, Biktor / Beiktor (Viktor), child of Dreibalos, partner of, grandchild of, Aurelios, Athenodoros, child of Valerios, partner of, grandchild of, Aurelios, Klaudios, child of Theipes, partner of, grandchild of, Aurelios, Dionysodoros, child of Seigeros, partner of, grandchild of, Aurelios, Alexandros, child of Zenon, partner of, grandchild of, Aurelios, Proklos, child of Theagenes, partner of, grandchild of, Aurelios, Neikomedes, child of Seilenos, partner of, grandchild of, Aurelios, Hestiaios, child of Thaes, partner of, grandchild of, Aurelios, Noumenios, child of Seilenos, partner of, grandchild of, Aurelios, Biktor / Beiktor (Viktor), child of Balerianos (Valerianos, Oualerianos), partner of, grandchild of, Flabios (Flaouios, Flavios), Antipatros, child of, partner of, grandchild of, Aurelios, Merkourios, child of Roles, partner of, grandchild of, Aurelios, Antipatros, child of Souperion, partner of, grandchild of, Aurelios, Gourthithis, child of Papas, partner of, grandchild of, Aurelios, Hikesios, child of Kallikrates, partner of, grandchild of, Aurelios, Soulpikios, child of Maximos, partner of, grandchild of, Aurelios, Laberis, child of Papas, partner of, grandchild of, Aurelios, Hermodoros, child of Loukios, partner of, grandchild of, Aurelios, Klaudios, child of Germanos, partner of, grandchild of, Aurelios, Eutyches, child of Asianos, partner of, grandchild of,",37,76,Mixed names,,
2579,"Janouchova, Petra *",Yes,I Aeg Thrace,167,10167,,Molyvoti,Stryme,Stryme,3780,POINT(25.2841759 40.9393875),3 Region,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,6,,"Charin,",,,,,,None,,,,No,No,"Hyakinthos, child of, partner of, grandchild of,",1,1,Greek only,,
2587,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"15 bis, 5007",20015.2,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.1671429 43.4078223),2 Vicinity,,No,N/A,No,N/A,Marble,,N/A,8 Lost,4 N/A,,,,,No,212,300,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Public,Honorary decrees,,,11,"Gymnasiarches, Bouleutes, Boule, Iatros,","Agathe tyche,",,"Dionysus,",,,,None,,"Pentepolis,",1,No,No,"Markos, Aurelios, child of Antiochos, partner of, grandchild of,",1,2,Greek and Roman,,
2608,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"16, 32 ter, 5008",20016,,Balkanci/Dionysopolis,Dionysopolis,Dionysopolis,3842,POINT(28.1658554 43.4085394),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,217,220,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Public,Honorary decrees,,,11,"Gymnasiarches, Archon, Boule, Demos, Presbys,",,"Andrias,","archiereus, hiereus,",,,"Dionysopolitai,",City,From area of Thrace,"Rome,",1,Yes,No,"Markos, Aurelios, Demetrios, child of Diogenes, partner of, grandchild of, Antoneinos, child of, partner of, grandchild of,",2,4,Greek and Roman,,
2644,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"17, 5009",20017,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.1657267 43.4084147),1 Certain,Found near a mausoleum of a doctor,No,Funerary,No,Stone,Limestone,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental|2 Figural,,,Head of Medusa,Yes,218,222,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,,Honorific inscription in the tympanon of a tomb,3,"Autokrator,","Agathe tyche,","Filotimos, Euergetes,",,,,,None,,,,Yes,No,"Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Theodoros, child of Demetrios, partner of, grandchild of,",2,2,Greek and Roman,,
2655,"Ctibor, Jan *",Yes,IG Bulg 1(2),"22 bis, 18",20022.2,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.1658983 43.4085082),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental|2 Figural,Architectural moulding,,On the back side two anaglyphs (Thracian rider),Yes,241,244,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Public,Honorary decrees|State decrees,,,22,"Autokrator, Kaisar,",,,"hiereus,",,,,None,,,,Yes,No,"Markos, Aurelios, Gordianos, child of, partner of, grandchild of, Sabinia, Trankylleina, child of, partner of, grandchild of, Aurelios, Noumenios, child of, partner of, grandchild of, Helis, child of, partner of, grandchild of, Dionysodoros, child of, partner of, grandchild of, Aurelios, child of, partner of, grandchild of, Isido[ros], child of, partner of, grandchild of, Kalokairos, child of, partner of, grandchild of, Aurelios, Markianos / Markeianos, child of Hefaisto[dikos] or [demos] or [doros], partner of, grandchild of, [Par]amyros, child of Paramyros, partner of, grandchild of,",10,11,Greek and Roman,,
2660,"Ctibor, Jan *",Yes,IG Bulg 1(2),23,20023,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.1657696 43.4083835),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,222,235,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Public,,,"The inscription was not finished; in the lower part of the stele, ther is an another inscription written by an other hand.",8,"Autokrator,","Agathe tyche,",,,,,,None,,,,Yes,No,"Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Alexandros, (Severus Alexander), child of, partner of, grandchild of, Markos, Aurelios, Koures, child of, partner of, grandchild of,",2,4,Mixed names,,
2662,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"24 bis, 5010",20024.2,,Balchik,Dionysopolis,Dionysopolis,3841,POINT(28.1653833 43.4081653),2 Vicinity,,No,N/A,No,Stone,Limestone,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,214,214,Roman,3,,,,,,,,,1,,,,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,15,"Bouleutes,","Agathe tyche,",,"Zeus,","Dolichaios,",Regional,"Dionysopolitai, Kallatianoi, Markianopoleitai,",City,Mixed,,,No,No,"Markos, Pompeios, Loukios, child of, partner of, grandchild of,",1,1,Roman only,,
2672,"Janouchova, Petra *",Yes,I Aeg Thrace,192,10192,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5110264 40.8751679),3 Region,,Yes,Secondary,No,Stone,,,Architectural feature,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Altar,,,No,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,,,"hiereus, Zeus, Dionysus, Rhome,Rome,","Maron,",Subregional,,None,,,,No,No,"Amynandros, child of Theodoros, partner of, grandchild of,",1,1,Greek only,,
2673,"Janouchova, Petra *",Yes,I Aeg Thrace,193,10193,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5105972 40.8730262),2 Vicinity,,No,Secondary,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,2 Figural,Altar,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,6,,"Agathe tyche,",,"hiereus, Zeus, Dionysus, Rhome,Rome,","Maron,",Subregional,,None,,,,No,No,"Aurelios, Alb[anos/einos], child of, partner of, grandchild of,",1,1,Roman only,,
2674,"Janouchova, Petra *",Yes,I Aeg Thrace,194,10194,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5107689 40.8741295),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,7,,"Agathe tyche,",,"hiereus, Zeus, Dionysus, Rhome,Rome,","Maron,",Subregional,,None,,,,No,No,"Aurelios, Tarsas, child of Myron, partner of, grandchild of,",1,3,Mixed names,,
2675,"Janouchova, Petra *",Yes,I Aeg Thrace,195,10195,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5114555 40.8745838),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Altar|Floral motive,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,7,,"Agathe tyche,",,"hiereus, Zeus, Dionysus, Rhome,Rome,","Maron,",Subregional,,None,,,,No,No,"Dionysios, child of Theodotos, partner of, grandchild of,",1,1,Greek only,,
2676,"Janouchova, Petra *",Yes,I Aeg Thrace,196,10196,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5111122 40.8750381),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,,,"hiereus, Rhome,Rome, Dionysus, Zeus,","Maron,",Subregional,,None,,,,No,No,"Unknown, child of Preiskos, partner of, grandchild of,",1,2,Roman and Uncertain,,
2678,"Janouchova, Petra *",Yes,I Aeg Thrace,197,10197,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5103397 40.8746487),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,"Agathe tyche,",,"hiereus, Rhome,Rome, Zeus, Dionysus,","Maron,",Subregional,,None,,,,No,No,,0,0,No Name,,
2679,"Janouchova, Petra *",Yes,I Aeg Thrace,198,10198,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5099106 40.8736752),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,1,,,,,"Maron,",Subregional,,None,,,,No,No,,0,0,No Name,,
2735,"Janouchova, Petra *",Yes,I Aeg Thrace,218,10218,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5113697 40.876401),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Verse,,Irregular,Private,,Funerary,,4,,,,,,,,None,,,,No,No,"Deinias, child of Eurynomos, partner of, grandchild of,",1,1,Greek only,,
2737,"Janouchova, Petra *",Yes,I Aeg Thrace,219,10219,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5114555 40.8752977),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Verse,,Irregular,Private,,Funerary,,5,"Polis, Tamias,",,,,,,,None,,,,No,Yes,"Tyllia, Prokla, child of, partner of, grandchild of,",1,1,Roman only,,
2739,"Janouchova, Petra *",Yes,I Aeg Thrace,220,10220,,Maroneia,Maroneia,Maroneia,3789,POINT(25.511713 40.8759467),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,metope,Yes,200,399,Roman,3|4,,,,,,,,,0.5,0.5,,,,,No,Verse,,Irregular,Private,,Funerary,,5,,,,"Musai /Mousai,",,,,None,,,,No,No,,0,0,No Name,,
2741,"Janouchova, Petra *",Yes,I Aeg Thrace,221,10221,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5106831 40.8758169),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,200,399,Roman,3|4,,,,,,,,,0.5,0.5,,,,,No,Verse,,Irregular,Private,,Funerary,gladiator epigram,9,,,,,,,"Thrakes,",Tribe,Thracian,,,No,No,"Filippos, child of [?]es, partner of, grandchild of, [Ti]tana, child of, partner of, Thraika, grandchild of,",2,3,Greek and Uncertain,,
2885,"Janouchova, Petra *",Yes,I Aeg Thrace,308,10308,,Maroneia,Maroneia,Maroneia,3789,POINT(25.512743 40.8763361),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Architectural moulding|Geometric motive|Floral motive,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,4,,"Charin,",,,,,,None,,,,No,No,"Loukios, child of, partner of, grandchild of, Pardos, child of, partner of, grandchild of,",2,2,Greek and Roman,,
2888,"Janouchova, Petra *",Yes,I Aeg Thrace,311,10311,,Maroneia,Maroneia,Maroneia,3789,POINT(25.5088806 40.8745189),1 Certain,,No,N/A,No,Stone,Marble,,N/A,7 Drawing,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,6,,"Mnema,Mneme,",,,,,,None,,,,No,No,"Brouttios, Epineikos, child of, partner of Brouttia, grandchild of, Brouttia, Demetria, child of, partner of Brouttios, grandchild of,",2,4,Greek and Uncertain,,
2891,"Janouchova, Petra *",Yes,I Aeg Thrace,312,10312,49:891,Maroneia,Maroneia,Maroneia,3789,POINT(25.5093098 40.8797108),3 Region,"Five epitaphs found reused in a Byzantine church at Paliochora near Maroneia. Ed.pr. S.Doukata-Demertzi, ΑΕΜΘ 11 (1997) [1999] 650-654 (nos. 1/2 and 4-6) and ΑΕΜΘ 13 (1999) [2001] 17 (no. 3); cf. ead., AD 51 Bl (1996) [2001] 588/589 (ph.).",Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,4 N/A,,,,sarcophagus,Yes,200,330,Roman,3|4,,,,,,,,,0.5,0.5,,,,,No,Prose,,Irregular,Private,,Funerary,,7,"Polis,","Epoiesen,",,,,,,None,,,,No,Yes,"[Sm]aragdos, Flabios (Flaouios, Flavios), child of, partner of Elpis, grandchild of, Elpineike, child of [Sm]aragdos, partner of, grandchild of,",2,3,Greek and Roman,,
2897,"Janouchova, Petra *",Yes,I Aeg Thrace,315,10315,,Maroneia,Maroneia,Maroneia,3789,POINT(25.511713 40.8773096),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,,,2,,,,,,,,None,,,,No,No,"[?]dios, Koartos, child of, partner of, grandchild of,",1,2,Roman and Uncertain,,
2898,"Janouchova, Petra *",Yes,I Aeg Thrace,316,10316,,Maroneia,Maroneia,Maroneia,3789,POINT(25.511198 40.8763361),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Unknown, child of Apollonios, partner of, grandchild of,",1,2,Greek and Uncertain,,
2900,"Janouchova, Petra *",Yes,I Aeg Thrace,318,10318,,Maroneia,Maroneia,Maroneia,3789,POINT(25.512228 40.8780883),3 Region,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,200,299,Roman,3,,,,,,,,,1,,,,,,No,Prose,,Irregular,Private,,Funerary,,6,"Polis,",,,,,,,None,,,,No,Yes,"[A]urelia, child of, partner of, grandchild of,",1,1,Roman only,,
2902,"Janouchova, Petra *",Yes,I Aeg Thrace,321,10321,,Maroneia,Maroneia,Maroneia,3789,POINT(25.512743 40.8785426),3 Region,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,200,399,Roman,3|4,,,,,,,,,0.5,0.5,,,,,No,Prose,,Irregular,Private,,Funerary,,5,,"Kateskeuasen,",,,,,,None,,,,No,No,,0,0,No Name,,
